"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure"
"1154","Z285A","R&D","W6837Y",1,3,2,2,3,4,4,86568,10
"1155","Q658H","R&D","V4203Y",3,3,4,4,4,4,5,70814,0
"1156","I972K","Finance","Z4040W",4,1,5,5,5,3,3,77852,7
"1157","F939B","DSI","Y7924Z",3,3,5,5,4,6,5,65344,10
"1158","H458A","Finance","Z5440X",2,4,3,3,5,6,6,105812,4
"1159","F318I","R&D","V4859W",3,3,5,5,5,5,4,56499,4
"1160","U941Q","R&D","X2508W",4,4,5,6,6,6,6,69323,8
"1161","R990J","R&D","V4859W",1,3,2,3,3,5,5,75446,8
"1162","F211T","Finance","Z5080X",5,1,6,6,7,2,3,132404,8
"1163","Q732N","Ethics","V1748V",2,1,3,3,4,3,2,53688,3
"1164","T344I","Finance","W7052V",1,4,2,3,3,6,6,73036,7
"1165","E747L","R&D","X8503X",1,2,3,3,2,3,3,50382,2
"1166","Z985L","R&D","V4859W",4,5,6,5,6,6,NA,46948,5
"1167","F802A","R&D","X8503X",2,4,4,4,3,6,NA,47168,1
"1168","N433U","Finance","W7052V",4,2,6,6,6,3,4,72043,10
"1169","Q963I","R&D","X8503X",4,2,5,5,6,4,NA,65278,8
"1170","Q144N","DSI","I511L",2,4,4,4,4,5,3,54674,1
"1171","W213Z","Finance","Z5080X",2,3,4,3,4,4,5,51870,1
"1172","C567X","DSI","Y7924Z",5,5,7,7,7,7,6,49310,2
"1173","S215V","R&D","V4859W",2,1,4,3,4,2,2,146424,8
"1174","N901E","R&D","X8503X",4,3,6,6,5,5,4,54602,3
"1175","N988U","Health","X3361V",2,5,4,4,3,7,7,61265,10
"1176","N791A","Finance","W7052V",2,5,4,4,3,6,6,51534,4
"1177","D568T","DSI","Y7924Z",3,5,4,5,5,6,6,54551,7
"1178","H826R","R&D","X2508W",2,1,4,3,3,3,2,81600,8
"1179","X306J","Ethics","V5401Z",1,2,2,2,2,3,4,50223,2
"1180","Q738F","Ethics","W4935V",3,1,5,4,5,2,2,53311,0
"1181","D743O","Finance","Z5440X",5,5,7,6,6,6,7,111278,6
"1182","W472K","Ethics","V1748V",3,5,5,4,5,6,6,113820,4
"1183","P242W","Health","V3988Z",1,5,2,2,2,6,7,45337,0
"1184","N202M","Finance","Z5440X",3,4,5,5,5,5,5,76153,10
"1185","V574E","R&D","X8503X",5,2,6,7,7,4,4,119299,0
"1186","S481J","Health","Y9874X",1,3,3,3,3,5,4,137129,5
"1187","J749N","Health","Y9874X",4,1,5,4,6,3,3,127659,4
"1188","V903G","R&D","X8503X",2,2,4,3,3,4,3,45746,4
"1189","M518G","R&D","V4203Y",4,1,6,5,5,3,2,59210,7
"1190","R136V","Health","Y9874X",2,4,4,3,4,5,5,143115,8
"1191","T997V","R&D","V4203Y",4,2,6,5,5,4,3,48632,0
"1192","G137I","R&D","W6837Y",4,5,6,5,6,7,7,132730,9
"1193","R164O","Finance","W7052V",5,1,7,7,7,3,2,54709,4
"1194","C260T","Finance","Z4040W",1,3,2,2,2,5,5,57736,3
"1195","S607Q","R&D","V4859W",5,3,7,6,7,4,4,111201,9
"1196","W755K","R&D","X8503X",2,5,3,4,3,7,7,48175,0
"1197","T101E","Finance","Z4040W",4,5,5,6,6,7,NA,71981,8
"1198","C110O","Finance","Z4040W",5,3,7,6,7,3,4,48934,0
"1199","U527H","R&D","X8503X",4,2,5,5,6,3,3,109740,2
"1200","W645X","Ethics","V5401Z",3,3,5,4,5,4,4,86013,5
"1201","A248T","R&D","W6837Y",1,5,2,2,2,6,6,84452,1
"1202","Y490B","Ethics","V1748V",5,5,7,6,6,6,7,92518,7
"1203","D561B","R&D","X2508W",3,1,4,4,4,3,2,68617,10
"1204","F326P","R&D","X8503X",1,2,2,2,3,3,3,49313,4
"1205","J165O","Ethics","W4935V",5,5,7,7,6,6,7,52767,7
"1206","H801H","Health","X3361V",2,2,3,4,3,4,3,45789,5
"1207","Q255O","R&D","V4859W",5,5,7,6,6,6,NA,83993,2
"1208","G103K","Finance","Z5080X",4,2,6,6,5,4,3,53167,2
"1209","C540C","Health","X3361V",5,5,7,7,7,6,NA,56927,6
"1210","S431F","Finance","Z5440X",5,4,6,6,7,6,5,51766,4
"1211","O505X","R&D","V4859W",5,4,6,6,7,6,NA,74009,10
"1212","C451D","R&D","V4203Y",1,3,3,3,3,4,5,46649,1
"1213","J829Z","Finance","Z5080X",5,5,7,7,7,6,NA,57879,7
"1214","V121N","Health","X3361V",1,2,2,2,3,4,3,112922,4
"1215","J981T","Finance","V1626X",2,2,4,3,5,4,3,88992,4
"1216","Z687Z","Finance","Z5080X",4,1,5,5,6,2,3,67301,8
"1217","Y391U","Finance","Z5440X",2,5,4,3,4,6,6,51313,5
"1218","N577J","R&D","V4203Y",3,3,4,5,5,4,5,58065,7
"1219","E832V","R&D","X2508W",2,5,3,3,4,7,7,57618,7
"1220","Q618X","DSI","I511L",2,4,3,4,4,5,3,53429,0
"1221","Q202U","Finance","Z4040W",4,1,5,6,5,2,3,79123,1
"1222","J716P","DSI","Y7924Z",3,5,5,4,5,7,6,140748,5
"1223","L139A","Health","Y9874X",2,3,4,4,3,4,4,160814,9
"1224","J504V","R&D","W6837Y",5,4,7,6,7,6,6,167244,10
"1225","D633K","R&D","V4859W",3,4,4,5,4,5,5,80891,6
"1226","P414I","R&D","V4859W",2,1,4,4,4,3,2,53056,6
"1227","S271O","Finance","Z4040W",5,5,7,6,6,7,7,46619,5
"1228","U571P","DSI","Y7924Z",1,2,2,3,3,4,3,114150,3
"1229","G821L","R&D","W6837Y",2,4,3,4,4,6,NA,47832,3
"1230","U221Q","Health","X3361V",5,4,7,7,7,6,NA,50428,0
"1231","T348Z","Ethics","W4935V",1,5,4,2,2,7,7,139447,1
"1232","M628Q","Health","Y9874X",5,5,6,6,7,6,7,92701,4
"1233","K926I","Finance","W7052V",5,5,6,5,6,6,NA,48832,0
"1234","G660F","Finance","Z4040W",2,2,4,3,3,3,2,47778,1
"1235","F878H","Finance","Z5440X",5,1,7,6,7,3,3,76870,9
"1236","E436I","R&D","V4859W",1,5,2,3,2,6,7,165689,8
"1237","N189H","Health","Y9874X",4,5,6,6,5,6,7,59433,4
"1238","N745S","Finance","Z5080X",3,2,4,4,4,4,3,76212,10
"1239","S379S","Finance","W7052V",4,3,6,5,5,4,NA,46749,4
"1240","P965O","Finance","Z4040W",2,3,4,4,5,5,5,98500,0
"1241","B311T","Finance","Z5080X",4,5,6,5,6,7,6,56348,0
"1242","S131R","R&D","W6837Y",2,2,3,3,3,4,4,143777,9
"1243","N295O","R&D","V4859W",5,5,6,6,6,6,6,108513,0
"1244","F709T","Ethics","V1748V",4,4,5,5,5,5,6,57150,2
"1245","V369E","Finance","Z4040W",1,4,2,3,2,5,5,51191,7
"1246","X996U","Ethics","V5401Z",4,1,4,5,6,2,NA,54540,5
"1247","X169W","Finance","Z5440X",5,5,6,6,6,7,7,57202,1
"1248","C194M","Finance","V1626X",1,3,3,3,3,5,4,51967,4
"1249","P517U","Ethics","W4935V",3,1,4,4,4,3,2,54050,2
"1250","J634E","R&D","W6837Y",4,4,6,6,6,5,6,53199,3
"1251","M656L","Finance","Z5080X",4,3,6,5,5,5,5,68622,9
"1252","L217H","Finance","Z4040W",5,2,6,6,6,4,4,65369,8
"1253","A117X","Ethics","W4935V",1,1,3,2,3,2,2,80579,1
"1254","F569E","Finance","Z5080X",4,1,6,5,6,3,3,101250,7
"1255","J172N","R&D","V4203Y",1,2,2,3,2,5,4,56403,4
"1256","G769W","Finance","Z4040W",2,3,4,3,3,4,3,147934,2
"1257","B356C","DSI","Y7924Z",1,3,2,3,2,4,5,65707,6
"1258","D871Q","Finance","Z5440X",5,2,7,6,7,3,3,70365,6
"1259","L271M","Finance","V1626X",4,5,5,6,6,7,NA,54512,5
"1260","S900E","Finance","Z5080X",2,4,3,4,3,6,5,54358,0
"1261","U136H","R&D","X8503X",4,1,5,5,5,4,3,54702,6
"1262","Y948E","R&D","W6837Y",2,3,3,4,3,5,4,57540,5
"1263","G833F","Finance","W7052V",2,3,3,4,3,5,5,162504,10
"1264","S838X","R&D","W6837Y",5,5,6,6,6,6,7,55916,7
"1265","U684X","Health","V3988Z",1,4,3,2,3,5,6,75533,10
"1266","A609Z","R&D","V4203Y",5,2,7,7,7,3,3,105538,7
"1267","O673Q","R&D","X8503X",5,2,7,7,7,4,3,117968,3
"1268","E145E","R&D","X2508W",2,4,4,4,3,5,5,46047,3
"1269","X328D","R&D","X2508W",4,5,5,7,6,7,NA,120392,4
"1270","B293R","Finance","Z4040W",5,2,7,5,6,4,3,45450,3
"1271","F378E","DSI","Y7924Z",1,2,3,1,2,3,4,128790,1
"1272","W320L","Finance","Z5080X",3,3,4,5,5,4,4,77412,8
"1273","W469W","Health","Y9874X",5,5,6,6,7,7,NA,53329,4
"1274","V789O","Health","Y9874X",1,1,2,2,2,3,2,73979,3
"1275","P756S","DSI","I511L",5,5,7,7,6,6,NA,80017,10
"1276","P782Y","Finance","Z5440X",5,2,6,6,7,4,NA,71559,9
"1277","X214U","Health","X3361V",5,2,7,6,6,4,2,59173,0
"1278","K996K","Ethics","V5401Z",5,3,6,7,6,5,5,167799,8
"1279","A416E","Finance","Z5440X",5,2,6,7,7,4,4,47845,7
"1280","W885T","DSI","Y7924Z",5,2,6,7,7,4,4,73963,8
"1281","M929L","Finance","V1626X",3,3,4,4,4,4,5,57712,4
"1282","I807F","Health","X3361V",4,1,5,6,5,1,NA,53153,1
"1283","O947A","Finance","V1626X",5,1,7,7,6,2,2,73997,8
"1284","O950J","Health","X3361V",3,2,4,4,5,3,3,50074,7
"1285","I723O","R&D","W6837Y",5,3,7,7,7,5,6,56176,0
"1286","E367C","Finance","V1626X",2,5,3,4,4,6,6,50213,2
"1287","Z392I","R&D","W6837Y",1,1,3,2,3,2,3,56132,0
"1288","N930Y","Finance","V1626X",2,2,4,3,3,4,4,78958,9
"1289","M170Q","Finance","Z5080X",1,3,2,3,2,3,4,104256,2
"1290","X477B","R&D","X8503X",2,4,4,3,4,5,6,124543,8
"1291","H227U","Ethics","W4935V",3,2,5,4,5,4,2,48295,5
"1292","Y799F","Health","X3361V",5,4,6,7,6,5,NA,79374,0
"1293","C911E","Ethics","V1748V",1,1,3,2,2,2,3,54312,7
"1294","X654C","Health","Y9874X",1,3,2,3,2,4,4,123809,6
"1295","B265S","Health","V3988Z",2,1,4,4,3,2,3,64223,8
"1296","W133T","R&D","X8503X",4,5,5,5,6,7,7,109352,6
"1297","A161R","Finance","W7052V",5,4,6,6,7,6,NA,71252,8
"1298","U450S","Finance","Z4040W",2,2,3,3,3,4,4,72753,8
"1299","R755E","R&D","V4203Y",1,5,3,3,3,7,6,57008,3
"1300","K172N","Finance","Z4040W",3,5,5,5,5,7,6,76245,6
"1301","R997T","Ethics","W4935V",5,4,7,6,6,6,NA,135756,9
"1302","H497R","Health","Y9874X",2,2,3,4,3,4,3,146200,0
"1303","F794A","R&D","V4859W",2,4,4,3,4,6,5,80658,8
"1304","Q681O","Ethics","V1748V",1,5,3,2,1,6,6,66774,5
"1305","H194I","Finance","Z4040W",1,3,3,4,2,5,4,73268,0
"1306","R481E","R&D","V4859W",2,4,3,4,3,7,5,118210,1
"1307","C450D","Health","V3988Z",3,3,4,4,4,5,4,67174,1
"1308","C926M","R&D","W6837Y",5,3,6,6,7,5,NA,53414,5
"1309","V378W","Finance","Z5080X",2,4,3,3,3,5,6,76577,9
"1310","N454C","Health","X3361V",5,5,7,6,6,7,NA,52414,0
"1311","B762I","DSI","Y7924Z",2,5,3,4,3,6,7,49522,1
"1312","F420U","Finance","W7052V",4,3,6,5,6,4,NA,54465,0
"1313","B102F","Finance","Z5440X",2,1,3,4,4,3,3,52666,6
"1314","X637N","Finance","Z5440X",5,5,6,6,7,6,6,50112,3
"1315","Z172D","R&D","V4203Y",4,1,6,6,6,3,3,58237,0
"1316","E905A","Ethics","W4935V",2,1,3,4,4,3,2,54646,7
"1317","V795Y","Finance","V1626X",3,3,5,5,4,5,5,55752,0
"1318","V146F","Finance","Z5080X",3,2,5,4,4,4,4,135446,6
"1319","R683O","Finance","W7052V",5,4,7,7,6,6,6,71797,10
"1320","W776V","DSI","Y7924Z",4,4,5,6,6,5,5,137417,10
"1321","E858J","R&D","V4859W",1,4,2,2,2,6,6,51514,2
"1322","T616X","R&D","X8503X",3,3,4,5,4,4,5,58639,3
"1323","Y952N","DSI","Y7924Z",3,4,5,5,5,6,6,117345,1
"1324","W359Q","Ethics","V5401Z",4,3,6,5,6,5,5,56696,2
"1325","H154R","R&D","X8503X",1,3,3,2,4,5,4,74321,3
"1326","L388A","Health","X3361V",3,5,6,5,5,7,7,62765,9
"1327","P672U","Ethics","W4935V",2,3,3,5,3,5,5,68722,8
"1328","A635R","Finance","Z5080X",1,5,2,3,2,7,7,47711,3
"1329","W956F","Finance","V1626X",2,2,3,3,4,4,NA,58807,6
"1330","U108Z","Ethics","W4935V",2,5,4,3,3,7,NA,143835,8
"1331","X952F","R&D","V4203Y",1,3,2,2,2,4,5,133581,0
"1332","W192D","R&D","X2508W",4,3,5,6,6,5,5,54511,5
"1333","X603T","R&D","V4203Y",2,2,3,3,4,4,3,80940,9
"1334","Z317F","Ethics","V1748V",4,4,5,5,6,6,NA,73812,10
"1335","M309R","R&D","X8503X",1,3,3,3,2,4,NA,71824,1
"1336","D677S","Finance","W7052V",1,2,2,2,2,4,4,58118,7
"1337","C325V","Finance","Z4040W",2,2,3,3,4,4,3,54192,4
"1338","C435W","R&D","X2508W",1,2,3,2,3,3,4,65091,8
"1339","K232F","Finance","Z5080X",4,3,5,5,4,4,4,82985,10
"1340","C962F","DSI","Y7924Z",3,3,5,4,4,5,4,144871,9
"1341","Y105P","DSI","Y7924Z",3,5,4,5,5,7,7,54193,0
"1342","O294F","Ethics","V5401Z",2,1,4,4,3,2,3,60603,3
"1343","G770R","R&D","X8503X",5,3,6,7,6,4,4,58024,4
"1344","H813M","Ethics","V1748V",3,4,4,5,4,6,6,72465,3
"1345","S851T","Finance","V1626X",3,5,4,4,4,6,NA,74361,1
"1346","V878C","Finance","W7052V",2,3,3,3,4,5,4,58012,7
"1347","T140C","Ethics","V1748V",3,1,4,5,5,2,2,53667,5
"1348","Z797N","Finance","V1626X",1,2,2,2,3,4,3,57652,1
"1349","N185M","Finance","Z4040W",2,1,4,3,3,3,2,121651,10
"1350","U415Y","Ethics","W4935V",2,3,3,3,3,5,5,68786,10
"1351","R940B","Finance","Z5080X",2,4,4,3,4,5,5,46226,0
"1352","J657D","Finance","Z5080X",3,3,5,4,5,5,4,54520,4
"1353","W522D","R&D","V4859W",2,5,4,3,4,7,7,55124,7
"1354","O504T","Health","V3988Z",2,3,3,4,3,4,4,146439,3
"1355","N106J","DSI","Y7924Z",3,5,5,4,5,7,6,54879,1
"1356","W518A","Ethics","V5401Z",2,4,4,3,3,5,5,90495,0
"1357","H701A","R&D","V4859W",2,2,3,3,4,5,3,58737,7
"1358","T738U","R&D","V4203Y",2,1,4,3,4,3,2,54105,0
"1359","W995Y","R&D","X2508W",2,3,3,4,4,4,5,76949,8
"1360","R200Y","Finance","Z5440X",3,1,5,4,5,2,2,138650,2
"1361","I896E","Finance","Z4040W",3,3,4,4,4,4,5,94545,6
"1362","J203P","Finance","Z5080X",2,4,3,4,4,5,6,96772,10
"1363","X842G","R&D","W6837Y",4,2,6,6,5,4,4,80525,9
"1364","D148J","Ethics","V5401Z",5,1,7,6,7,3,3,69224,10
"1365","S348B","Finance","Z5080X",2,2,4,3,3,4,3,66934,8
"1366","L953G","Finance","Z5080X",3,3,5,4,5,4,3,81690,8
"1367","V519N","Health","V3988Z",3,5,4,4,5,6,7,79339,8
"1368","P785Z","Finance","V1626X",4,4,5,6,6,6,5,139111,5
"1369","S370A","R&D","V4859W",1,5,2,3,2,7,7,49148,0
"1370","H731F","Health","V3988Z",5,3,7,7,6,5,5,58366,5
"1371","K836H","R&D","V4859W",5,3,7,6,6,4,4,52639,2
"1372","N875K","R&D","X2508W",4,5,6,5,5,7,NA,47206,0
"1373","J802D","Health","V3988Z",3,3,4,5,4,5,6,64660,10
"1374","B406J","Health","X3361V",1,4,2,2,3,6,6,56999,6
"1375","R506X","R&D","X8503X",2,4,3,4,3,5,5,123770,2
"1376","F938C","Finance","Z5080X",2,1,4,4,3,2,3,49302,6
"1377","T787O","R&D","X2508W",5,2,6,6,7,4,3,51375,2
"1378","E106F","Ethics","V1748V",1,5,2,2,2,7,7,73937,9
"1379","O978D","Health","X3361V",2,5,4,3,3,7,NA,135214,7
"1380","V631O","Finance","Z4040W",3,3,5,4,5,5,5,83186,5
"1381","K611K","R&D","V4203Y",4,2,5,6,6,4,3,75993,9
"1382","P620S","R&D","V4859W",3,2,4,5,4,4,3,78113,9
"1383","J499O","R&D","X8503X",5,4,7,7,7,6,NA,52456,6
"1384","Y531L","R&D","W6837Y",5,3,7,7,7,5,5,66442,10
