"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY","describeManager"
"1060","R430S","R&D","V4859W",4,4,6,6,5,6,6,107058,8,27,2,3,2,"c(""romance"", ""ambitious"", ""sincere"", ""liveliest"", ""determinately"")"
"1061","G565H","Health","V3988Z",5,4,6,6,5,6,NA,107906,3,54,1,3,1,"c(""ambitious"", ""well"", ""gracious"", ""gentlest"", ""warm"")"
"1062","P759C","Finance","Z5440X",5,2,6,6,7,4,4,89657,6,46,2,3,2,"c(""nicest"", ""advanced"", ""favoured"", ""dynamic"", ""whimsical"")"
"1063","O382F","R&D","W6837Y",3,2,4,4,5,3,3,48755,3,51,1,1,2,"c(""humorous"", ""amortizable"", ""picturesque"", ""perfective"", ""energetic"")"
"1064","P969B","Finance","Z5080X",4,3,4,6,4,5,4,59291,1,46,2,2,2,"c(""gracious"", ""exultant"", ""cool"", ""hopeful"", ""neat"")"
"1065","D712B","R&D","V4203Y",1,2,2,2,3,3,3,59535,6,47,2,2,2,"c(""cheery"", ""active"", ""smarty"", ""exuberant"", ""compassionate"")"
"1066","P473E","Health","X3361V",5,3,7,6,6,4,5,80571,10,52,2,2,2,"c(""peculiar"", ""wellborn"", ""amortizable"", ""honourable"", ""courageous"")"
"1067","V224V","Health","V3988Z",2,4,4,3,4,6,5,70190,9,33,1,1,1,"c(""stealthiest"", ""novel"", ""precious"", ""sunny"", ""charitable"")"
"1068","G352G","Finance","Z4040W",5,4,6,6,7,6,NA,46548,1,26,1,1,2,"c(""comedic"", ""smarty"", ""courageous"", ""creditable"", ""giggly"")"
"1069","B205H","R&D","X2508W",5,1,7,7,7,2,NA,69195,9,32,1,1,1,"c(""positivist"", ""healthy"", ""luckiest"", ""agreeable"", ""resolvable"")"
"1070","R495D","R&D","X8503X",5,4,7,6,6,5,5,85250,8,42,2,3,1,"c(""amusable"", ""splendorous"", ""precious"", ""delighted"", ""breathtaking"")"
"1071","H429W","Finance","W7052V",5,5,6,7,7,7,NA,121174,10,23,2,3,2,"c(""irresistible"", ""appreciatory"", ""cutest"", ""delightsome"", ""splendrous"")"
"1072","R740T","Health","V3988Z",2,4,4,2,4,6,6,53831,5,45,1,1,2,"c(""buoyant"", ""fortunate"", ""admirable"", ""fervid"", ""joyful"")"
"1073","V201V","R&D","X2508W",5,3,5,6,7,5,NA,49967,2,34,2,1,2,"c(""wiser"", ""freest"", ""winning"", ""huggable"", ""delectable"")"
"1074","E665E","Ethics","V5401Z",5,2,6,6,6,4,3,52073,2,35,2,1,2,"c(""alive"", ""wisest"", ""happiest"", ""blameless"", ""welcome"")"
"1075","Q413U","Health","V3988Z",5,5,6,6,7,7,6,51457,5,42,2,1,2,"c(""worshipful"", ""sociable"", ""courteous"", ""strong"", ""resolved"")"
"1076","E428P","R&D","X8503X",3,4,5,5,4,5,6,54176,4,53,1,1,2,"c(""amoristic"", ""satisfied"", ""contented"", ""optimal"", ""enjoyable"")"
"1077","I453S","R&D","X8503X",2,3,4,2,3,5,4,88785,1,42,2,3,2,"c(""magnific"", ""sentimental"", ""loving"", ""freewill"", ""prettiest"")"
"1078","Y666C","R&D","V4203Y",3,5,4,4,5,6,NA,51037,6,30,1,1,2,"c(""friendlier"", ""astounding"", ""interested"", ""engaging"", ""exultant"")"
"1079","J788N","Health","V3988Z",4,1,5,5,5,3,2,68114,6,23,2,3,1,"c(""beautiful"", ""freest"", ""lucky"", ""harmonious"", ""swift"")"
"1080","Z276W","R&D","V4203Y",1,1,3,3,3,3,3,47275,1,34,1,1,2,"c(""earnest"", ""freehand"", ""lucky"", ""champy"", ""riskless"")"
"1081","B236C","R&D","W6837Y",2,4,3,3,3,5,5,70868,8,49,1,1,2,"c(""funny"", ""jovial"", ""perfectionist"", ""virtuosic"", ""pleasant"")"
"1082","P813K","R&D","V4203Y",3,5,5,4,4,6,6,51286,1,36,1,1,2,"c(""merrier"", ""idealistic"", ""steadfast"", ""surest"", ""prettier"")"
"1083","P896R","Finance","V1626X",5,2,7,7,7,4,4,58701,2,37,2,2,2,"c(""gorgeous"", ""resolvable"", ""lown"", ""great"", ""brilliant"")"
"1084","A677D","Ethics","V5401Z",4,1,6,6,6,1,NA,95613,4,41,1,3,1,"c(""casual"", ""vibrant"", ""growing"", ""luckier"", ""brave"")"
"1085","U839X","Health","X3361V",1,4,2,3,3,5,6,63827,10,49,2,1,2,"c(""hopeful"", ""acceptable"", ""easy"", ""natural"", ""peacemaking"")"
"1086","E224E","Ethics","V5401Z",1,3,3,3,2,5,4,46631,2,38,1,1,2,"c(""treasurable"", ""divinatory"", ""inquisitive"", ""fantastic"", ""honorific"")"
"1087","L393E","Ethics","V5401Z",5,5,6,7,6,7,6,49426,2,46,1,1,2,"c(""exciting"", ""friended"", ""intricate"", ""visionary"", ""happiest"")"
"1088","R999N","DSI","Y7924Z",5,3,7,6,6,5,4,159375,8,32,1,3,2,"c(""important"", ""freer"", ""party"", ""delicious"", ""hardy"")"
"1089","M172R","Finance","V1626X",5,2,6,7,7,4,NA,54642,6,45,1,1,2,"c(""lively"", ""desirable"", ""smart"", ""exciting"", ""well"")"
"1090","A611V","DSI","I511L",2,5,4,3,2,7,4,80813,9,40,2,2,2,"c(""ferocious"", ""grave"", ""difficult"", ""sinful"", ""horrible"")"
"1091","E184B","Ethics","V5401Z",4,1,5,6,5,3,2,56469,2,49,1,2,2,"c(""defensible"", ""merry"", ""intellectualistic"", ""heavenly"", ""winnable"")"
"1092","W355O","Health","X3361V",3,5,5,4,4,7,7,55165,4,31,2,2,2,"c(""funny"", ""endorsed"", ""advantageous"", ""gratifying"", ""acceptant"")"
"1093","I357Z","R&D","V4203Y",5,5,6,5,7,7,NA,50856,4,40,1,1,1,"c(""splendent"", ""unequaled"", ""livelong"", ""curious"", ""easier"")"
"1094","G509Z","R&D","V4203Y",1,4,2,3,3,6,6,46721,5,55,2,1,2,"c(""dynamistic"", ""funniest"", ""picturesque"", ""sunnier"", ""prettied"")"
"1095","C340N","Finance","W7052V",2,3,3,5,3,5,5,96375,7,30,2,3,2,"c(""ethical"", ""favoured"", ""appreciatory"", ""agreed"", ""idealist"")"
"1096","J626Q","R&D","X8503X",1,4,3,3,2,6,5,50466,5,35,1,1,2,"c(""fervid"", ""splendid"", ""delectable"", ""untarnished"", ""creditable"")"
"1097","Z781Z","Health","V3988Z",2,5,3,3,4,7,NA,82751,10,22,1,2,2,"c(""natural"", ""inquisitive"", ""intelligential"", ""jocular"", ""merrier"")"
"1098","G836H","Health","Y9874X",2,4,3,4,4,5,6,165356,8,44,2,3,2,"c(""sunniest"", ""successive"", ""amusive"", ""cherishable"", ""glad"")"
"1099","A583U","R&D","V4859W",1,3,3,2,3,4,5,53667,3,49,1,1,2,"c(""wiser"", ""loyal"", ""amusive"", ""numberable"", ""speculative"")"
"1100","H208W","DSI","Y7924Z",4,4,4,6,5,6,NA,50220,6,43,2,1,2,"c(""efficient"", ""positivism"", ""dignified"", ""easeful"", ""troubleshooter"")"
"1101","B675I","R&D","X2508W",1,1,3,3,2,2,3,70418,10,54,1,1,2,"c(""joyful"", ""grateful"", ""avid"", ""marvelous"", ""gallant"")"
"1102","S642K","Health","Y9874X",3,4,4,4,5,6,6,113841,9,29,2,3,2,"c(""merriest"", ""thoughtful"", ""active"", ""vivacious"", ""curious"")"
"1103","F475P","R&D","V4859W",2,4,3,4,4,5,6,47914,4,24,2,1,2,"c(""champion"", ""heartfelt"", ""amoroso"", ""agreed"", ""clean"")"
"1104","V933R","R&D","X2508W",3,4,4,4,5,5,5,102462,5,23,2,3,2,"c(""idealist"", ""special"", ""cheeriest"", ""ambivalent"", ""noble"")"
"1105","X632O","Finance","V1626X",2,3,3,4,2,5,4,52488,2,43,1,1,1,"c(""gentlest"", ""secure"", ""pukka"", ""better"", ""sympathetic"")"
"1106","S790K","DSI","Y7924Z",2,5,3,3,4,6,6,58868,4,47,2,2,2,"c(""curious"", ""assured"", ""trusting"", ""freewill"", ""advantageous"")"
"1107","O662F","Finance","Z4040W",2,4,3,3,4,6,6,167640,8,24,1,3,2,"c(""honourable"", ""advantageous"", ""peacemaking"", ""humoral"", ""determined"")"
"1108","P787R","DSI","Y7924Z",5,4,7,7,6,5,5,80657,9,53,1,2,2,"c(""lively"", ""elated"", ""swift"", ""palatable"", ""exclusive"")"
"1109","E194F","Finance","Z5440X",5,3,6,7,7,4,4,146609,8,54,2,3,2,"c(""devoted"", ""divine"", ""good"", ""brisk"", ""exclusive"")"
"1110","X767S","Finance","Z4040W",2,4,4,4,3,5,6,45723,1,46,1,1,2,"c(""trustable"", ""greater"", ""youthful"", ""pukka"", ""effective"")"
"1111","J666Q","Finance","Z5080X",2,3,4,4,4,4,5,85812,8,26,2,3,2,"c(""ethical"", ""lovely"", ""luckiest"", ""huggable"", ""giggly"")"
"1112","Z344N","Finance","Z4040W",4,4,5,5,6,5,6,66044,8,22,1,1,2,"c(""heavenward"", ""beatific"", ""delectable"", ""greater"", ""thrilling"")"
"1113","H573A","R&D","W6837Y",5,1,7,7,6,2,2,58879,2,42,1,2,2,"c(""positivistic"", ""liveliest"", ""dynamometric"", ""alive"", ""harmonious"")"
"1114","E510E","Finance","Z5440X",2,2,3,3,3,3,3,76501,0,27,2,3,2,"c(""consolable"", ""salient"", ""courteous"", ""champy"", ""influential"")"
"1115","Q572M","Health","V3988Z",5,4,6,6,7,5,6,59689,2,29,1,2,2,"c(""proud"", ""amused"", ""heartfelt"", ""chic"", ""excited"")"
"1116","D857E","R&D","X2508W",4,3,6,5,6,4,5,49673,7,55,1,1,2,"c(""curious"", ""gallant"", ""libertarian"", ""cherishable"", ""interesting"")"
"1117","P115L","Finance","Z4040W",4,3,5,6,5,4,5,119957,5,36,2,3,1,"c(""noble"", ""tolerant"", ""competent"", ""gallant"", ""excitant"")"
"1118","D977B","Finance","V1626X",5,5,6,7,6,6,6,53443,4,32,2,1,1,"c(""braver"", ""jollier"", ""noble"", ""boldface"", ""robust"")"
"1119","C656L","Finance","Z5080X",3,5,4,4,5,6,7,65898,3,22,2,3,1,"c(""blameless"", ""glamorous"", ""comfortable"", ""perfectible"", ""glad"")"
"1120","K203C","Finance","W7052V",3,1,4,5,5,3,2,55326,7,37,1,2,2,"c(""blissful"", ""surest"", ""heavenly"", ""popular"", ""trusting"")"
"1121","S725Y","Finance","W7052V",4,2,6,5,5,4,4,53562,6,51,1,1,2,"c(""freethinker"", ""strongish"", ""like"", ""novel"", ""easy"")"
"1122","U162J","Health","V3988Z",2,3,4,4,3,4,4,49550,4,36,1,1,2,"c(""wise"", ""worthwhile"", ""mirthful"", ""resolved"", ""cute"")"
"1123","R715E","Finance","W7052V",5,2,6,6,7,3,4,100288,2,53,2,3,1,"c(""smarty"", ""freeing"", ""exclusive"", ""likeable"", ""untarnished"")"
"1124","I281W","Health","X3361V",3,3,5,4,3,6,5,123286,3,39,2,3,2,"c(""grateful"", ""peaceful"", ""indestructible"", ""carefree"", ""trustful"")"
"1125","S772F","R&D","X8503X",1,3,2,1,2,6,4,150983,8,47,2,3,2,"c(""contented"", ""responsible"", ""innocent"", ""winning"", ""foolproof"")"
"1126","Z515S","R&D","W6837Y",4,4,6,6,7,5,6,45275,3,50,1,1,1,"c(""friendliest"", ""immune"", ""robust"", ""benevolent"", ""palatable"")"
"1127","Z374X","R&D","X2508W",1,2,3,3,2,3,4,49459,0,46,2,1,1,"c(""lown"", ""intense"", ""harmless"", ""brave"", ""genial"")"
"1128","L524Q","Finance","Z4040W",4,1,5,6,5,3,3,58581,0,47,2,2,2,"c(""swift"", ""prosperous"", ""blessed"", ""youthful"", ""happy"")"
"1129","S999X","Health","Y9874X",3,1,4,3,5,3,3,76728,9,46,1,1,2,"c(""superior"", ""dauntless"", ""livelier"", ""promissory"", ""wealthy"")"
"1130","N364A","DSI","I511L",2,3,4,3,4,4,2,54895,6,54,1,2,1,"c(""crazed"", ""bully"", ""oppressive"", ""defenseless"", ""cowardly"")"
"1131","O974A","Health","X3361V",5,4,7,6,6,6,5,145066,3,50,2,3,1,"c(""heroic"", ""visionary"", ""beloved"", ""prominent"", ""energetic"")"
"1132","E183N","Finance","V1626X",1,2,3,2,3,4,3,101382,2,27,2,3,2,"c(""wealthiest"", ""popular"", ""dignified"", ""playful"", ""loving"")"
"1133","W449B","Ethics","W4935V",3,5,5,5,5,6,6,48608,6,24,1,1,1,"c(""enthusiastic"", ""rapturous"", ""giggly"", ""agreed"", ""positivistic"")"
"1134","W575H","Finance","Z5440X",4,2,6,5,5,4,3,47279,1,32,2,1,2,"c(""engaging"", ""responsible"", ""warmish"", ""affectional"", ""charming"")"
"1135","B818D","Ethics","V5401Z",3,5,5,5,5,6,6,51446,1,53,1,1,1,"c(""grand"", ""methodical"", ""merriest"", ""euphoric"", ""successive"")"
"1136","U835A","Finance","Z5440X",4,4,6,5,5,5,5,146445,5,49,2,3,2,"c(""doubtless"", ""kissable"", ""freer"", ""cool"", ""mirthful"")"
"1137","Z637U","Ethics","V5401Z",1,2,3,2,2,2,3,51320,6,37,1,1,2,"c(""honorific"", ""triumphant"", ""foolproof"", ""amortizable"", ""valuable"")"
"1138","J471C","Ethics","V1748V",4,4,5,5,5,6,5,70214,1,42,1,3,1,"c(""debonair"", ""intact"", ""casual"", ""vigilant"", ""resolvent"")"
"1139","L725G","Finance","Z5080X",2,2,3,4,4,3,4,57691,6,33,1,2,2,"c(""super"", ""easy"", ""troubleshooter"", ""better"", ""relaxant"")"
"1140","F667X","Finance","V1626X",2,3,3,4,3,4,4,54310,3,40,1,1,1,"c(""adventuresome"", ""harmonious"", ""alert"", ""steadfast"", ""jolliest"")"
"1141","S549D","Health","X3361V",2,1,4,4,4,3,3,52699,5,54,1,1,2,"c(""shockproof"", ""livelier"", ""intellectualistic"", ""neat"", ""free"")"
"1142","H463H","Health","X3361V",3,4,4,4,4,5,6,45802,4,31,2,1,2,"c(""gentle"", ""forgivable"", ""steadfast"", ""resolute"", ""confident"")"
"1143","H375C","Finance","Z4040W",5,3,7,7,7,5,5,58938,3,32,2,2,1,"c(""brisk"", ""complimentary"", ""elated"", ""freewheeling"", ""palatable"")"
"1144","F381L","R&D","X2508W",5,3,6,7,6,4,5,96418,1,30,2,3,2,"c(""perfective"", ""natural"", ""carefree"", ""promissory"", ""fascinating"")"
"1145","T815N","DSI","Y7924Z",1,3,2,3,2,3,5,45459,0,47,1,1,1,"c(""nicer"", ""determinative"", ""splendid"", ""praiseworthy"", ""humoristic"")"
"1146","M559Y","Finance","W7052V",5,1,6,6,7,2,3,104295,4,50,2,3,2,"c(""amusable"", ""hurtless"", ""alert"", ""favoured"", ""winning"")"
"1147","R142C","R&D","V4203Y",5,2,7,6,7,3,3,53132,2,49,2,1,1,"c(""remarkable"", ""excellent"", ""supporting"", ""accepted"", ""daredevil"")"
"1148","B751D","Finance","Z5080X",3,1,5,6,4,3,3,62173,6,32,2,3,2,"c(""fresh"", ""sunniest"", ""intellectualism"", ""bravest"", ""amused"")"
"1149","F623T","R&D","X2508W",1,4,2,3,3,6,6,136710,10,51,2,3,1,"c(""smarty"", ""cute"", ""freehold"", ""truer"", ""exultant"")"
"1150","U733E","Ethics","V5401Z",5,4,7,6,7,5,NA,50606,0,25,2,1,2,"c(""cherishable"", ""ardent"", ""enjoyable"", ""excitant"", ""wised"")"
"1151","Q594E","Finance","W7052V",2,2,3,3,3,3,4,54987,2,27,1,2,1,"c(""safe"", ""entertaining"", ""inspiratory"", ""devotional"", ""euphoric"")"
"1152","R678Z","Finance","Z4040W",5,3,5,7,7,4,4,47931,1,43,1,1,2,"c(""intelligible"", ""exultant"", ""visionary"", ""resolvent"", ""peaceable"")"
"1153","B675U","DSI","Y7924Z",1,5,2,4,2,7,5,49767,6,22,1,1,2,"c(""exciting"", ""dynamistic"", ""whimsical"", ""stable"", ""charming"")"
"1154","Z285A","R&D","W6837Y",1,3,2,2,3,4,4,86568,10,39,1,3,2,"c(""dedicated"", ""positivistic"", ""salient"", ""clear"", ""picturesque"")"
"1155","Q658H","R&D","V4203Y",3,3,4,4,4,4,5,70814,0,52,1,3,2,"c(""idealist"", ""trustful"", ""dear"", ""perfectionistic"", ""sympathetic"")"
"1156","I972K","Finance","Z4040W",4,1,5,5,5,3,3,77852,7,31,2,3,2,"c(""devoted"", ""unbelievable"", ""rich"", ""merrier"", ""poised"")"
"1157","F939B","DSI","Y7924Z",3,3,5,5,4,6,5,65344,10,29,1,1,2,"c(""original"", ""favorite"", ""relaxer"", ""achievable"", ""sunshiny"")"
"1158","H458A","Finance","Z5440X",2,4,3,3,5,6,6,105812,4,54,2,3,1,"c(""foolproof"", ""reliant"", ""earnest"", ""impressive"", ""heavenward"")"
"1159","F318I","R&D","V4859W",3,3,5,5,5,5,4,56499,4,37,2,2,1,"c(""dynamistic"", ""buoyant"", ""immune"", ""peaceful"", ""ready"")"
"1160","U941Q","R&D","X2508W",4,4,5,6,6,6,6,69323,8,22,1,1,2,"c(""youthful"", ""growing"", ""hardy"", ""thankful"", ""cleverish"")"
"1161","R990J","R&D","V4859W",1,3,2,3,3,5,5,75446,8,41,1,2,2,"c(""immune"", ""inviting"", ""adventuresome"", ""considerate"", ""funnelform"")"
"1162","F211T","Finance","Z5080X",5,1,6,6,7,2,3,132404,8,38,1,3,2,"c(""neat"", ""heroic"", ""novel"", ""impressive"", ""secure"")"
"1163","Q732N","Ethics","V1748V",2,1,3,3,4,3,2,53688,3,31,1,2,2,"c(""emotional"", ""friendlier"", ""jolly"", ""wiser"", ""spirited"")"
"1164","T344I","Finance","W7052V",1,4,2,3,3,6,6,73036,7,26,2,3,2,"c(""dedicated"", ""strongish"", ""desired"", ""heartwarming"", ""mature"")"
"1165","E747L","R&D","X8503X",1,2,3,3,2,3,3,50382,2,48,1,1,2,"c(""stealthiest"", ""dear"", ""impressionistic"", ""freestanding"", ""apprehensible"")"
"1166","Z985L","R&D","V4859W",4,5,6,5,6,6,NA,46948,5,25,2,1,2,"c(""festive"", ""wise"", ""privileged"", ""zealous"", ""calm"")"
"1167","F802A","R&D","X8503X",2,4,4,4,3,6,NA,47168,1,33,1,1,2,"c(""intellectualistic"", ""intense"", ""beauteous"", ""stunning"", ""surer"")"
"1168","N433U","Finance","W7052V",4,2,6,6,6,3,4,72043,10,38,1,1,1,"c(""freewill"", ""fascinating"", ""privileged"", ""free"", ""heartwarming"")"
"1169","Q963I","R&D","X8503X",4,2,5,5,6,4,NA,65278,8,48,2,1,2,"c(""perfect"", ""positive"", ""worthwhile"", ""amusable"", ""kissable"")"
"1170","Q144N","DSI","I511L",2,4,4,4,4,5,3,54674,1,48,2,1,2,"c(""forced"", ""hostile"", ""sickening"", ""neurotic"", ""grave"")"
"1171","W213Z","Finance","Z5080X",2,3,4,3,4,4,5,51870,1,51,1,1,2,"c(""prominent"", ""fab"", ""endorsed"", ""alive"", ""harmonic"")"
"1172","C567X","DSI","Y7924Z",5,5,7,7,7,7,6,49310,2,23,1,1,2,"c(""terrorless"", ""smug"", ""clean"", ""mandatory"", ""glamorous"")"
"1173","S215V","R&D","V4859W",2,1,4,3,4,2,2,146424,8,45,1,3,2,"c(""mirthful"", ""amused"", ""amusing"", ""generous"", ""heavenward"")"
"1174","N901E","R&D","X8503X",4,3,6,6,5,5,4,54602,3,48,2,1,2,"c(""positivism"", ""perfective"", ""winnable"", ""dynamitic"", ""painless"")"
"1175","N988U","Health","X3361V",2,5,4,4,3,7,7,61265,10,55,1,1,2,"c(""cherishable"", ""energetic"", ""fair"", ""peaceful"", ""heavenly"")"
"1176","N791A","Finance","W7052V",2,5,4,4,3,6,6,51534,4,25,1,1,1,"c(""active"", ""impressible"", ""enterprising"", ""impressionist"", ""shockproof"")"
"1177","D568T","DSI","Y7924Z",3,5,4,5,5,6,6,54551,7,29,1,1,2,"c(""harmonious"", ""dedicated"", ""hardy"", ""original"", ""wellborn"")"
"1178","H826R","R&D","X2508W",2,1,4,3,3,3,2,81600,8,45,1,2,2,"c(""avid"", ""champy"", ""excitative"", ""invulnerable"", ""steadfast"")"
"1179","X306J","Ethics","V5401Z",1,2,2,2,2,3,4,50223,2,36,1,1,2,"c(""defensible"", ""convincing"", ""agreed"", ""fab"", ""splendorous"")"
"1180","Q738F","Ethics","W4935V",3,1,5,4,5,2,2,53311,0,52,2,1,2,"c(""dear"", ""liveliest"", ""brave"", ""handsomest"", ""freeborn"")"
"1181","D743O","Finance","Z5440X",5,5,7,6,6,6,7,111278,6,50,1,3,2,"c(""peaceful"", ""substantial"", ""competent"", ""prettier"", ""beloved"")"
"1182","W472K","Ethics","V1748V",3,5,5,4,5,6,6,113820,4,33,2,3,2,"c(""inviting"", ""engaged"", ""endorsed"", ""ideal"", ""engaging"")"
"1183","P242W","Health","V3988Z",1,5,2,2,2,6,7,45337,0,33,2,1,1,"c(""gorgeous"", ""complimentary"", ""handsomest"", ""immortal"", ""frisky"")"
"1184","N202M","Finance","Z5440X",3,4,5,5,5,5,5,76153,10,50,1,2,2,"c(""determinative"", ""vibrant"", ""blissful"", ""resolvent"", ""lively"")"
"1185","V574E","R&D","X8503X",5,2,6,7,7,4,4,119299,0,37,2,3,2,"c(""zealous"", ""delicious"", ""audacious"", ""humoral"", ""convincing"")"
"1186","S481J","Health","Y9874X",1,3,3,3,3,5,4,137129,5,41,2,3,2,"c(""exclusive"", ""riskless"", ""affectional"", ""respectable"", ""noble"")"
"1187","J749N","Health","Y9874X",4,1,5,4,6,3,3,127659,4,34,2,3,2,"c(""fumeless"", ""restful"", ""outgoing"", ""generous"", ""wiser"")"
"1188","V903G","R&D","X8503X",2,2,4,3,3,4,3,45746,4,49,1,1,2,"c(""dedicated"", ""romantic"", ""prepared"", ""amorous"", ""glad"")"
"1189","M518G","R&D","V4203Y",4,1,6,5,5,3,2,59210,7,24,1,2,1,"c(""scrumptious"", ""fervid"", ""bravest"", ""gorgeous"", ""merited"")"
"1190","R136V","Health","Y9874X",2,4,4,3,4,5,5,143115,8,22,2,3,2,"c(""heroic"", ""entertaining"", ""medal"", ""clean"", ""handsomest"")"
"1191","T997V","R&D","V4203Y",4,2,6,5,5,4,3,48632,0,37,1,1,1,"c(""free"", ""safe"", ""kissable"", ""fervent"", ""amazing"")"
"1192","G137I","R&D","W6837Y",4,5,6,5,6,7,7,132730,9,30,1,3,2,"c(""enthusiastic"", ""mature"", ""cutest"", ""terrorless"", ""stealthiest"")"
"1193","R164O","Finance","W7052V",5,1,7,7,7,3,2,54709,4,31,2,1,2,"c(""sprightly"", ""capable"", ""assurgent"", ""benefic"", ""pleasurable"")"
"1194","C260T","Finance","Z4040W",1,3,2,2,2,5,5,57736,3,46,1,2,2,"c(""livelier"", ""charitable"", ""faultless"", ""devotional"", ""amused"")"
"1195","S607Q","R&D","V4859W",5,3,7,6,7,4,4,111201,9,32,2,3,2,"c(""friendly"", ""smart"", ""shockproof"", ""freewheeling"", ""innocent"")"
"1196","W755K","R&D","X8503X",2,5,3,4,3,7,7,48175,0,30,2,1,1,"c(""beautiful"", ""calmative"", ""creative"", ""interested"", ""forgiving"")"
"1197","T101E","Finance","Z4040W",4,5,5,6,6,7,NA,71981,8,33,1,1,2,"c(""peculiar"", ""jubilant"", ""perfectionist"", ""resolvable"", ""peaceful"")"
"1198","C110O","Finance","Z4040W",5,3,7,6,7,3,4,48934,0,50,1,1,2,"c(""unequaled"", ""lucky"", ""important"", ""glad"", ""creative"")"
"1199","U527H","R&D","X8503X",4,2,5,5,6,3,3,109740,2,32,2,3,1,"c(""courteous"", ""foolproof"", ""excellent"", ""honorary"", ""careful"")"
"1200","W645X","Ethics","V5401Z",3,3,5,4,5,4,4,86013,5,32,2,3,2,"c(""okay"", ""brisk"", ""graceful"", ""neat"", ""best"")"
"1201","A248T","R&D","W6837Y",1,5,2,2,2,6,6,84452,1,35,2,3,2,"c(""jaunty"", ""careful"", ""achievable"", ""buoyant"", ""hopeful"")"
"1202","Y490B","Ethics","V1748V",5,5,7,6,6,6,7,92518,7,54,2,3,2,"c(""blissful"", ""ready"", ""joyful"", ""freethinking"", ""vital"")"
"1203","D561B","R&D","X2508W",3,1,4,4,4,3,2,68617,10,50,2,1,1,"c(""spirited"", ""truer"", ""desirous"", ""braver"", ""supreme"")"
"1204","F326P","R&D","X8503X",1,2,2,2,3,3,3,49313,4,23,1,1,2,"c(""virtuosity"", ""peaceful"", ""giggly"", ""gorgeous"", ""warm"")"
"1205","J165O","Ethics","W4935V",5,5,7,7,6,6,7,52767,7,31,1,1,2,"c(""blameless"", ""worshipful"", ""fresh"", ""wealthier"", ""charming"")"
"1206","H801H","Health","X3361V",2,2,3,4,3,4,3,45789,5,49,1,1,2,"c(""respective"", ""magnificent"", ""handsomest"", ""enjoyable"", ""romance"")"
"1207","Q255O","R&D","V4859W",5,5,7,6,6,6,NA,83993,2,33,2,3,1,"c(""scrumptious"", ""forgiving"", ""liveliest"", ""prosperous"", ""nicest"")"
"1208","G103K","Finance","Z5080X",4,2,6,6,5,4,3,53167,2,23,2,1,1,"c(""riskless"", ""gentlest"", ""like"", ""affectional"", ""hardy"")"
"1209","C540C","Health","X3361V",5,5,7,7,7,6,NA,56927,6,31,1,2,2,"c(""endorsed"", ""united"", ""honorable"", ""amoristic"", ""elegant"")"
"1210","S431F","Finance","Z5440X",5,4,6,6,7,6,5,51766,4,35,1,1,2,"c(""freehand"", ""terrorless"", ""beaut"", ""supremacist"", ""irresistible"")"
"1211","O505X","R&D","V4859W",5,4,6,6,7,6,NA,74009,10,24,1,1,2,"c(""valued"", ""peculiar"", ""supreme"", ""splendorous"", ""excitant"")"
"1212","C451D","R&D","V4203Y",1,3,3,3,3,4,5,46649,1,35,1,1,2,"c(""ecstatic"", ""stealthiest"", ""generous"", ""wonderful"", ""feeling"")"
"1213","J829Z","Finance","Z5080X",5,5,7,7,7,6,NA,57879,7,53,1,2,2,"c(""faultless"", ""pressureless"", ""merriest"", ""joyful"", ""magnific"")"
"1214","V121N","Health","X3361V",1,2,2,2,3,4,3,112922,4,33,1,3,2,"c(""exultant"", ""natural"", ""grand"", ""thrilling"", ""self-confident"")"
"1215","J981T","Finance","V1626X",2,2,4,3,5,4,3,88992,4,37,2,3,2,"c(""salient"", ""fervent"", ""sympathetic"", ""super"", ""thoughtful"")"
"1216","Z687Z","Finance","Z5080X",4,1,5,5,6,2,3,67301,8,46,1,1,2,"c(""painless"", ""intellectual"", ""stealthiest"", ""sunniest"", ""worshipful"")"
"1217","Y391U","Finance","Z5440X",2,5,4,3,4,6,6,51313,5,36,1,1,2,"c(""amusing"", ""celebrated"", ""wise"", ""alive"", ""peculiar"")"
"1218","N577J","R&D","V4203Y",3,3,4,5,5,4,5,58065,7,32,2,2,2,"c(""super"", ""cool"", ""funnier"", ""immortal"", ""dynamistic"")"
"1219","E832V","R&D","X2508W",2,5,3,3,4,7,7,57618,7,29,2,2,1,"c(""honorary"", ""accomplished"", ""jubilant"", ""trusting"", ""prettier"")"
"1220","Q618X","DSI","I511L",2,4,3,4,4,5,3,53429,0,31,1,2,2,"c(""grave"", ""neurotic"", ""terrible"", ""unhealthy"", ""lunatic"")"
"1221","Q202U","Finance","Z4040W",4,1,5,6,5,2,3,79123,1,27,2,3,1,"c(""comfortable"", ""splendrous"", ""wellborn"", ""comprehensive"", ""freehand"")"
"1222","J716P","DSI","Y7924Z",3,5,5,4,5,7,6,140748,5,37,1,3,1,"c(""wealthiest"", ""secure"", ""champertous"", ""adventurous"", ""vigilant"")"
