"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age"
"1095","C340N","Finance","W7052V",2,3,3,5,3,5,5,96375,7,30
"1096","J626Q","R&D","X8503X",1,4,3,3,2,6,5,50466,5,35
"1097","Z781Z","Health","V3988Z",2,5,3,3,4,7,NA,82751,10,22
"1098","G836H","Health","Y9874X",2,4,3,4,4,5,6,165356,8,44
"1099","A583U","R&D","V4859W",1,3,3,2,3,4,5,53667,3,49
"1100","H208W","DSI","Y7924Z",4,4,4,6,5,6,NA,50220,6,43
"1101","B675I","R&D","X2508W",1,1,3,3,2,2,3,70418,10,54
"1102","S642K","Health","Y9874X",3,4,4,4,5,6,6,113841,9,29
"1103","F475P","R&D","V4859W",2,4,3,4,4,5,6,47914,4,24
"1104","V933R","R&D","X2508W",3,4,4,4,5,5,5,102462,5,23
"1105","X632O","Finance","V1626X",2,3,3,4,2,5,4,52488,2,43
"1106","S790K","DSI","Y7924Z",2,5,3,3,4,6,6,58868,4,47
"1107","O662F","Finance","Z4040W",2,4,3,3,4,6,6,167640,8,24
"1108","P787R","DSI","Y7924Z",5,4,7,7,6,5,5,80657,9,53
"1109","E194F","Finance","Z5440X",5,3,6,7,7,4,4,146609,8,54
"1110","X767S","Finance","Z4040W",2,4,4,4,3,5,6,45723,1,46
"1111","J666Q","Finance","Z5080X",2,3,4,4,4,4,5,85812,8,26
"1112","Z344N","Finance","Z4040W",4,4,5,5,6,5,6,66044,8,22
"1113","H573A","R&D","W6837Y",5,1,7,7,6,2,2,58879,2,42
"1114","E510E","Finance","Z5440X",2,2,3,3,3,3,3,76501,0,27
"1115","Q572M","Health","V3988Z",5,4,6,6,7,5,6,59689,2,29
"1116","D857E","R&D","X2508W",4,3,6,5,6,4,5,49673,7,55
"1117","P115L","Finance","Z4040W",4,3,5,6,5,4,5,119957,5,36
"1118","D977B","Finance","V1626X",5,5,6,7,6,6,6,53443,4,32
"1119","C656L","Finance","Z5080X",3,5,4,4,5,6,7,65898,3,22
"1120","K203C","Finance","W7052V",3,1,4,5,5,3,2,55326,7,37
"1121","S725Y","Finance","W7052V",4,2,6,5,5,4,4,53562,6,51
"1122","U162J","Health","V3988Z",2,3,4,4,3,4,4,49550,4,36
"1123","R715E","Finance","W7052V",5,2,6,6,7,3,4,100288,2,53
"1124","I281W","Health","X3361V",3,3,5,4,3,6,5,123286,3,39
"1125","S772F","R&D","X8503X",1,3,2,1,2,6,4,150983,8,47
"1126","Z515S","R&D","W6837Y",4,4,6,6,7,5,6,45275,3,50
"1127","Z374X","R&D","X2508W",1,2,3,3,2,3,4,49459,0,46
"1128","L524Q","Finance","Z4040W",4,1,5,6,5,3,3,58581,0,47
"1129","S999X","Health","Y9874X",3,1,4,3,5,3,3,76728,9,46
"1130","N364A","DSI","I511L",2,3,4,3,4,4,2,54895,6,54
"1131","O974A","Health","X3361V",5,4,7,6,6,6,5,145066,3,50
"1132","E183N","Finance","V1626X",1,2,3,2,3,4,3,101382,2,27
"1133","W449B","Ethics","W4935V",3,5,5,5,5,6,6,48608,6,24
"1134","W575H","Finance","Z5440X",4,2,6,5,5,4,3,47279,1,32
"1135","B818D","Ethics","V5401Z",3,5,5,5,5,6,6,51446,1,53
"1136","U835A","Finance","Z5440X",4,4,6,5,5,5,5,146445,5,49
"1137","Z637U","Ethics","V5401Z",1,2,3,2,2,2,3,51320,6,37
"1138","J471C","Ethics","V1748V",4,4,5,5,5,6,5,70214,1,42
"1139","L725G","Finance","Z5080X",2,2,3,4,4,3,4,57691,6,33
"1140","F667X","Finance","V1626X",2,3,3,4,3,4,4,54310,3,40
"1141","S549D","Health","X3361V",2,1,4,4,4,3,3,52699,5,54
"1142","H463H","Health","X3361V",3,4,4,4,4,5,6,45802,4,31
"1143","H375C","Finance","Z4040W",5,3,7,7,7,5,5,58938,3,32
"1144","F381L","R&D","X2508W",5,3,6,7,6,4,5,96418,1,30
"1145","T815N","DSI","Y7924Z",1,3,2,3,2,3,5,45459,0,47
"1146","M559Y","Finance","W7052V",5,1,6,6,7,2,3,104295,4,50
"1147","R142C","R&D","V4203Y",5,2,7,6,7,3,3,53132,2,49
"1148","B751D","Finance","Z5080X",3,1,5,6,4,3,3,62173,6,32
"1149","F623T","R&D","X2508W",1,4,2,3,3,6,6,136710,10,51
"1150","U733E","Ethics","V5401Z",5,4,7,6,7,5,NA,50606,0,25
"1151","Q594E","Finance","W7052V",2,2,3,3,3,3,4,54987,2,27
"1152","R678Z","Finance","Z4040W",5,3,5,7,7,4,4,47931,1,43
"1153","B675U","DSI","Y7924Z",1,5,2,4,2,7,5,49767,6,22
"1154","Z285A","R&D","W6837Y",1,3,2,2,3,4,4,86568,10,39
"1155","Q658H","R&D","V4203Y",3,3,4,4,4,4,5,70814,0,52
"1156","I972K","Finance","Z4040W",4,1,5,5,5,3,3,77852,7,31
"1157","F939B","DSI","Y7924Z",3,3,5,5,4,6,5,65344,10,29
"1158","H458A","Finance","Z5440X",2,4,3,3,5,6,6,105812,4,54
"1159","F318I","R&D","V4859W",3,3,5,5,5,5,4,56499,4,37
"1160","U941Q","R&D","X2508W",4,4,5,6,6,6,6,69323,8,22
"1161","R990J","R&D","V4859W",1,3,2,3,3,5,5,75446,8,41
"1162","F211T","Finance","Z5080X",5,1,6,6,7,2,3,132404,8,38
"1163","Q732N","Ethics","V1748V",2,1,3,3,4,3,2,53688,3,31
"1164","T344I","Finance","W7052V",1,4,2,3,3,6,6,73036,7,26
"1165","E747L","R&D","X8503X",1,2,3,3,2,3,3,50382,2,48
"1166","Z985L","R&D","V4859W",4,5,6,5,6,6,NA,46948,5,25
"1167","F802A","R&D","X8503X",2,4,4,4,3,6,NA,47168,1,33
"1168","N433U","Finance","W7052V",4,2,6,6,6,3,4,72043,10,38
"1169","Q963I","R&D","X8503X",4,2,5,5,6,4,NA,65278,8,48
"1170","Q144N","DSI","I511L",2,4,4,4,4,5,3,54674,1,48
"1171","W213Z","Finance","Z5080X",2,3,4,3,4,4,5,51870,1,51
"1172","C567X","DSI","Y7924Z",5,5,7,7,7,7,6,49310,2,23
"1173","S215V","R&D","V4859W",2,1,4,3,4,2,2,146424,8,45
"1174","N901E","R&D","X8503X",4,3,6,6,5,5,4,54602,3,48
"1175","N988U","Health","X3361V",2,5,4,4,3,7,7,61265,10,55
"1176","N791A","Finance","W7052V",2,5,4,4,3,6,6,51534,4,25
"1177","D568T","DSI","Y7924Z",3,5,4,5,5,6,6,54551,7,29
"1178","H826R","R&D","X2508W",2,1,4,3,3,3,2,81600,8,45
"1179","X306J","Ethics","V5401Z",1,2,2,2,2,3,4,50223,2,36
"1180","Q738F","Ethics","W4935V",3,1,5,4,5,2,2,53311,0,52
"1181","D743O","Finance","Z5440X",5,5,7,6,6,6,7,111278,6,50
"1182","W472K","Ethics","V1748V",3,5,5,4,5,6,6,113820,4,33
"1183","P242W","Health","V3988Z",1,5,2,2,2,6,7,45337,0,33
"1184","N202M","Finance","Z5440X",3,4,5,5,5,5,5,76153,10,50
"1185","V574E","R&D","X8503X",5,2,6,7,7,4,4,119299,0,37
"1186","S481J","Health","Y9874X",1,3,3,3,3,5,4,137129,5,41
"1187","J749N","Health","Y9874X",4,1,5,4,6,3,3,127659,4,34
"1188","V903G","R&D","X8503X",2,2,4,3,3,4,3,45746,4,49
"1189","M518G","R&D","V4203Y",4,1,6,5,5,3,2,59210,7,24
"1190","R136V","Health","Y9874X",2,4,4,3,4,5,5,143115,8,22
"1191","T997V","R&D","V4203Y",4,2,6,5,5,4,3,48632,0,37
"1192","G137I","R&D","W6837Y",4,5,6,5,6,7,7,132730,9,30
"1193","R164O","Finance","W7052V",5,1,7,7,7,3,2,54709,4,31
"1194","C260T","Finance","Z4040W",1,3,2,2,2,5,5,57736,3,46
"1195","S607Q","R&D","V4859W",5,3,7,6,7,4,4,111201,9,32
"1196","W755K","R&D","X8503X",2,5,3,4,3,7,7,48175,0,30
"1197","T101E","Finance","Z4040W",4,5,5,6,6,7,NA,71981,8,33
"1198","C110O","Finance","Z4040W",5,3,7,6,7,3,4,48934,0,50
"1199","U527H","R&D","X8503X",4,2,5,5,6,3,3,109740,2,32
"1200","W645X","Ethics","V5401Z",3,3,5,4,5,4,4,86013,5,32
"1201","A248T","R&D","W6837Y",1,5,2,2,2,6,6,84452,1,35
"1202","Y490B","Ethics","V1748V",5,5,7,6,6,6,7,92518,7,54
"1203","D561B","R&D","X2508W",3,1,4,4,4,3,2,68617,10,50
"1204","F326P","R&D","X8503X",1,2,2,2,3,3,3,49313,4,23
"1205","J165O","Ethics","W4935V",5,5,7,7,6,6,7,52767,7,31
"1206","H801H","Health","X3361V",2,2,3,4,3,4,3,45789,5,49
"1207","Q255O","R&D","V4859W",5,5,7,6,6,6,NA,83993,2,33
"1208","G103K","Finance","Z5080X",4,2,6,6,5,4,3,53167,2,23
"1209","C540C","Health","X3361V",5,5,7,7,7,6,NA,56927,6,31
"1210","S431F","Finance","Z5440X",5,4,6,6,7,6,5,51766,4,35
"1211","O505X","R&D","V4859W",5,4,6,6,7,6,NA,74009,10,24
"1212","C451D","R&D","V4203Y",1,3,3,3,3,4,5,46649,1,35
"1213","J829Z","Finance","Z5080X",5,5,7,7,7,6,NA,57879,7,53
"1214","V121N","Health","X3361V",1,2,2,2,3,4,3,112922,4,33
"1215","J981T","Finance","V1626X",2,2,4,3,5,4,3,88992,4,37
"1216","Z687Z","Finance","Z5080X",4,1,5,5,6,2,3,67301,8,46
"1217","Y391U","Finance","Z5440X",2,5,4,3,4,6,6,51313,5,36
"1218","N577J","R&D","V4203Y",3,3,4,5,5,4,5,58065,7,32
"1219","E832V","R&D","X2508W",2,5,3,3,4,7,7,57618,7,29
"1220","Q618X","DSI","I511L",2,4,3,4,4,5,3,53429,0,31
"1221","Q202U","Finance","Z4040W",4,1,5,6,5,2,3,79123,1,27
"1222","J716P","DSI","Y7924Z",3,5,5,4,5,7,6,140748,5,37
"1223","L139A","Health","Y9874X",2,3,4,4,3,4,4,160814,9,37
"1224","J504V","R&D","W6837Y",5,4,7,6,7,6,6,167244,10,40
"1225","D633K","R&D","V4859W",3,4,4,5,4,5,5,80891,6,37
"1226","P414I","R&D","V4859W",2,1,4,4,4,3,2,53056,6,28
"1227","S271O","Finance","Z4040W",5,5,7,6,6,7,7,46619,5,44
"1228","U571P","DSI","Y7924Z",1,2,2,3,3,4,3,114150,3,47
"1229","G821L","R&D","W6837Y",2,4,3,4,4,6,NA,47832,3,43
"1230","U221Q","Health","X3361V",5,4,7,7,7,6,NA,50428,0,23
"1231","T348Z","Ethics","W4935V",1,5,4,2,2,7,7,139447,1,39
"1232","M628Q","Health","Y9874X",5,5,6,6,7,6,7,92701,4,29
"1233","K926I","Finance","W7052V",5,5,6,5,6,6,NA,48832,0,40
"1234","G660F","Finance","Z4040W",2,2,4,3,3,3,2,47778,1,50
"1235","F878H","Finance","Z5440X",5,1,7,6,7,3,3,76870,9,37
"1236","E436I","R&D","V4859W",1,5,2,3,2,6,7,165689,8,28
"1237","N189H","Health","Y9874X",4,5,6,6,5,6,7,59433,4,40
"1238","N745S","Finance","Z5080X",3,2,4,4,4,4,3,76212,10,48
"1239","S379S","Finance","W7052V",4,3,6,5,5,4,NA,46749,4,51
"1240","P965O","Finance","Z4040W",2,3,4,4,5,5,5,98500,0,55
"1241","B311T","Finance","Z5080X",4,5,6,5,6,7,6,56348,0,51
"1242","S131R","R&D","W6837Y",2,2,3,3,3,4,4,143777,9,46
"1243","N295O","R&D","V4859W",5,5,6,6,6,6,6,108513,0,52
"1244","F709T","Ethics","V1748V",4,4,5,5,5,5,6,57150,2,53
"1245","V369E","Finance","Z4040W",1,4,2,3,2,5,5,51191,7,38
"1246","X996U","Ethics","V5401Z",4,1,4,5,6,2,NA,54540,5,53
"1247","X169W","Finance","Z5440X",5,5,6,6,6,7,7,57202,1,41
"1248","C194M","Finance","V1626X",1,3,3,3,3,5,4,51967,4,51
"1249","P517U","Ethics","W4935V",3,1,4,4,4,3,2,54050,2,54
"1250","J634E","R&D","W6837Y",4,4,6,6,6,5,6,53199,3,26
"1251","M656L","Finance","Z5080X",4,3,6,5,5,5,5,68622,9,30
"1252","L217H","Finance","Z4040W",5,2,6,6,6,4,4,65369,8,40
"1253","A117X","Ethics","W4935V",1,1,3,2,3,2,2,80579,1,54
"1254","F569E","Finance","Z5080X",4,1,6,5,6,3,3,101250,7,33
"1255","J172N","R&D","V4203Y",1,2,2,3,2,5,4,56403,4,29
"1256","G769W","Finance","Z4040W",2,3,4,3,3,4,3,147934,2,39
"1257","B356C","DSI","Y7924Z",1,3,2,3,2,4,5,65707,6,38
"1258","D871Q","Finance","Z5440X",5,2,7,6,7,3,3,70365,6,34
"1259","L271M","Finance","V1626X",4,5,5,6,6,7,NA,54512,5,35
"1260","S900E","Finance","Z5080X",2,4,3,4,3,6,5,54358,0,44
"1261","U136H","R&D","X8503X",4,1,5,5,5,4,3,54702,6,38
"1262","Y948E","R&D","W6837Y",2,3,3,4,3,5,4,57540,5,51
"1263","G833F","Finance","W7052V",2,3,3,4,3,5,5,162504,10,44
"1264","S838X","R&D","W6837Y",5,5,6,6,6,6,7,55916,7,35
"1265","U684X","Health","V3988Z",1,4,3,2,3,5,6,75533,10,52
"1266","A609Z","R&D","V4203Y",5,2,7,7,7,3,3,105538,7,31
"1267","O673Q","R&D","X8503X",5,2,7,7,7,4,3,117968,3,28
"1268","E145E","R&D","X2508W",2,4,4,4,3,5,5,46047,3,42
"1269","X328D","R&D","X2508W",4,5,5,7,6,7,NA,120392,4,51
"1270","B293R","Finance","Z4040W",5,2,7,5,6,4,3,45450,3,41
"1271","F378E","DSI","Y7924Z",1,2,3,1,2,3,4,128790,1,48
"1272","W320L","Finance","Z5080X",3,3,4,5,5,4,4,77412,8,36
"1273","W469W","Health","Y9874X",5,5,6,6,7,7,NA,53329,4,45
"1274","V789O","Health","Y9874X",1,1,2,2,2,3,2,73979,3,46
"1275","P756S","DSI","I511L",5,5,7,7,6,6,NA,80017,10,41
"1276","P782Y","Finance","Z5440X",5,2,6,6,7,4,NA,71559,9,43
"1277","X214U","Health","X3361V",5,2,7,6,6,4,2,59173,0,27
"1278","K996K","Ethics","V5401Z",5,3,6,7,6,5,5,167799,8,53
"1279","A416E","Finance","Z5440X",5,2,6,7,7,4,4,47845,7,27
"1280","W885T","DSI","Y7924Z",5,2,6,7,7,4,4,73963,8,36
"1281","M929L","Finance","V1626X",3,3,4,4,4,4,5,57712,4,41
"1282","I807F","Health","X3361V",4,1,5,6,5,1,NA,53153,1,48
"1283","O947A","Finance","V1626X",5,1,7,7,6,2,2,73997,8,48
"1284","O950J","Health","X3361V",3,2,4,4,5,3,3,50074,7,55
"1285","I723O","R&D","W6837Y",5,3,7,7,7,5,6,56176,0,40
"1286","E367C","Finance","V1626X",2,5,3,4,4,6,6,50213,2,38
"1287","Z392I","R&D","W6837Y",1,1,3,2,3,2,3,56132,0,39
"1288","N930Y","Finance","V1626X",2,2,4,3,3,4,4,78958,9,45
"1289","M170Q","Finance","Z5080X",1,3,2,3,2,3,4,104256,2,46
"1290","X477B","R&D","X8503X",2,4,4,3,4,5,6,124543,8,52
"1291","H227U","Ethics","W4935V",3,2,5,4,5,4,2,48295,5,30
"1292","Y799F","Health","X3361V",5,4,6,7,6,5,NA,79374,0,39
"1293","C911E","Ethics","V1748V",1,1,3,2,2,2,3,54312,7,47
"1294","X654C","Health","Y9874X",1,3,2,3,2,4,4,123809,6,28
"1295","B265S","Health","V3988Z",2,1,4,4,3,2,3,64223,8,35
"1296","W133T","R&D","X8503X",4,5,5,5,6,7,7,109352,6,37
"1297","A161R","Finance","W7052V",5,4,6,6,7,6,NA,71252,8,35
"1298","U450S","Finance","Z4040W",2,2,3,3,3,4,4,72753,8,51
"1299","R755E","R&D","V4203Y",1,5,3,3,3,7,6,57008,3,50
"1300","K172N","Finance","Z4040W",3,5,5,5,5,7,6,76245,6,42
"1301","R997T","Ethics","W4935V",5,4,7,6,6,6,NA,135756,9,46
"1302","H497R","Health","Y9874X",2,2,3,4,3,4,3,146200,0,39
"1303","F794A","R&D","V4859W",2,4,4,3,4,6,5,80658,8,49
"1304","Q681O","Ethics","V1748V",1,5,3,2,1,6,6,66774,5,34
"1305","H194I","Finance","Z4040W",1,3,3,4,2,5,4,73268,0,27
"1306","R481E","R&D","V4859W",2,4,3,4,3,7,5,118210,1,29
"1307","C450D","Health","V3988Z",3,3,4,4,4,5,4,67174,1,39
"1308","C926M","R&D","W6837Y",5,3,6,6,7,5,NA,53414,5,29
"1309","V378W","Finance","Z5080X",2,4,3,3,3,5,6,76577,9,41
"1310","N454C","Health","X3361V",5,5,7,6,6,7,NA,52414,0,44
"1311","B762I","DSI","Y7924Z",2,5,3,4,3,6,7,49522,1,32
"1312","F420U","Finance","W7052V",4,3,6,5,6,4,NA,54465,0,36
"1313","B102F","Finance","Z5440X",2,1,3,4,4,3,3,52666,6,27
"1314","X637N","Finance","Z5440X",5,5,6,6,7,6,6,50112,3,54
"1315","Z172D","R&D","V4203Y",4,1,6,6,6,3,3,58237,0,54
"1316","E905A","Ethics","W4935V",2,1,3,4,4,3,2,54646,7,23
"1317","V795Y","Finance","V1626X",3,3,5,5,4,5,5,55752,0,29
"1318","V146F","Finance","Z5080X",3,2,5,4,4,4,4,135446,6,38
"1319","R683O","Finance","W7052V",5,4,7,7,6,6,6,71797,10,32
"1320","W776V","DSI","Y7924Z",4,4,5,6,6,5,5,137417,10,49
"1321","E858J","R&D","V4859W",1,4,2,2,2,6,6,51514,2,27
"1322","T616X","R&D","X8503X",3,3,4,5,4,4,5,58639,3,22
"1323","Y952N","DSI","Y7924Z",3,4,5,5,5,6,6,117345,1,45
"1324","W359Q","Ethics","V5401Z",4,3,6,5,6,5,5,56696,2,32
"1325","H154R","R&D","X8503X",1,3,3,2,4,5,4,74321,3,53
"1326","L388A","Health","X3361V",3,5,6,5,5,7,7,62765,9,28
"1327","P672U","Ethics","W4935V",2,3,3,5,3,5,5,68722,8,33
"1328","A635R","Finance","Z5080X",1,5,2,3,2,7,7,47711,3,31
"1329","W956F","Finance","V1626X",2,2,3,3,4,4,NA,58807,6,24
"1330","U108Z","Ethics","W4935V",2,5,4,3,3,7,NA,143835,8,31
"1331","X952F","R&D","V4203Y",1,3,2,2,2,4,5,133581,0,52
"1332","W192D","R&D","X2508W",4,3,5,6,6,5,5,54511,5,35
"1333","X603T","R&D","V4203Y",2,2,3,3,4,4,3,80940,9,51
"1334","Z317F","Ethics","V1748V",4,4,5,5,6,6,NA,73812,10,26
"1335","M309R","R&D","X8503X",1,3,3,3,2,4,NA,71824,1,45
"1336","D677S","Finance","W7052V",1,2,2,2,2,4,4,58118,7,28
"1337","C325V","Finance","Z4040W",2,2,3,3,4,4,3,54192,4,39
"1338","C435W","R&D","X2508W",1,2,3,2,3,3,4,65091,8,49
"1339","K232F","Finance","Z5080X",4,3,5,5,4,4,4,82985,10,50
"1340","C962F","DSI","Y7924Z",3,3,5,4,4,5,4,144871,9,38
"1341","Y105P","DSI","Y7924Z",3,5,4,5,5,7,7,54193,0,48
"1342","O294F","Ethics","V5401Z",2,1,4,4,3,2,3,60603,3,55
"1343","G770R","R&D","X8503X",5,3,6,7,6,4,4,58024,4,54
"1344","H813M","Ethics","V1748V",3,4,4,5,4,6,6,72465,3,26
"1345","S851T","Finance","V1626X",3,5,4,4,4,6,NA,74361,1,23
"1346","V878C","Finance","W7052V",2,3,3,3,4,5,4,58012,7,31
"1347","T140C","Ethics","V1748V",3,1,4,5,5,2,2,53667,5,33
"1348","Z797N","Finance","V1626X",1,2,2,2,3,4,3,57652,1,38
"1349","N185M","Finance","Z4040W",2,1,4,3,3,3,2,121651,10,25
"1350","U415Y","Ethics","W4935V",2,3,3,3,3,5,5,68786,10,25
"1351","R940B","Finance","Z5080X",2,4,4,3,4,5,5,46226,0,33
"1352","J657D","Finance","Z5080X",3,3,5,4,5,5,4,54520,4,23
"1353","W522D","R&D","V4859W",2,5,4,3,4,7,7,55124,7,35
"1354","O504T","Health","V3988Z",2,3,3,4,3,4,4,146439,3,31
"1355","N106J","DSI","Y7924Z",3,5,5,4,5,7,6,54879,1,44
"1356","W518A","Ethics","V5401Z",2,4,4,3,3,5,5,90495,0,55
"1357","H701A","R&D","V4859W",2,2,3,3,4,5,3,58737,7,39
"1358","T738U","R&D","V4203Y",2,1,4,3,4,3,2,54105,0,34
"1359","W995Y","R&D","X2508W",2,3,3,4,4,4,5,76949,8,23
"1360","R200Y","Finance","Z5440X",3,1,5,4,5,2,2,138650,2,28
"1361","I896E","Finance","Z4040W",3,3,4,4,4,4,5,94545,6,55
"1362","J203P","Finance","Z5080X",2,4,3,4,4,5,6,96772,10,24
"1363","X842G","R&D","W6837Y",4,2,6,6,5,4,4,80525,9,45
"1364","D148J","Ethics","V5401Z",5,1,7,6,7,3,3,69224,10,22
"1365","S348B","Finance","Z5080X",2,2,4,3,3,4,3,66934,8,28
"1366","L953G","Finance","Z5080X",3,3,5,4,5,4,3,81690,8,22
"1367","V519N","Health","V3988Z",3,5,4,4,5,6,7,79339,8,40
"1368","P785Z","Finance","V1626X",4,4,5,6,6,6,5,139111,5,26
"1369","S370A","R&D","V4859W",1,5,2,3,2,7,7,49148,0,25
"1370","H731F","Health","V3988Z",5,3,7,7,6,5,5,58366,5,37
"1371","K836H","R&D","V4859W",5,3,7,6,6,4,4,52639,2,42
"1372","N875K","R&D","X2508W",4,5,6,5,5,7,NA,47206,0,42
"1373","J802D","Health","V3988Z",3,3,4,5,4,5,6,64660,10,46
"1374","B406J","Health","X3361V",1,4,2,2,3,6,6,56999,6,41
"1375","R506X","R&D","X8503X",2,4,3,4,3,5,5,123770,2,24
"1376","F938C","Finance","Z5080X",2,1,4,4,3,2,3,49302,6,32
"1377","T787O","R&D","X2508W",5,2,6,6,7,4,3,51375,2,36
"1378","E106F","Ethics","V1748V",1,5,2,2,2,7,7,73937,9,33
"1379","O978D","Health","X3361V",2,5,4,3,3,7,NA,135214,7,40
"1380","V631O","Finance","Z4040W",3,3,5,4,5,5,5,83186,5,34
"1381","K611K","R&D","V4203Y",4,2,5,6,6,4,3,75993,9,34
"1382","P620S","R&D","V4859W",3,2,4,5,4,4,3,78113,9,48
"1383","J499O","R&D","X8503X",5,4,7,7,7,6,NA,52456,6,32
"1384","Y531L","R&D","W6837Y",5,3,7,7,7,5,5,66442,10,42
