"X","review","id"
1152,"Great support teamWorking in the fieldVariety of clients Working practices poorNot practicing good HRWork life balance not acknowledged Listen to your staffPractice what you preach","D913S"
1153,"If you want to work in Management Consulting at a company that delivers high class, high impact work and respects private life then REDACTED is a great place for you. The management recognizes the stresses (travel, long hours, stress) that you face as a consultant and tries to mitigate these where possible. This is reflected in the high employee retention rate. The company tries to develop people instead of burning them out.Offers great flexibility for personal development and room to grow. You will usually get client exposure and responsibility fairly quickly and you also have very knowledgeable mentors by your side for guidance.The atmosphere within the company is great. People are very helpful, collaborative and that was a key aspect I really valued during my whole time there. They use company events to foster this culture (regular team dinners, ski trips,Â<U+0085>) and bring people together. Depending on the project, the industry might not be as glamorous but you usually work on projects that have immediate P&L relevance and high priority for the management.The brand name is not as recognized globally as others are.There is less flexibility to influence the industry you are working in. You are assigned to projects given your previous expertise and have not that many opportunities to dive into an industry of your choice. Keep fostering the Syn-Culture. Give people the chance to explore different industries so that they can identify a good fit for them. Stick to a transparent employee promotion/feedback system.","D100F"
1154,"No Pros at all, don't go for it Completely a fraud Organization, just know how to abduct money from innocent people, said they are giving us free training online, after one year they are harassing us by collections Agency and Lawyers, they are calling repeatedly for $3000. Don't go for this Organization, no one is picking up the phone when I am calling them.. very cheap.. dirty.. no morals organization NA","S182Z"
1155,"very good ocmpany and I loved it to work for it was great super great the challegnes i faced consisted of poor managemtn and people there were not friendly NA","U578V"
1156,"Good down-to-earth people. They try their best to make sure you enjoy your job. Some events go late/take up weekends but the good thing is you can balance out your hours during the week. NA","J868H"
1157,"Small office (somewhere in Europe), with clever consultantsSupport is there when needed (for my case) Opportunities becomes smaller & smaller (No Business development ?)Every admin work is slowly outsourced to India (Effort logging, expense, etc) with more bureaucratic work as a result. With all respect, the team in india is not that reachable for support with lack of experience in their field (First line = Juniors ?)REDACTED Limited is totally different in handling consultants (they prefer burning hours , than customer satisfaction). Treat the consulting team with dignity and get them rewarded","F189Y"
1158,"Great place to work. Management making solid effort to continuously improve the employee experience. Client locations are diverse, and it isn't frequent that we get to interact with different people from around the organization. NA","F882B"
1159,"Friendly surrounding area from bottom to top. Transfer problem from one city to other. This company is very good, i cant give any advice.","C320E"
1160,"Flexible with work hours, great work environment, amazing work-life balance No cons at this moment NA","P681Q"
1161,"Good learning opportunities - a mixture of strategy and banking technology projectsSmart people to work with and very collaborative environment Lack of structure sometimes and unplanned NA","I237I"
1162,"Great parking, family environment in the break room. No bathroom breaks. Very strict tardiness policy. Hire good lawyers.","U733W"
1163,"Bonuses if your new leases vs guest cards are at high levels. Company events are fun and they give out awards for productivity. Several training classes online Company and higher ups are good. I just had personal problems with doing my manager's work when she often didn't feel like coming in and didn't get the pay or recognition for it. NA","V826G"
1164,"Loads of great experiences, nice colleagues, exciting projects! A very positive experience! I dont have anything to mention here! Great job!","A612J"
1165,"environment is very good, the balance between work and life is good free coffee, nice colleagues, good environment NA","W914T"
1166,"The people that I work with are phenomenal and I have made some really great friends. Not a lot of opportunity to expand my education. NA","E546T"
1167,"Great Comp/Benefits, Noteworthy Clients, Excellent Projects, Solid Career Opportunities. Work/Life Balance is challenging due to travel and high intensity projects. NA","Z160Y"
1168,"I am working in REDACTED from last 4+ years.Here I found excellent working environment, nice peers and superiors. Management always supports the employees to learn about the latest trends/technologies in the markets.Also there are opportunities to travel around the world for client projects. None that I can think off. Here I am getting chances to meet industry leaders .That itself is a great achievement for me.","Y549F"
1169,"Great place to grow and learn Not a lot of choice on projects None","C504M"
1170,"I have tried very hard to fill in this section, but unfortunately I am not able to come up with any pros about this company. The only good thing I can say is that REDACTED MANAGEMENT CONSULTING does have a fancy (fraudulent) company name and official website to attract (mislead) people to join the company. 1. THIS IS NOT A MANAGEMENT CONSULTING COMPANY. IT IS PURELY IT CONSULTING.2. The lowest pay you can ever find in the market compared to other IT consulting companies, not even to mention management consulting.3. Limited personal career development opportunities. Have no right to choose project. It totally depends on luck which project you will be assigned to.4. There is no structure in the company, no structured way to evaluate employees' performance, no transparency about salary increment and promotion criteria.5. The management does not listen to you. They do not care about your opinion, your concern, your feeling, especially your personal career development. Please do not use false advertisement to cheat people anymore. This is a terrible company.","S917P"
1171,"- Good Pay- Tracking of hours- Good working atmosphere- Cultural Transformation ongoingSee for yourself. This is a good comapny to work for. - Much politics- Limited and structured career pathsSee for yourself. This is a good comapny to work for. NA","V373C"
1172,"Make a lot of money in a short period of time if you are good at the job. Company slams the client with high fees with little or no good outcomes. They are infamous for hurting the small business owner by charging them a high up fee for 3 days of work by their analysts. However, once they send a consultant to the company they start racking up huge hourly fees that in reality have little to no benefit to the business. They harass the owners of the business until they get money out of them for bad business advice that they can't connect to any real savings or benefit to the business. If the business owner refuses to pay they will squat on the premises of the business and stalk the business owner until the business owner becomes so frustrated that they will put the charges on a credit card to get them off their property. As a sales person I realized that no matter how good I was at selling in the end I did not want to be involved with an organization such as this and their business practices. I also realized that it was a good old boys club that was more like a popularity contest and less like a performance based organization. If you don't kiss up you won't get good appointments. You will be sent to the Inside Sales Department and sent in circles to chase your tail. They will consider you an outcast if you start to complain based on your observations of reality. Once I realized they were full of it I just changed my phone number and cut off all contact with them and went out and got a better job with a company that does what they say they are going to do. And now I don't have to worry about a bad reputation on the internet killing my sales. Funny thing is that now I can help businesses that were once screwed over by this awful company because I have been on the inside and know what it is REALLY like. Don't go to work there if you are smart and don't work with them if you are a business owner reading this! Nothing can help you. You are criminals. You lost your law license for a reason. You don't respect women obviously and deserve the label you got when you had those women file a class action lawsuit against you and go on Oprah to complain. Your business is going to fail no matter how many times you change the name. You have damaged a whole industry of consultants that actually do good work and have to prove that they are NOT you. Sadly, you will never change and not take away anything good from this. But it's obvious you are going out of business since you had to fire so many people that have been with you for over 10-15 years. Those people will go to work at other companies and work against you no matter what flimsy peice of paper you made them sign. Ha!","B320P"
1173,"- Competitive salary with competitive annual increases- Friendly work environment - Projects may be much longer than the average consulting project- Long hours NA","H951R"
1174,"Immediate supervisors take care of employees.Benefits reduced in price this year. Management out of touch with lower level employees.Pay minimum required at all levels for each job position.No standard pay raise each year.Revised rating scheme for the last 2 years so they would not have to give pay raises. NA","N277M"
1175,"Great company - SMART core values I have nothing bad to say Keep up the company philosophy","G786Z"
1176,"Product Training.Challenging work environmentNumerous Employee benefits. No cons observed in my tenure.. Keep up the good work.","H194S"
1177,"Work from home , personal growth, pleasant co-workers , office space was nice, company lunches, holiday parties....ability to learn new tasks , office culture Unstable Management, excessive turnover, excessive use of outsourcing partners, nepotism, low pay, expectations of overtime all the time, Offer better salaries to employees in the United States.","U475O"
1178,"SMCI pays well, has a great work culture and treats both clients and consultants they way they should be treated. Our management goes above and beyond to do the right thing for anyone of our clients and consultants and internal employees none that I can think of. NA","D406A"
1179,"Train you to work under pressureTrain you to develop telephone communication skills Cold calling constantly everydayMinimum salaryPromise of commission and huge expectation with stories about this ONE guy who made 20K in a month, where is he in the company now?Both directors were convicted for fraud before, which make you doubt if you are selling wine stock that actually exists?High turnover: a new group of new young lack of experience graduate come in every week and a bunch of them quit every monthThe directors'lack of respect: Screaming at you in front of everyone, expecting you to stay over 1-2h overtime everyday and when you leave once on time they say they are disappointed.Directors cursing at employeesThe employees at the HR not knowing what they are doing.HR wanting to go against the law and not give a week notice of pay after employees have been let go.Directors criticising not only your work, but your clothes and everything is pretty superficial there Stop giving illusionTreat employees like human beingTry to follow the HR laws.","O110H"
1180,"It was a good place to learn about recruitment process Communicated with colleagues was difficult because of local language nothing","R259G"
1181,"Great team - wealth of knowledge in aviation - get to meet different cultures pay is good traveling constantly to ensure deals are met Great work environment exciting opportunities","T236C"
1182,"Great place to learn, great business exposure Long working hours, average compensation NA","W652A"
1183,"Very flexible, great job for full time students. Friendly and laid back work environment. Good networking opportunity through the professors you work with. Honestly there's aren't a whole bunch. During finals it gets a little hectic, lots of grade entering. Students can get frustrated at you for grades given. NA","H309K"
1184,"Awesome Company to start out a career with. Plenty of opportunity for training, certifications, and advancement. Amazing software exclusive to AMC. Awesome corporate events! Consistency with upper management. Tends to sort staff properties, increase responsibility. Too many gray areas in policy. But they are getting better! Hang in there, you are doing amazing things in the industry for your owners.","V222I"
1185,"Great place to gain insights, knowledge on various aspects of strategic consulting. Early client interaction & overall exposure. Work life balance, tight deadlines Trust & Empower employees","E751J"
1186,"good pay and benefits and long hours, no flexible working hours NA","Y184Z"
1187,"There are no pros to working for this company. Constant lies, never knowing if you'll have a job tomorrow or not, a complete lack of benefits, Higher ups who contractually forbid you from advancing within the company, higher ups who don't speak english. Run your business like a business, not as a method for stroking your egos.","B364U"
1188,"Nothing to say about this Company. Everything is fake and all of them are fraudsters. All wrong information, don't pay salary at all, 10hrs working, no benefits. They promise to pay huge salary, bonus and incentives. Infact, they don't pay at all. They are bankrupt still they wanted to cheat people by hiring. They are not genuine at all. They started the company to cheat and earn huge money.Any company who works with them will suffer.PLEASE DO NOT JOIN IN THIS COMPANY. Be carefulI don't want anyone else to suffer joining in this Company.No one can give positive review about this Company, if there are then it's fake? Hahaha joining in this Company itself is a big challenge. No proper communication and all of them are fraudsters. Do not play with the people in the market. Everyone has their family and commitments to take care.This is not the way to run the company by cheating people.","I359Q"
1189,"Quick growth, interaction with senior management at client level You are treated as slaveYou are supposed to be on the job 24*7*365Bosses think nothing wrong in asking you ""Why are you eating?"" at 11 PM when they jolly well know you haven't had anything to eat the whole dayYou are supposed to act as a chauffeur to senior managersManagement lies effortlessly to everyone: the clients, managers, employees..Employees are made to sign bonds amounting to 5000 USD; this is not communicated during interviews or even at joining... just a clause is inserted into your contract..There is no induction.. You are simply left to figure out things on your own No use","I889G"
1190,"Nice small business workplace atmosphere No potential career growth opportunities. NA","V109T"
1191,"Worked with some of the best people I ever worked with, numerous intelligent people, great work/life balance. There needst to be more opportunity for employee growth and more communication from upper management. NA","F877I"
1192,"Opportunities to be promotedSupportive cultureGood brand name clientsGood work life balance Training structure is poor - no standard training on toolsVery IT heavyNo real advisory away from IT Structure training for each career levelhave a longer term perspective and visionleverage relationships to start delivering more consulting opportunitiesMake sure new joiners understand the IT perspective","M543R"
1193,"Friendly ColleaguesFocus on After SalesCare about Work-Life Balance Unprofessional processesIntransparency of management decisionsLack of People Management/development skills of Top Management Invest into skills of employeesPut emphasis into people development","U634Z"
1194,"They ok and have great, cheap medical beneifts. Thus, they pay better than they use to because they cant find anyone with a skillset. However, now they are paying too much for people who cant do the job. Inflexible, rude, incompetent and unprofessional upper management, discrimination occurred on several occasions (several discriminating comments on age, pregnancy, gender and race).Upper management is a disgrace and not looking to make changes but keep old policies. DonÂ<U+0092>t know how to operate in Bay Area. They think because they are successful in Glendale that they know what they are doing in the Bay. Not sophisticated enough to be successful in SF. They need to outsource a company to help construct a course of action. Transforming the staff every couple of years is a good strategy. Upper management needs to take a look at themselves even if it doesnÂ<U+0092>t feel good.","F416S"
1195,"The diversity of clients has the potential to be suitably interesting for just about any employee. In terms of client management, the challenges are a great experience. All employees are treated fairly and equally. Internally the company suffers from poor communication and antique methods of information management. This can result in severe outward-facing missteps that are 100% avoidable. There are no opportunities for career development at this company. If you work here for 2 years or 20, you'll be in exactly the same spot. Management needs to modernize their internal client management process as well as their scheduling system.","D419I"
1196,"great company to work with, managers have friendly and open minded attitude, good pay, on time.the company is willing to expand and penetrate GCC region.managers are very experienced and i learnt alot of things from them. slow career progression, poor communication of company future strategies. I advice the managers to consider decreasing the gap between top management and the remaining staff.","W212C"
1197,"Well located and good amount of knowledge within the team The Visa issue- better training system needed NA","F153Q"
1198,"Diverse AreaBig CompanyIn the city REDACTED doesnt have any cons Work Hard","G104T"
1199,"Nice staff and professional consultants Firm supports the client, not the consultants. Need a different win-win approach.No incentives for great performance. NA","H789H"
1200,"Extremely bright people. The firm has exceptional individuals that operate at the cutting edge of healthcare. These consultants have developed some of the most advanced solutions in health system strategy, and there is an immense wealth of experience in hospital/physician alignment and strategy. If you are committed to understanding the business dynamics of the healthcare industry, few places will provide such a focused and rich experience. Management just seems determined to drive young people out of the firm.Its almost as if they are deliberately trying to discourage young talent from contributing to the firm's success. A few things that they just don't seem to get:- Most of the work can be done remotely, yet they insist on office presence for the sake of it. Everyone is expected to work nights and weekends, proving that the work can be done anywhere, yet people have to be in seats at certain times of the day in low energy office locations. Many of these are often in undesirable and difficult to access parts of the metropolitan area.- Virtually no transparency is given to the criteria for promotion.- Staff consultants have no quarterly or even annual financial incentives to perform above and beyond expectations. Management seems to be content with a docile workforce that slogs along trying to avoid negative feedback and that is the extend of their incentive structure.- Social interaction and energy levels within the office are lacking tremendously. Management has expected this to occur organically through affinity group development where groups organize around specific interest areas, but management invests little to actively cultivate this.- Adoption of technology is excruciatingly slow. Office instant messaging was adopted just as that technology became obsolete. Can you imagine if they implemented something like Slack? Don't bet on it. Put some serious effort into financially rewarding performance at all levels and not just the senior manager level.Invest in leading edge communication technologies even if there is some potential risk involved.Catch up with the times on remote working arrangements, and stop discouraging or shaming individuals who are more productive when they are not shackled to a desk.","O415R"
1201,"It is refreshing to work for a company that stands behind its employees and provides an environment that allows individuals to have a voice in the IT recruiting industry. They really make great effort to respect both client and candidates. The staff is very committed to providing a great experience to the end user of services. I have enjoyed working for this company and cant think of any thing to add here that would be worth listing. Keep doing what you are doing, in creating an environment that allows employees to feel empowered.","Z996B"
1202,"Learnt the deep knowledge about different type of businesses. almost all nature of business trevelling to client places. some are outside london. NA","Z373P"
1203,"Ok place to work. Hard to please management . Low pay Ok place to work. Lots of turnover . Low pay NA","D740T"
1204,"Very supportive and collaborative environment. Account managers and other recruiters are very willing to help whenever you have questions. The work life balance is great, being apart of a small company allows for you to make up time missed, and work around what is happening in your life. No cap on commission allows for you to be as successful as you would like to be and are given all the tools to do so. The company is also very goal oriented, so a goal oriented person can strive at RMC. Nothing stands out as a negative. The team and the company are growing so the normal growing pains are happening. However, this allows for you have your opinion and voice heard from day one. Continue to attract the talent that the company is able to attract.","A683Y"
1205,"Work Hard; play hard - this group requires work from its employees, but is willing to have fun when they can. Informational quarterly meetings are more than just a snooze fest of numbers. Employees are recognized by each other and their managers as part of the meeting (shout outs!). Employee events, some large and some small, are scheduled regularly (monthly). Small, but growing, company so benefit premiums are a bit high. 401K has long waiting period, but makes up for it since the company match is 100% vested as soon as you begin participation. One-on-one conversations are important - be sure to talk to your employees regularly. Helpful criticism is good, and a simple thank you goes a long way.","F712I"
1206,"The teams at REDACTED are fantastic. The culture is by far the best asset- it makes you love your job and respects each individual in unprecedented levels. The projects are very strategic, usually won from bids against other top firms, like Mckinsey and BCG. Salary is still getting competitive against other major management consulting firms.As it's relatively small in size, somethings are still on track, such as internationalization. Keep the amazing culture and method which creates an enormous impact on its teams - and mostly, on its clients.","J642Z"
1207,"REDACTED Management Consultants is a company that truly values their employees and helps them grow. They understand that people are the heart of their business and make every effort to help them however they can, whether it be finding opportunities to expand their careers or with personal matters. It's been a great experience working with them for the last year! I have nothing negative to say! NA","N175D"
1208,"Lots of energy and great school to work for. It can be very noisy at times but thats the nature of working in the city. none","H320C"
1209,"-Great people and an very diversified company-Very interesting projects -only 500 euro per month NA","F658W"
1210,"Open, friendly, Flexible, good benefit A lack of working process and infrastructure NA","E186Y"
1211,"there isn't one single thing I could say that would be considered a pro for this awful company. Worst company I've ever worked for. They won't be around for much longer. If you like to be micromanaged and belittled this is the place for you. move on with your lives, your company won't be around for much longer.","O823R"
1212,"Great team, space to grow, flat structure Can get a bit chaotic on busy days. This is already being worked actively on, though. Keep prioritising IT, it pays off.","F339P"
1213,"Open Culturenon-political atmosphereEarn while you learn Small OrganisationNone I could find NA","T235C"
1214,"Technical experience , Team learning and Personal professional growth. Employees are talented and they care for each other. Upper management strict with job timings. Decisions made from the top does not reach in a good taste to the lower team. There is no vision just big push on hiring without long term planning Perks, 401K, FSA, Fully paid insurance , Dependent coverage and Bonuses, Disability insurance, Bonuses","B396R"
1215,"Good time flexibility, good location to avoid rush hour as you travel in the opposite direction of traffic, some very good managers. Awesome Christmas parties! Friendly coworkers. Too disorganized, lacks of proper planning at the management level and it reflects in some of the internal procedures. NA","I524J"
1216,"The firm has a great set of people, provides varied project opportunities if you are not unucky enough to get staffed on a never ending project, adequate face time with senior people in leading firms. Lack of transparency in the review process. Copensation is tied to levels and not to review performance. Work life balance can sometimes go for a toss. Management needs to be more open and forthcoming in their communications. REDACTED is a small firm and transparency and communication needs to be its strongest points. Also, invest in training people","M647F"
1217,"Opportunity to grow with company. As company grows, more opportunity for employees to promote into positions of greater authority and compensation. Small company cannot give the same benefits as a large company. For instance, medical and dental plans cost a little more since they are not spread over a large pool of people. Take a slow and methodical approach to growing the company. All the right things have been done thus far, so don't get in a rush.","J965K"
1218,"Friendly, Easy, Cultured, Good enviromnent, Exposure less work/life balance, nil, nil, nil, nil Management is doing good. No comments","A426G"
1219,"Great operational strategy firm. Great people. Great exposure to how things work at both a strategic and operational level. You will have the opportunity to meet with CEOs and spend some time on the plant floor. Travel. Travel. Travel. But this is the case with most big firms. NA","F117T"
1220,"team approach, direct access to C level, interesting projects N+P expects employees to take over responsibility and work independent and self-reliant. If you donÂ´t like this consulting is not the right job NA","D643W"
1221,"Small firm - plenty of interaction with partners and client. The better you deliver on projects, and the more you sell, the faster you progress. Deep subject matter expertise in product development, supply chain, and Voice of the Customer. The firm is well respected by the clients, and those with whom we work. Minimal - if any - coaching, training, or development outside of pure project delivery. Staffing model is such that there is no down time after a project. 60 hour weeks are the minimum expected.The 4:1 staff to partner ratio is coupled with a top-heavy project staffing structure. It is very difficult to perform business development activities in addition to delivering high quality client work - there are very few consultants and associates to help with projects, and often partners are cranking out slideware late at night with the teams.Decent salary, but weak bonus structure.Emphasis on being at the client site M - Th, even if project does not require it. The firm places significant emphasis on ""face time"" There needs to be emphasis on developing staff to be the next generation of leaders. A 100% staffing target makes it difficult to develop staff outside of direct project work.","K412D"
1222,"+ Great culture with dynamic people with a lot of drive.+ Exposure to top clients in the banking and insurance sector with interesting projects on business and IT side.+ If you are smart and hard-working you can rise to the top quicker than on the client site.+ Flat hierarchies with a great team spirit and accessible and competent Management. A very interesting option than the big consulting companies that quite a few people may not be aware of. + Keep up the good team spirit and great culture!","X114Q"
1223,"Very open-minded and flexible structure. Quick decision-making. Friendly team and in-house atmosphere. Nothing negative so far. Right attitude to the staff. Keep doing your good work.","D988X"
1224,"- Benefit of working in a small company is the camaraderie one builds with people in office. Senior leadership was accessible and listened to employees- Client base is good. REDACTED is expanding and growing- Great training and support for new people as well as for current employees- Senior Implementation Consultants are very supportive while on projects- Small firm, almost no politics in Services team- Work life balance is ok depending upon type of project. - Wages for technical implementation consultant or even for ICs are way below market rate- Benefits package is not good- Promotion policies are obscure. Pay good. Your benefits are way way below than what market pays.","O630L"
1225,"Great people and strong industry practices. Re-branding (pre-PWC) was a good attempt to address some of the issues they have with lack of senior client sponsors. Lack of brand and C-level / owner (PE) sponsors. Rather rigid culture. Sometimes more focused on billing hours / utilization vs. client results. Put client results first and the billing hours will come...","H345M"
1226,"There is nothing positive about organization Wayward management, high level office politics Close the company and stop screwing people careers","X883F"
1227,"Garaunteed job. They hire anyone. Free lunch during training. Garaunteed $300 a week. Everything else about it bogis leads the bc floor is high school and isr floor ... Hell with cubicles . Everyone is stressed out from the job and on edge . Bc have to park at other building and walk to work office . Comission forget about it . But if you want to sit for 8 hours harassing people with a rude team around you in a cramped office this is the job for you. Use your analysts on your own business.","Y158L"
1228,"I've worked with SMCI for many many years, this is a company that cares about more than just the bottom line. A enormous amount of care and thought and goes into every decision, every detail, and each and every employee, consultant and client. None at this current time. NA","O119F"
1229,"Great staff and very nice place to work Long shifts but hey that work! keep up the great work!","H816L"
1230,"It is a highly collaborative environment with unfettered access to leading experts in mutliple areas of the healthcare industry. The work is varied, interesting and impactful. Even at an early stage, consultants work directly with clients at all levels. Work can be intense and extremely challenging, constantly stretching capabilities, particularly of newer consultants. Be prepared to work hard, and reep the rewards over the long term. Do more on-campus recruiting.","L199B"
1231,"I have really enjoyed my first few months at REDACTED. For me the best thing about working here is the people. REDACTED is a comfortable and enjoyable environment to work in. From initial training and through my first few projects everyone has been incredibly friendly and welcoming. I enjoy working in a company with no hierarchy, we all work in an open plan office, the partners work on the desks next to us, they are approachable and friendly.The short projects we complete keeps the work interesting and challenging. Completing projects in multiple sectors allows me to gain an in depth understanding in a diverse variety of sectors. Every day and every project is different, I am constantly learning new skills, speaking to new people and completing different tasks.I have thoroughly enjoyed my first few months working at REDACTED. I think the company is a great place to start my career and will give me many opportunities in the years to come. As with most consultancy firms, the hours we work are unpredictable. They differ dependent on the project and how tight a deadline is. However, if we start to work longer hours we are given the time back. I was doubtful about this but in my first couple of months have been given both half and full days off once projects are completed. There are few consultancies I know who offer this to staff and actually stick to it. Its nice to work for a company who appreciate the hard work we do. NA","I566Y"
1232,"You can learn a lot and develop skills. The opportunity to interact with customers around the world brings valuable customer service skills and the software teaches a lot about compliance management. The software is great and serves its customers well. Management cares only about numbers unless you are in the clique - the few employees who have found high favor with the management. Little concern is taken for employee development. They hire for skills and don't develop them. They have a tendency to chew people up and spit them out but don't hesitate to use the person, unethically, until they are ready to drop them. No severance is offered. Only what is legally mandated. Take better care of your people and listed to their concerns. When someone has been there a long time, give them severance when they are let go. That is a nice gesture for someone getting back into the workforce. If you do t care about your people, tell them that up front. Try out this crazy thing called ethics!","Y219I"
1233,"REDACTED is made up of dedicated and bright people work life balance is a challenge NA","I986Q"
1234,"Strong growth.Great company cultureSteep learning curve Project workload can be massive NA","P524N"
1235,"Niveau de salaire plutÃ´t au dessus du marchÃ©, management permettant une rÃ©elle prise d'initiative et une grande autonomieAmbiance de travail agrÃ©able Aucune fiabilitÃ© de la DirectionBusiness ModÃ¨le peu clair et Ã  la tÃªte du client ArrÃªtez de dire aux personnes ce qu'elles veulent entendre et soyez plus honnÃªteStop aux petits arrangements entre amis.Il est temps de rÃ©compenser aussi les travailleurs de l'ombre","X969T"
1236,"Place has potential. Lots of new initiatives on at present. Exciting possibilities to grow. lack of clarity still. Cash flows are tight. But, the general belief is that they will pull through as winners. Take on less people until things fall in place.","S464I"
1237,"- Good healthcare benefits- Competitive base salary- High profile clients- Live anywhere policy - Poor leadership from senior management- Frequently understaffed projects- Some projects can be heavily operational oriented Be your own client. Design a growth strategy for REDACTED, have a solid plan to execute the strategy, and communicate it clearly with staff","S778Z"
1238,"Everything is awesome at SMCI Nothing need improvement at SMCI nothing needs to be reviewed or improved","A103R"
1239,"REDACTED Management is a very small consulting firm with small team size. As a result, you have a lot of access to principals and partners which can be good.REDACTED also has a great benefits package.As far as work/ balance the hours are long like at any consulting firm but it just implemented a Work Balance Day (1 x a week) which is nice.There are opportunities to contribute on business development and white papers which can be very rewarding. REDACTED does not have any affinity groups, except for LGBT and Women's Group. It doesn't seem to value diversity too much. Continue to work on building the firm's reputation and it would be good to focus on diversity a bit more. It is definitley lacking in that area.","F719G"
1240,"They value and appreciate their employees. Fast growth potential Employee discount is only 15% on-site, and 10% at any other property. NA","G596C"
1241,"I have worked at AMCS for over seven years, in an array of positions. I have never worked for a company that felt more like a family. The Kerr's look after each employee on a professional and personal level. Each employee is made to feel like a part of the team.Even in times of economy downturn, we are encouraged to be enthusiastic, progressive and inventive. We recently celebrated our 25th business anniversary and I very much look forward to being a part of the next 25 years! While professional development opportunities are plentiful on the property level, I would love to see more on the corporate level. Conduct thoughtful employee reviews and award merit based salary increases/bonuses.","O882D"
1242,"Nice office and they take pretty good care of their employees. Great benefits. Plenty of opportunities for growth. The office environment is kind of... stale. Also, the culture is waaaay behind. It's like we were working in the 80s or something. Staff is physically separated between two groups, support staff and consultants Â<U+0096> which automatically made it hard to visit or get to know anyone on the opposite side. Do some research and see what other companies are doing culture-wise. Also, make your employees feel a little more like equals, even if their positions aren't. Start fresh and take some risks.","W459M"
1243,"Good compensation. Excellent benefits. You know what your peers make - compensation is dictated by level, not by shady negotiations. Plenty of opportunities for advancement. Poor work life balance. Expectations that you will do firm work on top of a 40-hour client work week. Up or out policy. Make sure the company remains as an independent business unit within PwC. Otherwise it will completely lose its identity and its people will leave.","U148Z"
1244,"The company has a close, family-like atmosphere and the owner truly cares about his employees. It's refreshing to work for a company where you feel like your work and ideas are valued and appreciated! None at this point ! NA","K316C"
1245,"Salary is not bad compared to others 1. No raises for employees and only executives (I've seen that on a number of reviews)2. The place pushes people with extra hours and little to no additional compensation3. They can't keep their accounting down properly.4. Very little to instill loyalty5. HR HelpDesk is a freakn' run-around. Nobody knows and blames others for not responding. Raises! Stop paying executives for what the employees are doing to promote the company.","E300Q"
1246,"- FÃ¼hrungsmannschaft- VergÃ¼tung- Helle BÃ¼ros- Humor- Team- EinzelbÃ¼ros- Sicherer Arbeitsplatz- Hilfestellungen- - Blauer Teppich- Kommunikation- Ehrlichkeit- Kernarbeitszeit- Kein Home-Office- EintÃ¶nig, weil klarer Branchenfokus- Keine Weiterbildung Bessere Kommunikation wagen","Q530T"
1247,"REDACTED will hire anyone regardless of knowledge or experience. Poorly managed company starting with the CEO. Poor benefits compared to other companies, poor salaries compared to other companies, little to no investment in employees compared to other companies. NA","E776W"
1248,"Flexible work hours, day care and grocery centres, 6 months leave for personal and education purposes. For me, REDACTED is equal to great opportunities. They have great opportunities, amazingpackages, job description and the most important thing reviews about the employers. NA","P151E"
1249,"Strong leadership has turned company around. Better prospects and oportunities working across different markets.Benefits are ok and some great people in the business Salaries have been stagnant too longFixated on processes and controls and too little freedom to develop new ideas.Not unique, but high expectations in terms of output of work and time commitment. Hopefully all employeed will benefit from the success of the business","X900M"
1250,"A good place for fresher to learn about the recruitment industry. 1> Long working hours which are bound to take a toll.2>No leadership quality among the TL's3> Nonsense rules crop up anytime.4> Employees not consulted when targets and cleints handed out.5> Working days are all the 7 days of the week.6>No time to relax.7>Divide and rule attitude.8>Work and work but no appreciation We are not donkeys or asses that you can rule over us. The day your senior resources (1+ yrs) leave ypu will crumble like anything as the time to train the new resources will drain you out. We are not there because of you BUT YOU ARE.","M194D"
1251,"Range of projects and dedicated staff Pay and career development, stale environment NA","A192M"
1252,"Small, dynamic, very customer focused development. IoT and MISOM are changing the way mining and construction will face the future! Very family oriented with a keen sense of the balance between work and family. It is hard to find like minded people who can buy into the vision for a radical change in the mining industry with IoT technology. Many young people today seem to be more focused on the clock or what is going on after work than what needs to happen during work hours. Stay the course and follow the data, a very close friend once told me. MISOM's vision for making data actionable is unparalleled and uncontested in the industry.","Q283Y"
1253,"Great people, great culture, great work-life balance Not that big, not much to do formalization","U824R"
1254,"Great team working, good oportunities to get promoted and good projectstoghether with excellent environment Hard work for a lot of hours. The consultancy business is a new subsidiary in REDACTED and Berdnston's company. Since their fundation they have done projects in Spain and they are starting to achieve new projects in other markets out of spanish frontier. The human capital is excellent and they are open to incorporations of people willing to work hard to achieve the best results for the client, and that want to develop their carreers.","C372F"
1255,"Diverse experience with many projects. There were little upward opportunities. NA","H708A"
1256,"Great training - interns work with all levels, are treated as full time employees and are push to grow as consultant.Meaningful work - As an intern I work on multiple projects where one could see the value which was created for the clientClient facing (for interns)As time goes on, interns are given more responsibility There is a tone of travel as to be expectedLong hours - sometimes 100+ hour work weeks but more commonly 90 to 80 hours NA","H709L"
1257,"Career advancement opportunities not dependent on the age, fast-paced work environment, competitive salary, possibility to focus on the industry of interest. Low international exposure only partially compensated by presence on developing countries, low bonuses and insufficient vacations, sometimes inefficient team management. They would have to increase bonuses to attract talent, focus on employee satisfaction, and try to attract better clients and focus on high-rewarding projects.","G985Z"
1258,"Nice and friendly work environment. Not enough talent acquisition, thus compunding work load on its employees. Acquire more talents for company.","Z426G"
