"id"|"team"|"manager"|"jobTasksSDSA"|"jobBalanceSDSA"|"jobPaySDSA"|"jobRecognitionSDSA"|"jobAdvancementSDSA"|"jobCoworkersSDSA"|"jobManagementSDSA"|"salary"|"tenure"
"684"|"D196A"|"Finance"|"Y9641W"|"2"|"1"|"3"|"3"|"4"|"3"|"3"|"149552"|"6"
"685"|"Z515Q"|"Ethics"|"W2205Z"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"92890"|"0"
"686"|"W823K"|"Ethics"|"W7742X"|"3"|"7"|"4"|"5"|"4"|"7"|"7"|"82102"|"1"
"687"|"V328E"|"Finance"|"Y4468Y"|"3"|"7"|"4"|"4"|"4"|"7"|"7"|"143032"|"3"
"688"|"S809J"|"R&D"|"Y3553W"|"4"|"1"|"6"|"4"|"5"|"3"|"3"|"54476"|"0"
"689"|"U621E"|"R&D"|"Y3553W"|"4"|"6"|"5"|"6"|"5"|"7"|"7"|"61674"|"8"
"690"|"P521T"|"Health"|"Z4101Z"|"6"|"7"|"7"|"7"|"7"|"7"|NA|"78325"|"9"
"691"|"N970Q"|"Health"|"W8102W"|"7"|"7"|"7"|"7"|"7"|"7"|NA|"69810"|"10"
"692"|"Z530A"|"Ethics"|"X8022Z"|"1"|"3"|"2"|"2"|"4"|"5"|"5"|"72142"|"0"
"693"|"K699M"|"Finance"|"Y9641W"|"2"|"2"|"3"|"3"|"4"|"4"|"4"|"58681"|"1"
"694"|"E902S"|"Finance"|"Y4468Y"|"5"|"7"|"7"|"6"|"6"|"7"|"7"|"105486"|"7"
"695"|"B677H"|"R&D"|"V4497X"|"7"|"5"|"7"|"7"|"7"|"7"|NA|"117931"|"4"
"696"|"M419R"|"Finance"|"Y9641W"|"6"|"7"|"7"|"6"|"7"|"7"|"7"|"79850"|"8"
"697"|"U685A"|"R&D"|"V4497X"|"3"|"3"|"6"|"3"|"5"|"5"|"5"|"47903"|"1"
"698"|"M639F"|"Ethics"|"W7742X"|"2"|"6"|"4"|"4"|"4"|"7"|"7"|"71444"|"8"
"699"|"R598B"|"DSI"|"V8472W"|"3"|"5"|"5"|"3"|"4"|"6"|"6"|"46173"|"1"
"700"|"L565T"|"Finance"|"X7645X"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"112481"|"2"
"701"|"A803L"|"Finance"|"Y9641W"|"3"|"3"|"5"|"4"|"5"|"4"|"4"|"50816"|"4"
"702"|"A401E"|"Ethics"|"X8022Z"|"3"|"2"|"4"|"4"|"4"|"3"|"4"|"147526"|"6"
"703"|"S655V"|"Finance"|"Y4468Y"|"3"|"1"|"4"|"5"|"5"|"2"|"2"|"49201"|"2"
"704"|"D179H"|"R&D"|"X3607X"|"4"|"3"|"5"|"5"|"5"|"5"|"4"|"139630"|"10"
"705"|"T841K"|"Finance"|"X7645X"|"5"|"3"|"7"|"7"|"7"|"5"|"4"|"56612"|"7"
"706"|"S821O"|"Finance"|"Z7298V"|"2"|"2"|"3"|"3"|"3"|"3"|"4"|"75543"|"9"
"707"|"A307B"|"Finance"|"Y9641W"|"6"|"4"|"7"|"7"|"7"|"5"|"5"|"75792"|"8"
"708"|"W283L"|"Finance"|"Y7685W"|"6"|"2"|"7"|"7"|"7"|"4"|NA|"78617"|"9"
"709"|"T520Z"|"R&D"|"V4497X"|"2"|"4"|"4"|"3"|"5"|"6"|"5"|"45224"|"0"
"710"|"O370L"|"Health"|"W8102W"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"93533"|"7"
"711"|"D842R"|"Finance"|"Y9641W"|"5"|"3"|"5"|"6"|"7"|"5"|"4"|"69544"|"9"
"712"|"M800L"|"R&D"|"Y3553W"|"6"|"1"|"7"|"7"|"7"|"2"|"3"|"68729"|"9"
"713"|"C789H"|"Health"|"Z4101Z"|"1"|"6"|"3"|"2"|"3"|"7"|"7"|"70092"|"9"
"714"|"R263S"|"Finance"|"Y4468Y"|"5"|"1"|"7"|"7"|"7"|"3"|NA|"58920"|"5"
"715"|"Y537Q"|"Finance"|"X7645X"|"5"|"1"|"5"|"6"|"6"|"3"|"2"|"45037"|"1"
"716"|"U277O"|"Finance"|"Y7685W"|"2"|"7"|"3"|"4"|"4"|"7"|"7"|"47751"|"4"
"717"|"G626B"|"Finance"|"X7645X"|"3"|"7"|"4"|"4"|"4"|"7"|"7"|"80166"|"4"
"718"|"O969Z"|"Finance"|"Y7685W"|"3"|"4"|"4"|"5"|"4"|"5"|"6"|"47122"|"4"
"719"|"U152V"|"R&D"|"V4497X"|"4"|"5"|"6"|"5"|"5"|"6"|"7"|"127278"|"9"
"720"|"F464G"|"Health"|"Z4101Z"|"5"|"2"|"6"|"6"|"6"|"3"|"3"|"78095"|"8"
"721"|"M296H"|"R&D"|"X3607X"|"3"|"4"|"5"|"5"|"5"|"5"|"5"|"58263"|"7"
"722"|"J818N"|"Health"|"Z4101Z"|"7"|"5"|"7"|"7"|"7"|"7"|NA|"59855"|"5"
"723"|"G790W"|"Finance"|"Y9641W"|"2"|"2"|"3"|"3"|"4"|"3"|"4"|"77939"|"7"
"724"|"D854O"|"Finance"|"Y9641W"|"2"|"7"|"5"|"4"|"4"|"7"|"7"|"132779"|"1"
"725"|"I625I"|"R&D"|"X8066X"|"2"|"5"|"3"|"4"|"4"|"6"|"6"|"81679"|"10"
"726"|"P494G"|"Finance"|"Z7298V"|"4"|"4"|"6"|"5"|"5"|"5"|NA|"127762"|"2"
"727"|"I948I"|"Finance"|"Y4468Y"|"7"|"7"|"7"|"7"|"7"|"7"|NA|"118100"|"4"
"728"|"N793O"|"Finance"|"Z7298V"|"6"|"1"|"7"|"7"|"7"|"3"|"3"|"123766"|"4"
"729"|"Q677R"|"Ethics"|"W7742X"|"3"|"7"|"5"|"5"|"5"|"7"|"7"|"144642"|"6"
"730"|"B626M"|"Ethics"|"W7742X"|"3"|"7"|"4"|"5"|"5"|"7"|"7"|"56957"|"2"
"731"|"W189L"|"R&D"|"Y3553W"|"3"|"5"|"5"|"5"|"4"|"6"|"7"|"95376"|"1"
"732"|"O749I"|"Finance"|"Y4468Y"|"5"|"7"|"7"|"7"|"6"|"7"|"7"|"49565"|"1"
"733"|"B171K"|"Finance"|"Z7298V"|"2"|"6"|"3"|"3"|"4"|"7"|"7"|"47877"|"1"
"734"|"V784T"|"R&D"|"X3607X"|"3"|"7"|"4"|"4"|"4"|"7"|"7"|"54957"|"6"
"735"|"E167D"|"Ethics"|"X8022Z"|"3"|"2"|"4"|"5"|"5"|"4"|"4"|"141017"|"3"
"736"|"S773D"|"Finance"|"X7645X"|"2"|"4"|"4"|"2"|"4"|"5"|"5"|"106885"|"0"
"737"|"L548N"|"R&D"|"X8066X"|"2"|"7"|"3"|"4"|"3"|"7"|"7"|"148188"|"6"
"738"|"H742D"|"Finance"|"X7645X"|"1"|"1"|"3"|"2"|"3"|"2"|"2"|"50989"|"6"
"739"|"J822E"|"Finance"|"Z7298V"|"1"|"4"|"3"|"3"|"3"|"6"|"6"|"108145"|"9"
"740"|"D292I"|"Finance"|"Y9641W"|"3"|"7"|"4"|"5"|"4"|"7"|"7"|"171079"|"10"
"741"|"E268R"|"Health"|"W8102W"|"3"|"2"|"4"|"4"|"5"|"4"|"3"|"47477"|"0"
"742"|"H157E"|"R&D"|"V4497X"|"6"|"4"|"7"|"7"|"7"|"5"|"6"|"54045"|"6"
"743"|"Z368W"|"Health"|"W8102W"|"5"|"7"|"7"|"7"|"7"|"7"|"7"|"111812"|"6"
"744"|"Y978B"|"Finance"|"Z7298V"|"5"|"3"|"6"|"6"|"7"|"4"|"4"|"51505"|"0"
"745"|"O677C"|"Ethics"|"W2205Z"|"1"|"4"|"3"|"3"|"3"|"5"|"5"|"53990"|"7"
"746"|"U271X"|"R&D"|"Z2464Y"|"7"|"3"|"7"|"7"|"7"|"5"|"4"|"48326"|"1"
"747"|"L865X"|"Finance"|"X7645X"|"7"|"5"|"7"|"7"|"7"|"6"|"7"|"76414"|"8"
"748"|"Y260S"|"Ethics"|"W2205Z"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"57157"|"5"
"749"|"C883I"|"DSI"|"V8472W"|"2"|"2"|"3"|"4"|"4"|"4"|"4"|"75163"|"10"
"750"|"Q935O"|"Finance"|"Y7685W"|"4"|"1"|"6"|"6"|"7"|"2"|"3"|"74083"|"8"
"751"|"Z447E"|"Finance"|"Y4468Y"|"3"|"6"|"5"|"6"|"4"|"7"|"7"|"144307"|"4"
"752"|"M619Z"|"R&D"|"Y3553W"|"2"|"7"|"3"|"4"|"3"|"7"|"7"|"116555"|"9"
"753"|"R125W"|"R&D"|"Y3553W"|"2"|"7"|"4"|"4"|"3"|"7"|NA|"49583"|"4"
"754"|"N139C"|"Finance"|"Y7685W"|"5"|"2"|"7"|"6"|"7"|"3"|NA|"57963"|"4"
"755"|"G163S"|"R&D"|"V4497X"|"6"|"3"|"7"|"6"|"7"|"4"|"4"|"95437"|"7"
"756"|"L321L"|"Finance"|"Y7685W"|"3"|"2"|"3"|"5"|"4"|"3"|"4"|"145242"|"0"
"757"|"D964W"|"R&D"|"V4497X"|"5"|"1"|"7"|"6"|"7"|"2"|"2"|"50931"|"3"
"758"|"C738U"|"R&D"|"X8066X"|"1"|"2"|"2"|"3"|"2"|"4"|"4"|"70725"|"10"
"759"|"R374W"|"R&D"|"X3607X"|"6"|"1"|"7"|"7"|"7"|"4"|"1"|"55250"|"1"
"760"|"V420S"|"DSI"|"V8472W"|"5"|"5"|"6"|"7"|"6"|"7"|"6"|"52541"|"6"
"761"|"O291G"|"Finance"|"Y9641W"|"3"|"7"|"3"|"4"|"4"|"7"|"7"|"98912"|"9"
"762"|"T367F"|"R&D"|"X8066X"|"5"|"3"|"7"|"6"|"7"|"5"|"4"|"68398"|"10"
"763"|"K815O"|"R&D"|"Y3553W"|"6"|"5"|"7"|"7"|"7"|"7"|NA|"59941"|"5"
"764"|"Y913T"|"Finance"|"X7645X"|"4"|"5"|"6"|"6"|"5"|"6"|"7"|"68023"|"9"
"765"|"J615C"|"R&D"|"X3607X"|"4"|"4"|"6"|"5"|"5"|"5"|NA|"106609"|"1"
"766"|"R577Y"|"Health"|"V7487V"|"1"|"7"|"3"|"2"|"3"|"7"|"7"|"77241"|"8"
"767"|"Z530D"|"Health"|"V7487V"|"1"|"1"|"3"|"2"|"2"|"3"|"3"|"56648"|"2"
"768"|"Y418Y"|"Ethics"|"W2205Z"|"6"|"3"|"7"|"7"|"7"|"4"|"4"|"72171"|"9"
"769"|"H889S"|"Ethics"|"X8022Z"|"6"|"1"|"7"|"7"|"7"|"2"|"3"|"65449"|"9"
"770"|"M465E"|"Health"|"Z4101Z"|"5"|"1"|"6"|"6"|"6"|"3"|"3"|"146069"|"3"
"771"|"Q822E"|"Ethics"|"X8022Z"|"7"|"5"|"7"|"7"|"7"|"6"|NA|"57149"|"1"
"772"|"M725A"|"R&D"|"V4497X"|"3"|"6"|"4"|"4"|"4"|"7"|"7"|"53048"|"4"
"773"|"S507X"|"Finance"|"Y4468Y"|"4"|"7"|"7"|"6"|"6"|"7"|NA|"53351"|"0"
"774"|"J907C"|"R&D"|"X3607X"|"3"|"3"|"3"|"5"|"4"|"5"|"5"|"116017"|"2"
"775"|"O240J"|"Health"|"V7487V"|"7"|"7"|"7"|"7"|"7"|"7"|"7"|"51036"|"5"
"776"|"D289X"|"R&D"|"V4497X"|"4"|"2"|"6"|"5"|"5"|"3"|"4"|"136071"|"8"
"777"|"U123J"|"R&D"|"Z2464Y"|"7"|"1"|"7"|"7"|"7"|"3"|"3"|"91283"|"2"
"778"|"N472G"|"R&D"|"X8066X"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"54670"|"3"
"779"|"B136A"|"Health"|"Z4101Z"|"5"|"6"|"7"|"7"|"7"|"7"|"7"|"56779"|"5"
"780"|"V520R"|"Ethics"|"W2205Z"|"4"|"1"|"6"|"6"|"5"|"3"|"3"|"99900"|"10"
"781"|"M238C"|"Finance"|"Z7298V"|"6"|"3"|"7"|"7"|"7"|"5"|"5"|"98648"|"7"
"782"|"Y380B"|"R&D"|"Y3553W"|"1"|"2"|"3"|"2"|"3"|"4"|"4"|"54285"|"1"
"783"|"C452S"|"Finance"|"X7645X"|"5"|"2"|"7"|"7"|"6"|"3"|"4"|"51907"|"0"
"784"|"X885E"|"Finance"|"Y4468Y"|"5"|"6"|"7"|"6"|"6"|"7"|"7"|"55305"|"7"
"785"|"L435E"|"Ethics"|"W7742X"|"5"|"6"|"7"|"6"|"6"|"7"|"7"|"75672"|"8"
"786"|"L626M"|"Health"|"W8102W"|"2"|"5"|"4"|"3"|"3"|"7"|"7"|"133020"|"0"
"787"|"G290R"|"Finance"|"Y9641W"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"147081"|"5"
"788"|"P807K"|"R&D"|"X8066X"|"3"|"4"|"4"|"4"|"4"|"7"|"6"|"69088"|"10"
"789"|"Y588W"|"R&D"|"Y3553W"|"4"|"4"|"5"|"5"|"5"|"6"|"5"|"45476"|"6"
"790"|"Y343Q"|"Health"|"V7487V"|"1"|"7"|"3"|"2"|"2"|"7"|NA|"137824"|"5"
"791"|"P110D"|"Finance"|"Y4468Y"|"2"|"6"|"4"|"4"|"4"|"7"|"7"|"139527"|"8"
"792"|"Q931I"|"Ethics"|"W2205Z"|"6"|"3"|"6"|"7"|"7"|"5"|"5"|"69565"|"0"
"793"|"P356S"|"R&D"|"Y3553W"|"1"|"2"|"3"|"3"|"3"|"3"|"4"|"101032"|"6"
"794"|"N582T"|"DSI"|"V8472W"|"5"|"2"|"6"|"6"|"6"|"4"|"3"|"52883"|"2"
"795"|"U681V"|"Finance"|"Y9641W"|"1"|"5"|"2"|"2"|"2"|"7"|"7"|"47155"|"2"
"796"|"C107S"|"R&D"|"Y3553W"|"6"|"6"|"7"|"7"|"7"|"7"|"7"|"51244"|"3"
"797"|"Q899K"|"Finance"|"Z7298V"|"4"|"2"|"6"|"5"|"6"|"4"|NA|"59213"|"4"
"798"|"Q541E"|"Finance"|"Y7685W"|"7"|"2"|"7"|"7"|"7"|"4"|"5"|"53581"|"3"
"799"|"S647C"|"R&D"|"X8066X"|"7"|"2"|"7"|"7"|"7"|"4"|"3"|"53357"|"3"
"800"|"G352D"|"R&D"|"Z2464Y"|"6"|"5"|"7"|"7"|"6"|"7"|"7"|"49700"|"7"
"801"|"E118F"|"Ethics"|"W7742X"|"4"|"1"|"5"|"6"|"6"|"3"|"2"|"45573"|"2"
"802"|"V773M"|"R&D"|"V4497X"|"4"|"3"|"6"|"5"|"6"|"4"|"3"|"52258"|"4"
"803"|"W976S"|"DSI"|"I511L"|"6"|"5"|"7"|"7"|"7"|"6"|"5"|"56480"|"2"
"804"|"S320L"|"Health"|"V7487V"|"6"|"3"|"7"|"7"|"7"|"5"|"4"|"136047"|"4"
"805"|"W866C"|"R&D"|"Z2464Y"|"6"|"3"|"7"|"7"|"7"|"4"|"5"|"72993"|"9"
"806"|"Y586R"|"Ethics"|"W2205Z"|"2"|"4"|"3"|"4"|"4"|"6"|"6"|"48423"|"1"
"807"|"U711Z"|"Health"|"W8102W"|"2"|"6"|"4"|"2"|"3"|"7"|"7"|"80075"|"9"
"808"|"O155J"|"Health"|"V7487V"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"57046"|"2"
"809"|"H482S"|"Ethics"|"W7742X"|"6"|"4"|"7"|"7"|"7"|"5"|"7"|"68804"|"9"
"810"|"F252D"|"Finance"|"Y9641W"|"1"|"3"|"3"|"2"|"4"|"5"|"4"|"46550"|"6"
"811"|"J504A"|"Health"|"Z4101Z"|"2"|"1"|"3"|"4"|"4"|"3"|"2"|"131306"|"5"
"812"|"A301V"|"R&D"|"Y3553W"|"5"|"4"|"6"|"7"|"7"|"7"|NA|"65728"|"9"
"813"|"L849E"|"DSI"|"I511L"|"7"|"5"|"7"|"7"|"7"|"7"|"4"|"54838"|"3"
"814"|"U529N"|"Finance"|"Y4468Y"|"7"|"2"|"7"|"7"|"7"|"4"|"4"|"130265"|"10"
"815"|"W218Z"|"R&D"|"X3607X"|"5"|"3"|"7"|"7"|"6"|"4"|"4"|"47688"|"0"
"816"|"Y844Y"|"Finance"|"Y7685W"|"2"|"5"|"4"|"3"|"4"|"6"|"6"|"53745"|"3"
"817"|"Q661V"|"R&D"|"Y3553W"|"1"|"1"|"2"|"2"|"3"|"2"|"2"|"45957"|"7"
"818"|"M276Q"|"Finance"|"Y9641W"|"3"|"1"|"4"|"4"|"4"|"3"|"3"|"115898"|"6"
"819"|"Z952I"|"Ethics"|"W2205Z"|"3"|"6"|"4"|"4"|"4"|"7"|"7"|"58879"|"6"
"820"|"K302H"|"DSI"|"V8472W"|"3"|"6"|"5"|"4"|"5"|"7"|"7"|"148090"|"5"
"821"|"P852R"|"Ethics"|"W2205Z"|"4"|"4"|"4"|"5"|"6"|"5"|"5"|"58110"|"4"
"822"|"N492F"|"Finance"|"X7645X"|"5"|"3"|"6"|"7"|"7"|"5"|"4"|"51685"|"4"
"823"|"G758O"|"R&D"|"X3607X"|"6"|"7"|"6"|"7"|"7"|"7"|NA|"110244"|"10"
"824"|"N863V"|"DSI"|"I511L"|"4"|"3"|"5"|"6"|"5"|"4"|"3"|"109335"|"4"
"825"|"S322P"|"Finance"|"X7645X"|"1"|"7"|"2"|"2"|"2"|"7"|"7"|"49156"|"4"
"826"|"L932V"|"Finance"|"Z7298V"|"6"|"7"|"7"|"7"|"7"|"7"|NA|"59123"|"5"
"827"|"B804G"|"R&D"|"Y3553W"|"7"|"1"|"7"|"7"|"7"|"2"|NA|"54008"|"6"
"828"|"P290D"|"Health"|"V7487V"|"5"|"7"|"7"|"7"|"6"|"7"|"7"|"49126"|"6"
"829"|"X129Z"|"R&D"|"Y3553W"|"6"|"5"|"7"|"7"|"7"|"6"|"7"|"115776"|"7"
"830"|"R367H"|"Health"|"W8102W"|"1"|"5"|"3"|"2"|"3"|"6"|"6"|"68857"|"10"
"831"|"M917H"|"R&D"|"X3607X"|"7"|"1"|"7"|"7"|"7"|"3"|"3"|"70492"|"9"
"832"|"D833O"|"Ethics"|"W7742X"|"2"|"6"|"4"|"4"|"4"|"7"|"7"|"47269"|"2"
"833"|"D141V"|"DSI"|"V8472W"|"5"|"4"|"7"|"6"|"6"|"5"|"6"|"121243"|"9"
"834"|"U611V"|"Health"|"Z4101Z"|"4"|"3"|"5"|"5"|"5"|"6"|"4"|"78680"|"10"
"835"|"N543R"|"Finance"|"X7645X"|"2"|"2"|"3"|"4"|"4"|"3"|"4"|"55070"|"2"
"836"|"Q590O"|"Finance"|"Z7298V"|"1"|"1"|"2"|"3"|"2"|"3"|"3"|"48877"|"7"
"837"|"C627Y"|"Ethics"|"W2205Z"|"1"|"6"|"3"|"3"|"3"|"7"|"7"|"59759"|"5"
"838"|"K270V"|"Ethics"|"X8022Z"|"5"|"6"|"6"|"6"|"6"|"7"|NA|"46442"|"1"
"839"|"J824K"|"DSI"|"V8472W"|"4"|"5"|"5"|"5"|"5"|"7"|NA|"56288"|"7"
"840"|"K762P"|"R&D"|"X8066X"|"7"|"2"|"7"|"7"|"7"|"3"|"3"|"71814"|"4"
"841"|"Y238G"|"R&D"|"X8066X"|"6"|"2"|"7"|"7"|"7"|"4"|"4"|"107919"|"0"
"842"|"U866I"|"Health"|"Z4101Z"|"1"|"6"|"3"|"3"|"3"|"7"|"7"|"52147"|"0"
"843"|"R837P"|"Health"|"W8102W"|"3"|"3"|"5"|"5"|"4"|"4"|"5"|"49442"|"5"
"844"|"I815Q"|"R&D"|"Z2464Y"|"6"|"5"|"7"|"6"|"7"|"6"|NA|"71430"|"10"
"845"|"S674N"|"Finance"|"X7645X"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"71440"|"8"
"846"|"X887T"|"R&D"|"X8066X"|"2"|"7"|"4"|"4"|"4"|"7"|"7"|"68042"|"9"
"847"|"U894W"|"R&D"|"Z2464Y"|"3"|"6"|"4"|"5"|"4"|"7"|"7"|"54508"|"6"
"848"|"H970U"|"Health"|"W8102W"|"1"|"2"|"2"|"2"|"2"|"4"|"3"|"72697"|"8"
"849"|"K312U"|"R&D"|"V4497X"|"4"|"2"|"5"|"5"|"5"|"3"|NA|"45330"|"7"
"850"|"W287B"|"Ethics"|"W7742X"|"4"|"2"|"5"|"6"|"5"|"4"|"3"|"161668"|"9"
"851"|"E867W"|"Health"|"V7487V"|"7"|"6"|"7"|"7"|"7"|"7"|NA|"104713"|"9"
"852"|"N345T"|"R&D"|"X3607X"|"4"|"2"|"6"|"6"|"6"|"3"|"3"|"53440"|"3"
"853"|"D489O"|"R&D"|"X8066X"|"4"|"6"|"5"|"5"|"5"|"6"|"7"|"73530"|"6"
"854"|"L436L"|"R&D"|"X3607X"|"3"|"2"|"4"|"4"|"5"|"3"|"4"|"50890"|"5"
"855"|"L456A"|"Health"|"Z4101Z"|"3"|"1"|"5"|"4"|"4"|"3"|"2"|"54507"|"2"
"856"|"I807U"|"R&D"|"X8066X"|"4"|"7"|"6"|"6"|"5"|"7"|"7"|"72549"|"9"
"857"|"R688C"|"Ethics"|"X8022Z"|"1"|"2"|"4"|"3"|"2"|"4"|"3"|"75619"|"10"
"858"|"A874H"|"Finance"|"Y7685W"|"6"|"2"|"7"|"7"|"7"|"4"|"3"|"73174"|"9"
"859"|"F117U"|"R&D"|"X8066X"|"6"|"6"|"7"|"7"|"7"|"7"|NA|"54498"|"3"
"860"|"Y256S"|"R&D"|"Y3553W"|"2"|"3"|"5"|"4"|"4"|"5"|"5"|"99555"|"5"
"861"|"M204J"|"DSI"|"I511L"|"3"|"1"|"4"|"3"|"5"|"2"|"0"|"62420"|"2"
"862"|"E139B"|"Finance"|"Y4468Y"|"7"|"4"|"7"|"7"|"7"|"6"|"7"|"45035"|"5"
"863"|"E833A"|"R&D"|"Z2464Y"|"4"|"1"|"5"|"5"|"6"|"2"|"2"|"48735"|"4"
"864"|"Z685V"|"Health"|"W8102W"|"4"|"5"|"6"|"6"|"6"|"6"|"7"|"71040"|"8"
"865"|"R296I"|"Finance"|"Y9641W"|"6"|"5"|"7"|"7"|"7"|"7"|"7"|"67809"|"0"
"866"|"A430P"|"R&D"|"Y3553W"|"1"|"1"|"3"|"2"|"3"|"2"|"3"|"57877"|"1"
"867"|"D453G"|"R&D"|"X8066X"|"5"|"5"|"6"|"6"|"6"|"6"|"6"|"107854"|"10"
"868"|"R575H"|"DSI"|"V8472W"|"3"|"4"|"4"|"4"|"5"|"5"|NA|"58684"|"6"
"869"|"J560P"|"Finance"|"Y4468Y"|"5"|"1"|"6"|"7"|"7"|"2"|NA|"46434"|"5"
"870"|"O395B"|"Ethics"|"X8022Z"|"5"|"2"|"6"|"6"|"6"|"3"|"3"|"52509"|"5"
"871"|"S688A"|"R&D"|"X3607X"|"2"|"2"|"4"|"4"|"4"|"3"|"3"|"105699"|"4"
"872"|"J904Q"|"Finance"|"Y4468Y"|"2"|"6"|"3"|"4"|"4"|"7"|"7"|"135428"|"3"
"873"|"B970C"|"Finance"|"Y4468Y"|"5"|"3"|"7"|"7"|"7"|"4"|"5"|"73454"|"9"
"874"|"U715M"|"Finance"|"Y9641W"|"2"|"1"|"4"|"3"|"3"|"3"|"3"|"79472"|"8"
"875"|"T108H"|"Health"|"V7487V"|"5"|"3"|"6"|"6"|"7"|"6"|NA|"58927"|"4"
"876"|"R219W"|"DSI"|"I511L"|"1"|"6"|"4"|"1"|"3"|"7"|"5"|"137983"|"10"
"877"|"Y358T"|"Finance"|"Y7685W"|"7"|"5"|"7"|"7"|"7"|"6"|"6"|"48436"|"4"
"878"|"J101Q"|"Ethics"|"W2205Z"|"5"|"3"|"7"|"7"|"7"|"5"|"4"|"55620"|"3"
"879"|"B154H"|"Health"|"W8102W"|"5"|"3"|"6"|"6"|"6"|"4"|"5"|"135837"|"9"
"880"|"U424F"|"Finance"|"X7645X"|"3"|"7"|"5"|"4"|"5"|"7"|"7"|"132246"|"2"
"881"|"L957F"|"Finance"|"X7645X"|"6"|"4"|"7"|"7"|"7"|"6"|"6"|"47696"|"2"
"882"|"J116H"|"Health"|"Z4101Z"|"1"|"6"|"2"|"2"|"2"|"7"|"7"|"54814"|"1"
"883"|"M794M"|"Finance"|"Y9641W"|"7"|"6"|"7"|"7"|"7"|"7"|"7"|"54847"|"0"
"884"|"T139H"|"Finance"|"Y9641W"|"5"|"2"|"6"|"7"|"6"|"3"|"3"|"104739"|"10"
"885"|"M555J"|"Finance"|"Y9641W"|"3"|"5"|"5"|"5"|"5"|"6"|NA|"57288"|"3"
"886"|"M149Q"|"Finance"|"Y9641W"|"4"|"6"|"5"|"6"|"6"|"7"|"7"|"115676"|"10"
"887"|"A206O"|"Finance"|"X7645X"|"3"|"1"|"4"|"4"|"5"|"2"|NA|"98271"|"2"
"888"|"B199W"|"Finance"|"Z7298V"|"1"|"7"|"3"|"3"|"3"|"7"|"7"|"49214"|"2"
"889"|"V561I"|"Finance"|"Z7298V"|"4"|"3"|"6"|"4"|"6"|"4"|"5"|"126968"|"7"
"890"|"T786N"|"Ethics"|"X8022Z"|"5"|"3"|"7"|"6"|"7"|"4"|"5"|"53354"|"4"
"891"|"G971Y"|"DSI"|"V8472W"|"6"|"4"|"7"|"7"|"7"|"6"|"5"|"47238"|"1"
"892"|"I764M"|"Finance"|"Y7685W"|"5"|"5"|"6"|"7"|"7"|"7"|"6"|"74104"|"10"
"893"|"W844L"|"R&D"|"V4497X"|"6"|"3"|"7"|"7"|"7"|"5"|"5"|"58974"|"7"
"894"|"W646Y"|"Ethics"|"X8022Z"|"4"|"2"|"6"|"5"|"5"|"3"|"4"|"53516"|"5"
"895"|"R113T"|"Finance"|"Y4468Y"|"1"|"2"|"3"|"3"|"2"|"3"|"3"|"78894"|"9"
"896"|"H285N"|"R&D"|"X8066X"|"2"|"2"|"3"|"3"|"4"|"4"|"3"|"52591"|"5"
"897"|"F121E"|"R&D"|"X3607X"|"5"|"7"|"6"|"6"|"6"|"7"|"7"|"52098"|"3"
"898"|"X881S"|"Finance"|"Y4468Y"|"1"|"4"|"2"|"3"|"2"|"5"|"5"|"136262"|"2"
"899"|"V719H"|"Finance"|"X7645X"|"4"|"7"|"5"|"6"|"6"|"7"|"7"|"58278"|"6"
"900"|"B650I"|"Finance"|"Y9641W"|"7"|"3"|"7"|"7"|"7"|"6"|"4"|"47979"|"6"
"901"|"Y303K"|"R&D"|"X8066X"|"2"|"4"|"3"|"3"|"3"|"5"|"6"|"53831"|"4"
"902"|"F998O"|"Finance"|"Y9641W"|"1"|"2"|"3"|"3"|"3"|"4"|"4"|"53883"|"1"
"903"|"H426X"|"Health"|"Z4101Z"|"4"|"6"|"5"|"6"|"6"|"7"|"7"|"46191"|"3"
"904"|"I162L"|"DSI"|"V8472W"|"5"|"1"|"7"|"6"|"7"|"3"|"2"|"55076"|"0"
"905"|"B220K"|"R&D"|"V4497X"|"4"|"3"|"5"|"5"|"7"|"4"|"5"|"59263"|"6"
"906"|"J776J"|"Finance"|"Y9641W"|"7"|"2"|"7"|"7"|"7"|"2"|"3"|"57382"|"0"
"907"|"L180A"|"Finance"|"Y7685W"|"1"|"7"|"1"|"2"|"2"|"7"|"7"|"63182"|"7"
"908"|"M403D"|"Finance"|"Y7685W"|"1"|"2"|"2"|"2"|"2"|"4"|"4"|"51567"|"7"
"909"|"R249A"|"Health"|"V7487V"|"3"|"6"|"5"|"5"|"4"|"7"|"7"|"55432"|"5"
"910"|"K767N"|"Finance"|"X7645X"|"2"|"4"|"3"|"3"|"3"|"6"|"5"|"48300"|"2"
"911"|"Q723E"|"Health"|"W8102W"|"3"|"2"|"5"|"5"|"5"|"3"|"3"|"49048"|"2"
