"","review","id"
"980","Health Insurance was great, pay was decent for the job. Very political, lots of promotion within for mediocre work. The sense of community/collaboration wasn't great, didn't get the sense you were ever cared for or you were valued. The President was recently ousted, and you can't get higher than that, so I don't know that any advice would be helpful to recover from the mess!","Q382L"
"981","If you want to work in Management Consulting at a company that delivers high class, high impact work and respects private life then REDACTED is a great place for you. The management recognizes the stresses (travel, long hours, stress) that you face as a consultant and tries to mitigate these where possible. This is reflected in the high employee retention rate. The company tries to develop people instead of burning them out.Offers great flexibility for personal development and room to grow. You will usually get client exposure and responsibility fairly quickly and you also have very knowledgeable mentors by your side for guidance.The atmosphere within the company is great. People are very helpful, collaborative and that was a key aspect I really valued during my whole time there. They use company events to foster this culture (regular team dinners, ski trips,…) and bring people together.. Depending on the project, the industry might not be as glamorous but you usually work on projects that have immediate P&L relevance and high priority for the management.The brand name is not as recognized globally as others are.There is less flexibility to influence the industry you are working in. You are assigned to projects given your previous expertise and have not that many opportunities to dive into an industry of your choice.. Keep fostering the Syn-Culture. Give people the chance to explore different industries so that they can identify a good fit for them. Stick to a transparent employee promotion/feedback system.","L851C"
"982","Good place to work - if you don't enjoy being micromanaged. Some employees abuse the open door policy.. Always room for growth","N625V"
"983","Good firm if you want to focus on Supply Chain Operations. You get experience in running the operations of companies especially the Program Management aspects of it. Also it is a very open firm with easy access to Partners. I met some truly exceptional consultants.. Lack of name recognition. During client engagements, most employees had not heard about REDACTED. In many instances client employees asked whether it was a contracting firm. REDACTED is notorious for lack of organized training. If you are lucky enough to be on a good project with an experienced Partner you will learn a lot. It was very difficult for me to find previous work or intellectual property I could leverage for client work. As a result, I had to rely on the web or reinvent again. I didn't see a lot of fresh thinking or truly ground breaking intellectual capital come out of the firm. That may be a result of the culture where every Partner is so focused on client delivery that true intellectual property is not developed. I saw come proposals that used material from proposals developed 10-15 years ago.. Focus on training and skills development of consultants.","B623R"
"984","Great Senior Management.Employee FriendlyHuge Learning ExperienceIn depth research. Increase in pay for middle and lower management. NA","U171Z"
"985","Fast growing company.Huge potential.Great client portfolio.. Low payment. No benefits. No compensation.. The company values must be more present and encouraged within the company.","U376H"
"986","Started working with this company in the mid 90's. The founding partner was very demanding but also very fair and generous. Treated his employees well and expected us to treat the customers the same way.. Natural cycle to the business was up and down. During up years work hours were great, during down years sometimes hours were cut. Obviously this is a necessity and a way to at least keep the job, just sometimes the hours were cut.. Send current younger owner to management training / college to broaden his experiences and ability to lead.","S338Y"
"987","Work-life balance, good chances for women, possibilities. static, not performance driven but more political ex. women quaote, emplying and promoting women with background. NA","M860X"
"988","Macht spass man ist viel unterwegs und mit Menschen umgeben. Zu lange schichten anstrengend und übernachtungen. Bessere Verteilung der schichten","W907G"
"989","Employees are amazing and projects are very interesting; a good opportunity to obtain a good consulting experience very quickly. Workload is higher than in other firms, and salary package is clearly below the market.. NA","F741D"
"990","Open, friendly, Flexible, good benefit. A lack of working process and infrastructure. NA","G668E"
"991","The people are great, the work is fast paced and engaging, flexible work hours (7:30-11am on Fridays), can work overtime if available. Typical office politics, not much room for creativity, the workload fluctuates greatly but that is the nature of the O&G industry.. Keep treating your employees with respect. Keep hiring bright individuals and the atmosphere will remain excellent. Not much more to say here it is a nice place to work.","K429N"
"992","Work closely with Professors and you get to know a lot of your peers. Hours can vary a lot depending on the week.. NA","S918I"
"993","Very relaxed atmosphere. The boss is considerate and understanding. It's a great job to study at.. People take off shifts so often and don't try and get them covered, it leaves the workers that do show up stretched pretty thin.. Continue to alleviate the above mentioned problem. Crack down on slackers.","N300Q"
"994","Best group of individuals I have worked with.. The quality of the leads are the worst. You are given 5 to 6 leads ever morning to run but they are the worst quality leads possible.On one is expecting you and are are expected to close a sales on one sit. spend some money on quality leads","X548R"
"995","Good benefits and some people are nice to work with. Office, break area and parking area are all very nice.. Blatant favoritism for employees in the golden circle. Lack of qualified leadership in some areas. Unqualified people are sometimes promoted which makes everyone's job harder.. NA","F708G"
"996","100% benefits pay for employees. Higher than Average wage (Don't be fooled-it's not worth it). Upper Management makes up the rules as they go. If you're good at brown nosing - go for it - if not, watch out! Please get everything in writing as management changes polices without batting an eyelash - of course to their benefit. There is no employee handbook because things change so fast, they would always be creating a new one. If you question policy, you are out.. Be honest. Don't cheat the employee. Don't act as a bully.","X298W"
"997","Nice location, good environment, balance team.. Poor public transportation, few restaurant. NA","S402V"
"998","Easy going atmosphere. Great pharmacists to work with. Manager is flexible with school schedules.. None. This is a great place for student intern experience.. None","L785I"
"999","Only one, that too for flexible timings.. Few seniors exploited in the past and also exploiting currently juniors (in both physical and mental form), and always management has suppressed it, instead of taking action against seniors. All of your growth, salaries, benefits, etc. depend on your manager. Neither in place any employer ethics nor any employee welfare, just running behind money and projects. If you want to grow non-ethically, this is best company I have ever seen in my life time.Coming to other benefits they provide, none are not actually great as they claim. Few are Conjusted Office, Not enough toilets, old IT team, not useful HR team etc.. Seniors are exploiting innocent juniors physically and mentally. Money can be earned later.","X873T"
"1000","The salary and location are great.. Lack of leadership, organization, communication, morals and accountability, especially from management.. NA","J621K"
"1001","The leadership is flexible, supportive, and all around appreciative of your education/work balance.. Advancements for student positions aren't incredibly compensated, but the work doesn't call for extreme responsibilities either.. The work environment is near the top of any I've ever experienced. Improved wages for employees that exceed expectations would be one recommendation I have.","W994Z"
"1002","Great flexibility, work your own hours, independent. Great place to balance work and personal life.. Flexibility comes at the cost of recognition, annual benefits.. NA","C783I"
"1003","lots of things to learn as a recruiter.get chance to be connected with clients directly.good incentive if you work hard.. No as such if you are a hard worker.Not a good place for lazy people.. Nothing","G531V"
"1004","What sets REDACTED apart from other search firms is the responsibility, learning and growth that people get here from the Day 1. If you are a fresher and want to learn Recruitment for top product companies in India, then REDACTED is the place to go!!Salaries are also better than most of the Search firms. In last 3 years there was not a single month when salaries came later than 5th of the month, usually between 1st to 3rd only.Work pressure and project deadlines are there in every company nowadays and REDACTED is no different. My lead was very supportive and gave me a range of positions according to my interest and expertise area.Management is flexible to employee issues and supports its employees at crucial junctures like Marriage, Maternity etc. Working from home option is also made available if required.Good, transparent incentive policy.. Cant think of much, have enjoyed working here in all aspects. Made lots of friends and had fun :)REDACTED will make you a true Recruitment Specialist. I think REDACTED should add more service verticals apart from Recruitment and give people tasks apart from recruitment too so that people can get holistic learning of HR area.Should bring more non-monetary awards and recognition strategies in addition to the existing quarterly and yearly awards.. NA","N215G"
"1005","Great ""kids"", relative autonomy for lesson planning and the myriad other things that are often over""managed"" by admin.. Great hourly pay BUT, they keep you under 18 hours / week so TU doesn't have to pay benefits, etc. = at full 18 credit teaching load = about, or less than, $500 / week take home. Try living on that in PhilaPA.. Figure out a way to pay teachers a living wage (higher wage, more hours, whatever ... )","V134N"
"1006","There is nothing positive about organization. Wayward management, high level office politics. Close the company and stop screwing people careers","Z423I"
"1007","Good benefits. Flexible hours. Relaxed work environment.. Unorganized. REDACTED is not good with standardization. There's a lot of ""recreating the wheel"". Though it's a big company, it feels like a one man show many times.. NA","C411X"
"1008","Great work life balance, opportunity for growth. Should improve on the benefits. NA","G528Q"
"1009","Nice people that care about customers. Not much in raise or benefits. Be more hands on and up front","M189V"
"1010","The company was founded by a truly talented visionary who started his career as a paramedic. He knew and understood the business. He inspired and motivated the employees.. After the company was purchased the founding CEO was fired and the company's vision was immediately changed. Top heavy management did not appear to be cooperating and unified. The original focus became clouded with a multitude of service lines and divergent interests.. Focus on the core offering and become the market leader. Don't try to compete in other related verticals. It misaligns resources, raises overhead, and waters down what truly made the company great and a leader in the industry.","X715K"
"1011","Decent pay offered and no case studies during interviews. Most employees have some industry experience in field.. REDACTED culture clashes with PwC's work culture. Less strategic and more operations/implementation type of work. Poor administrative and HR resources.. NA","P443Y"
"1012","You get to work with some very smart people and the tendency is to get a lot of autonomy if you do your job well.. No opportunity to work remotely in my area. There is no standard policy for it.. NA","T543U"
"1013","- Working with REDACTED has improved myself to become much better person than before.- REDACTED provides growth opportunities for both self and company, provided that you put sufficient effort as your investment with the company.- Office facilities includes gym and swimming pool ( Hotel Grade! ).- Located near to shopping mall, top universities, and Buona Vista MRT. Always expect that working as consultant will reduce your personal times.. NA","A584Q"
"1014","You can stay forever with minimal efforts.Life is relaxing in support specific projects here.Heaven for managers.. Low salaryNo hikeNo promotiongoing 1 level above will waste your 5-6 yearsNo growth opportunitiesMinimum stabilitysmall small project contracts will make your life completely unstable. Kindly focus on your key employees & promote them to retain with you. Timely promotion or salary hikes can lure them to stay but unfortunately none of this is being focused currently except acquisitions or migrations. I would strongly ask REDACTED management to focus on there employees else you will lose your true dignity.","A494S"
"1015","Good for people that can work in a high pressure environment where the revenue at close is small and is expected to occur in the first sale with a business analyst appearing on site e company the very next day.. Frustrating for people that receive lead generators that do not actually make contact with the account that you will be making an introductory call the next day (they send you a sheet with a time on it and the ""owner"" that they have contacted them and they are expecting you at a stated time and date stated on a form. In my case this was inaccurate 85% of the time. So, if the egg comes before the chicken, your opportunity for a sale decreases to near zero.Also, in my case, I had zero training from my manager, his assistant and the area manager,, something I was promised would occur before I took the position. Hire people that are accustomed to small dollar sales and single call closes.","G540R"
"1016","Work life balance;Work environment;Salary could be worse;Opportunity for progression.. Salary could be better;""Who you know not what you know"" culture lingers;Only 24 days paid holiday.. Aim to recruit people that know what they're doing and not simply the best sellers.","W433C"
"1017","Really good company to work for.. Not much else to say.. NA","V227Z"
"1018","Good variety in work at hand at blue chip clientsBenefits overall are the best in the consulting business - no co-pays, generous allowance for things like eye wear and so forthGenerous vacation allowance and open policy in terms of travel and location of home base. Work life balance is hard to manage on short engagements that are typical here. Sometimes alignment of internal politics plays a bigger role in terms of career advancement than client satisfaction.. Open to new ideas and put in place a more objective performance review process","U661R"
"1019","Good people to work with and a constant learning environment is one of the most special facts of this organisation. Salary is not as per industry standard. NA","L109O"
"1020","Talented people with a talented leader. Great culture! Good for high performers.. Training could be improved. Good tools. Research is good, but having difficulty in keeping up with growth.. Stay on the current path! Good people, Good progress, Good leadership!","Q854R"
"1021","lot of opportunities and scope for networking. bit stressful at times and gets hectic. NA","A177M"
"1022","If you are looking for an excellent experience in testing life cycle and procedure, this is the best place for that. Salary raises policies are not as good as you expect. NA","B181U"
"1023","Good learning experience for freshers, multiple projects to work on, good peers, good brand name. None I could think of. Great management, pleasure to work with senior guys, high ethics","H335Y"
"1024","REDACTED is a true meritocracy. If you are a top management consultant, you will be rewarded with challenging work and appropriate advancement.. REDACTED does not have the best brand in the business. You may find that you have limited growth options outside of consulting if you try to leave REDACTED, but at least you will be well-compensated and well-respected by your clients while you are there.. Just be open and forthcoming with your thoughts at all times. If you want people to stick with the firm all the way to Director/Partner, you have to educate people in the firm on what it means to be a REDACTED Director. You need to set the standard and demonstrate in every possible why REDACTED is the premier management consulting firm out there.","F871Y"
"1025","Great people, great culture, great work-life balance. Not that big, not much to do. formalization","F611D"
"1026","People were great. I really liked working in a team environment.. No room to go permanent. Only temp job.. None","W754Z"
"1027","Office based consulting firm that doesn't require significant travel and also allows for collaboration. Very talented individuals with a common goal.. Work life balance is your own responsibility and must be actively communicating your personal requirements. Highly structured mode for advancement.. Continue to address needs of incoming generation of consultants.","M495T"
"1028","Health working environment, on time salary, highly experienced team , fun activities and corporate culture are the key specialties of the REDACTED which helps in staying longer..... Plus and minus are everywhere but as such I didn't find anything ..................... NA","A676C"
"1029","People treat you very well. We had access to all levels of the organization. We were like a big family.. As any consulting firm, a lot of work. Sometimes, they hold your promotion or assign you in a project that is not the best option for your personal development.. Try to create with the employees a clear career plan strategy.","Z832D"
"1030","REDACTED has great people. Nearly everyone is helpful, wants you to succeed and will encourage you to be successful, which can be rare in the consulting industry, generally. I worked on extremely interesting projects during my three years at REDACTED, and was very happy with the level of responsibility I was given. Additionally, work life balance is valued (maybe not compared to a corporate job, but compared to top management consulting firms) and there is a good amount of vacation time. Management is excellent and has great communication with employees - I always felt like I knew what was going on in the business and what the strategic direction was for the firm.. My biggest drawback is the lack of name recognition. This is something that REDACTED has been working on, but it can be very frustrating, both for selling work and for selling yourself (be it on a resume, with others, etc). For people who know the firm, REDACTED always has a stellar, shining reputation and people are impressed to hear that you work there. However, most will not know the firm. Secondly, project staffing can be somewhat subjective. It takes a good deal of internal politics to ensure you are staffed on the types of projects you want to work on.. Involve lower levels in the staffing project and ramp up campus recruting to help with name recognition.","E184V"
"1031","Great company with great upper management.. varying hours during the week, not a traditional schedule.. NA","L399G"
"1032","Interessantes Arbeitsumfeld, interessante Aufgaben / Projekte, sehr gutes Team, keine Nacht- und Wochenendarbeit, sehr gute Bürostandorte, innovative Themen, nette Events. auf die Dauer ist das Reisen (4 Tage die Woche) anstrengend, keine iPads. Konsequenteres Einfordern von Ergebnissen von Nichtleistern","R467H"
"1033","Vast scope for innovation and new technologies.. The staffs are yet to adopt to new technologies. Not very efficient working on softwares.. More time must be spent training the employees. Actively participate in university recruitment.","N931C"
"1034","Good environment,less politics compared to others, good working atmosphere,guidance and support through out.. WORKING ON ALTERNATE SATURDAYS the only cons.. GIVE OFF ON SATURDAYS","I647M"
"1035","No onsite corporate manager. DoD GS civilian supervises contractors. Hires prior Navy who were in finance ratings such as DK's PS's and PN's.. The pay is low and should be between $ 23-25 per hour for the type of specialized job that is being done. They only reason employees receive benefits are because of unionized collective bargaining agreements.. raise pay to at least $ 23 per hour.","U935Q"
"1036","when you leave the company you feel like you make it through another day. people are toxicpay is lowcompany in bad location. good luck you will need it","N651O"
"1037","Ambiente agradável, equipe unida e sempre solicita às demandas para aprendizado. Plano de carreira extremamente mal estruturado, poucos sócios, sem remuneração variável e remuneração abaixo do mercado.. Estruturar um plano de carreira.","V424Y"
"1038","I have worked with some of the most intelligent and motivated colleagues. Top management and leads are very helpful and always approachable. Well streamlined work flow. Information about work, policies, clients and requirements is very easily accessible, no hidden doors. Open environment, freedom to choose requirements from the pool. Huge list of senior requirements from IT and Non-IT domain both. Transparent incentive policy, you can yourself calculate your incentives. Employee friendly and encouraging work culture. Leads always encourage to take more responsibilities and exposure. Steep learning curve. Performance driven culture, no politics or favoritism, your work speaks for you !!. No negative at all till now, REDACTED is one of the top recruitment companies in India. Keep growing !!","K894N"
"1039","- Learn Recruitment industry from scratch- Get Strong Networking- Freedom to choose the client to work on- Friendly environment- No Politics- Open door policy from Management- Quality Training, Its hectic but we get to learn time management- Other consultancies hires you immediately if you are from REDACTED, Definitely a better place to get in and learn.. - Flat Hierarchy. (Positive side: Lot of gaps to fill in, if you have the ability; growing up the ladder is easy)- Infrastructure; Software, Chairs & Desks need to be modified/Changed to provide more comfortable environment to work for long hours if needed... Just work on the Infrastructure, rest all things are better than other companies.","O594J"
"1040","Great company to work for!. I can't think of anything.. Keep on supporting your team members.","I929B"
"1041","Pay is good, benefits not best but ok.LOTS of different shifts.Nice break room.Plenty of parking.. Very stressful and clique-y.Management tends to disappear for hours - all of them at once.Several team leads have no social skills so better to promote then have them speaking with customers.. Too many chiefs, not enough indians.Time for the ""leads"" to do some actual work.","V962M"
"1042","Okay to work for experienceWork Culture is OkayNo MNC kind of pressure. No long term scopeNo extra benefitsNo management or administration. Stop running after more and more profits, that you forget keeping the employees happy ! (Or even a bit happy .. for that matter)","R869X"
"1043","REDACTED is surround by a lot postive history, a loving active community. From REDACTED to the street Templ know you by your name.. I can not think of any cons. If I haf to say something then I would say no matter what conner you walk to you will always find someone that you know.. NA","V662P"
"1044","Ardent really does have the answers to government requirements. Their team of professionals are experienced GIS/Situational Awareness IT SME's. In addition, the principals at Ardent are the best in BD that I have ever seen or had the opportunity with which to work. These characteristics set Ardent apart as a highly regarded, trusted government contractor in GIS/SA/IT solutions.. Very hardworking team which can sometimes be difficult to maintain a work like balance.. NA","T354M"
"1045","more of a consulting shop. Bad Management, Bad Benefits, consulting/body shop. NA","H893O"
"1046","People - they are smart, hard working and incredibly nice. You will make friends for life.Flexibility - IF you are a top performer, mgmt will bend over backwards to make you happy: including personal stuff (leave of absence or sabatical), and ability to influence what projects to work onStepping stone for great job at client - do well at your client and get hired by them...and skip ahead on the career ladder (relative to your friends who graduated with you and went to work directly for the client). Esp if you want to stay within the technology org for your client - the brand name typically carries respect.Travel / food - similar to other consulting firms, you will travel to interesting places and always eat very well. Also, work for the fun partners and you'll go on some legendary boondoggles.. Work life balance can be pretty warped. Highest priority is delivery - your personal life will be sacrificed. Of course this varies by partner / team / client. I know several ppl who had a great work/life balance...but the higher up the ladder you go, this disappears pretty fast. Anyone at manager and above is going to be working their bu** off...at principal sleep can be optional.. A) You need to be more transparent about the decisions you makeB) You need to get rid of the partners that consistently rank low on the 'people' dimension. You know who they are. Just because they bring in business is not a reason for them to abuse their teams. In the long run they are killing the culture and bleeding the firm of talentC) CEO has great intensity, knows the firm and culture extremely well and has the right integrity/ethics...but he is NOT the leader who is going to grow the firm. First, he takes about three times as long to explain something as is needed (both oral and written). Most ppl tune out when he starts talking. He's simply not inspirational. Second he's had his chance...there has been no growth from 2005-2008.. Pls don't blame the environment - that is only relevant in 2008.Full Disclosure: I continue to be a shareholder and think there is a big market for REDACTED's services and potential upside for the stock.","A766Q"
"1047","lot of fundamnetal learning and hand holding. atomosphere not at all conducive to grown. initiate an open source culture","F487R"
"1048","Flexible hours and vacation, food stocked, occasional company lunches or events. Friendly coworkers willing to help you as long as you can carry on your own too. Company will encourage and pay for certifications.. Direction of the company is aimless as priorities shift or reverse course frequently. Culture is poisoned with negative attitudes and compromises of core values. Personal growth opportunities become limited after a while. Management is slow to react and has trouble understanding how people feel about work stresses. There is minimal focus on intangibles when evaluating employees.. You must find a way to be more proactive and forward thinking and less reactive.Get a clearer vision for the company. When you try to be everything for every customer, and bend over backwards/change company processes/priorities at a whim to do so, you sacrifice true excellence and end up with confusion and mediocre work.The CEO must be more trusting of his team, their abilities, and experience, and be more clear and consistent in his expectations. Ultimately, he should be more willing to take more chances with letting his team take the lead in an area instead of trying to personally micromanage all areas.","O948K"
"1049","Flexible, Productive, Fun, Diverse and Challenging. Can be very hard work, but it is worth it. NA","P619W"
"1050","Some really great people who really care about the company.. Only chance of promotion is through favoritism. Corporate is a mess, a bunch of idiots who do anything the CEO tells them.. NA","X112H"
"1051","Super nice colleagues, great partners, interesting projects, lots of travel, good compensation. few clients, unclear career track. NA","Q102L"
"1052","Good place to get project based consulting assignments with some great clients and the staff is friendly. Pay is reasonable for the roles.. Very limited number of assignments available. One acct exec is challenged in the communications department -may be afraid of having conversations he believes will not be well-received - I can't imagine that's easy being in staffing (perhaps part of the reason they don't have more assignments??). Many of their assignments include NO BENEFITS - so you're on your own even though you're technically a W2 employee.. Good luck! It's a rough time to be in staffing.","I695P"
"1053","Motivating managers, fun work atmosphere. The job advertisement was NOTHING like the position itself. Honesty goes a long way","V144K"
"1054","Pays for professional liscenses and all required continuing education. Great corporate office support in Accounting, HR, AP, A/R. Expanding at very fast rate, almost too fast due to excellent relationships with developers and business acumen of Division Presidents. Excellent compensation. Community Managers have a lot of freedom to pay employees adequate wages. Cannot attest to corporate office compensation but Community Managers are paid well and the Community Manager is the biggest decision maker in what their operations employees are paid, so any complaint from other reviewers about pay need not be directed at Corporate office but to the Community Manager. Very good insurance, 25% match on 401k. Good opportunity to move around the country.. VP's are the Regional Operations Directors and are spread WAY too thin. Cannot maintain adequate connection to all communities and do not provide enough support to Community Managers. No corporate game plan to deal with troubled communities, those with major issues out of the control of management. Community Managers are then left to their own devices rain or shine. As the VP's are spread too thin, when problems arise, they do not have the time to assist and so out of self preservation, and being the sole connection between the Community Manager and upper management, they are forced to misrepresent the situation to upper management. As stated above they are expanding maybe too rapidly and the pressure is all on the Regional VP's. Not enough employee connection events. In time with company there was only one employee event, an hour of appetizers and a couple of drinks at a restaurant. Know that if you are hired as a CM, you are on your own. 98% of communities were acquired in development phase and because of this they are able to set operations up for success right from the start but unless the issue is addressed, the have no business bringing on troubled or existing communites because they dont know how to deal with them.. Do not spread VP's so thin. Develop specific game plan for dealing with existing troubled communities, and train VP's in this methodology. In Community Management there will always be these communities. Don't just automatically take on the business, evaluate whether they can ever be successful or successful enough.","K779V"
"1055","its an opportunity for Learning,Career Growth,work culture,infrastructure,management. the following areas can be considered: performance upgrading,meetings,weekend celebrations. not now","U191S"
"1056","entrepreneurial, high-powered, relaxed, informal, lots of fun, different personalities among senior management. probably a bit too unstructured, especially among senior management and for internal processes. NA","D243B"
"1057","Great place to work. Management making solid effort to continuously improve the employee experience.. Client locations are diverse, and it isn't frequent that we get to interact with different people from around the organization.. NA","Z360L"
"1058","Good people to work for. Challenging opportunities.. There is more traveling than I wanted.. NREDACTED","A543X"
"1059","Great people. Flexible hours. Fun work environment. Long history. Lot of wisdom in these walls.. Highly locked into niche markets and contracts. Investment in people and infrastructure is minimal at best. Skeleton crew IT dept with hardly any company-wide tools and technical resources. Extremely conservative financially.. Invest in your people and infrastructure","Y276D"
"1060","Very open-minded and flexible structure. Quick decision-making. Friendly team and in-house atmosphere.. Nothing negative so far. Right attitude to the staff.. Keep doing your good work.","P314Z"
"1061","a good plays to workInterestin tasks. sometimes not structured....takes a long time to do anything. NA","E243Q"
"1062","If you can survive with not being paid long enough, they will offer to tramit your Green Card. Invalid contract: Check first if you will be signing an ""at will"" contract: they will make you sign a penalty of thousands in case you want to leave them before X months (even if they stop paying you). Totally nonsense.When they hire you they don't inform you they'll pay you only when you're added to a project, so you can spend months of ""training"" (which pretty much refers to receive calls from vendors) without receive the money offered on the contract.Crazy accomodation: If you are a foreign, you will be offered with accomodation, but please note that this will be many people in one single bedroom. If you're not cool with that, think twice.. Be professional, don't ""omit"" information, is the same as lie to your employees.","O678P"
"1063","Lodestone ist ein nettes Unternehmen zum Arbeiten. Das Schlimmste ist, dass sie von REDACTED gekauft wurden. Kümmern Sie sich besser um Ihre Mitarbeiter","O562Q"
"1064","Selbstständiges Arbeiten oft ohne klaren Weg und ohne klares Ziel. Die Arbeit an sich machte trotz allem bis zum bitteren Endr sehr viel Spass.. Unzumutbare Führungskräfte wo null hinter den Mitarbeitern stehen.Abarbeitung von Regelqartungen standen vor allem. Es erweckte den Anschein, dass an der Erfüllung der Regelleistungen die Prämie der FK berechnet wurde. Den Mecker der Kunden waren die MA vir Ort ausgesetzt. Anfangen sich auf das wesentliche zu konzentrieren und merken dass es eine 100% DB Konzerntochter ist.So sollten Konzernunternehmen auch vor diversen Drittkunden (z.B. eine Bank ohne DB davor) gestellt werden","S958R"
"1065","Great experience. Could not be a better environment to put my PM skills in to practice. Opportunity to grow but again great experience. NA","Y416C"
"1066","Sicherer Arbeitsplatz, gutes Gehalt und gute Sozialleistungen. Arbeitszeiten sind stressig aber ok. NA","J876M"
"1067","Very flexible and very good pay for students on campus. I was also able to complete homework during work hours. No cons. This is a great option for students trying to make some extra money while in school. Talk to your advisor and they will point you in the right direction. Keep it up","Z151A"
"1068","My time with REDACTED & REDACTED Construction was eventful and enlightening. I learned a lot as a laborer and form setter that I can appreciate the work that concrete layers do. This is a job for those who do not seek to further their education. They can learn the business within a year or two and become supervisor with the company. There is a lot of hard working people in this company.. There are a lot of perverts and sickos. You also have to be at the company at 5:30AM and they do not start paying you until 7:00AM no matter in your at the job location or still driving.. Always set the example, and repeat the goals and the objectives of the company constantly.","Z157B"
"1069","Terrific work life balance for a consultant and lots of learning opportunities provided. A well-rounded consulting experience and lets you hit the ground sprinting!. Multiple deadlines with tight time-frames due to servicing multiple clients at a certain period of time.. Keep up the great work culture of putting employees first!","Z299O"
"1070","Involving in large projects with a lot of opportunities to learn.. Having not flexible working hours. NA","O909C"
"1071","Flexible work hours, day care and grocery centres, 6 months leave for personal and education purposes.. For me, REDACTED is equal to great opportunities. They have great opportunities, amazingpackages, job description and the most important thing reviews about the employers.. NA","D976F"
"1072","REDACTED was a good place to work and would recommend.. Desert Mountain was a long commute.. I do not have any advise.","R616P"
"1073","Clearly an environment that encourages learning. Team from good reputed schools and employers, good opportunity to learn from fellow team members. Opportunity to work across industries, across geographies (international) and different kinds of consulting work. Work intensity is high - but that is part of the learning. Also most projects require high travel intensity, which can be difficult at times.. Make the traveling part of the job more fun for the consultants - encourage them to visit places, have team get togethers and build more bonding. Its good for the company","G448C"
"1074","paycheck always there and on time. low pay, treated with total disrespect for abilities and experience. fire maintenance supervisor","D304X"
"1075","Get to work in different fields, a lot of responsibility will be given to you, good support from your seniors. Management is does not look well after ther regional office , there is a lot delay in salary and a lot of office politics. The things agreed in Interview should be met, did not get my full and final settelment even after writing several mails","C411B"
"1076","Good experience. Meet great people working in community associations.. Advancement opportunities are passed on ""favorites. "" Pay is low. Bad management.. Promote based on skills and performance. Raise pay. Treat employees equally.","J869J"
"1077","The diversity of clients has the potential to be suitably interesting for just about any employee. In terms of client management, the challenges are a great experience. All employees are treated fairly and equally.. Internally the company suffers from poor communication and antique methods of information management. This can result in severe outward-facing missteps that are 100% avoidable. There are no opportunities for career development at this company. If you work here for 2 years or 20, you'll be in exactly the same spot.. Management needs to modernize their internal client management process as well as their scheduling system.","B630U"
"1078","The people are very nice. The corporate atmosphere is very relaxed and non intimidating.. Slow growth in the Vancouver market. Need more inside promotions rather then hire from outside","U303E"
"1079","Scope to learn, variety at work, Challenging work environment, builds self-confidence, diverse client groups. Hectic work schedules and limited work resources. Need to strengthen business development","Y460S"
"1080","A lot of young and driven people, fun to work with. Projects are diverse and stimulating.. Consultants may or may not get the ""fun"" assignments. Project duration can be long.. Reward people for their contributions and don't oversell the company too much.","J510W"
"1081","A great place to work! A family type atmosphere with great rewards for hard work. If you’re motivated you will succeed at this company.- Great benefits-Bonus program-Company outings. Not many come to mind. NA","N792N"
"1082","REDACTED Management Consultancy is an executive search and recruitment solution provider and work in strategic partnership with clients to source, screen and select the right candidate for for its esteemed clients in different verticals and functional domains pan India.REDACTED provides seamless, consistent and high quality global talent management services to the clients, specializing in Production, Operations, Human Resource Management, Finance and Accounts, Supply Chain Management, Marketing, Sales, banking and capital market, BPO, KPO, ITES/IT.. Competitiveness in the industry. Customer retention and new customer acquisition.. NA","K257X"
"1083","Great community. Everyone tries their best to include you in the OU family and takes time to get to know you. Football school so people bond over that and other sports. Great services and benefits through the HR department and the city of Norman is very diverse and has everything you'd need to live.. The Oklahoma weather and living in a state that doesn't seem to care for education (reduction in funding and opportunities) are by far the biggest negative. As a teaching assistant I'm not making nearly as much as I could be making at another institution.. Fight with President Boren to have the state support education as if they truly want this state to progress. Seems like everything they do lately is backward when we need progressivism.","N313X"
"1084","Good environment and work culture with good exposure to business realities and sector dynamicsWill give a close quarter view of how business ideas are conceived, nurtured and developed by giving you an opportunity to work with new-age startupsYou should seriously consider working here if you have an entrepreneurial bugA highly devoted and committed team of entrepreneurs that offer you a lot of learning. It's consulting on a dietIt's badly managed, it's a total chaos with no professional discipline, no proper reporting structure, no HR policies, poorly managed teams - almost headless chickens run on the whims of some in the senior leadershipThe senior leadership has no proper plan and agenda on what they intend to do with the placeThe senior leadership often meddles in the operations and rob you of the autonomy with their often unsolicited and inaccurate adviceThere's a perpetual financial instability. Salaries seldom get paid on time.Only the top management is allowed to speak. They'll have the first and the last word despite being unprepared and ill-informed.Dear clients,They have their own proprietary sham in which a few randomly tossed words put on a piece of paper get sold as brand blueprint - don''t fall for it!. Stop undermining creativity. It's the bedrock of marketing and branding. Consulting is run by people, not by machines, so start RESPECTING and valuing your employees. If you want this place to survive, start hiring wisely. Don't hire anyone and everyone. And then let those wise ones speak!","O906W"
"1085","Great benefitsLoved the students and facility. under staffed in the summer. NA","U910F"
"1086","They are a great team to be associated with. They always have your back. Mike Snyder was a great supervisor. You can call on any of them day or night, if they don't know the answer (which doesn't happen often) they will find out and get back with ASAP.. There are no cons that I know of.. Be careful of the contracts you take on. Make sure there is always an out when the contract becomes an unmanageable account.","B683J"
