,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"J661O","Finance","Z5440X",5,1,7,7,7,2,2,55163,5,55,2,2,2
"D767U","Finance","W7052V",4,2,6,6,6,4,4,55960,6,55,2,2,2
"R839M","Ethics","V1748V",5,5,7,6,6,6,6,59453,3,42,1,2,2
"R759O","R&D","V4859W",3,4,4,5,4,5,6,52640,4,29,2,1,2
"R114Q","R&D","X8503X",4,1,5,5,5,3,3,47657,3,23,1,1,2
"O760L","Health","Y9874X",4,3,6,5,5,4,4,126019,6,34,2,3,2
"A631K","R&D","V4859W",1,2,2,3,2,3,4,142783,9,54,1,3,2
"H722I","Health","X3361V",2,4,3,4,3,5,5,73901,9,27,2,2,2
"K408P","Finance","Z5080X",4,4,6,6,5,5,5,79125,10,41,1,2,2
"Y758K","Finance","W7052V",1,4,3,3,2,6,5,98701,0,47,2,3,1
"G960L","Finance","W7052V",1,3,2,3,2,5,5,47821,0,54,1,1,2
"T604B","Finance","Z5080X",1,2,3,2,3,3,2,54337,7,37,1,2,2
"O782V","R&D","W6837Y",2,3,3,4,4,4,6,46578,5,27,1,1,2
"Q504V","Health","Y9874X",3,4,4,5,5,5,6,77010,8,43,2,2,1
"B123R","R&D","X2508W",2,3,3,4,3,4,5,113235,3,25,2,3,2
"V692R","R&D","V4859W",4,2,6,5,6,4,3,53508,6,48,1,2,1
"A207O","Health","V3988Z",3,1,5,5,5,3,2,50415,0,27,1,1,2
"W887K","DSI","Y7924Z",4,5,5,5,5,6,6,74240,9,39,2,2,2
"I706M","Finance","Z5080X",3,4,5,4,4,5,6,140782,5,34,1,3,2
"Y709M","R&D","X2508W",2,2,4,4,4,4,3,48506,7,25,1,1,2
"D711A","R&D","V4203Y",5,4,6,6,6,5,5,146308,10,53,1,3,1
"S174V","Health","X3361V",5,2,6,7,7,3,,70871,9,41,1,2,2
"H686U","Finance","Z4040W",4,1,5,5,5,2,2,54213,7,38,1,2,2
"V633C","Ethics","W4935V",4,3,6,5,5,5,4,48179,1,27,2,1,2
"F197J","Ethics","V1748V",2,5,4,4,4,7,,72071,8,28,2,2,1
"F404M","Finance","Z5440X",2,1,3,4,4,3,3,52782,0,24,1,1,2
"K227Q","R&D","X8503X",1,1,3,2,2,2,2,57646,7,28,1,2,2
"R732P","R&D","V4859W",2,2,3,4,3,3,4,70905,9,46,1,1,2
"M205Z","Ethics","V5401Z",5,1,7,7,7,2,,86874,10,30,1,3,2
"P939A","Health","V3988Z",3,4,5,4,4,5,6,110609,9,32,2,3,1
"E725K","R&D","V4203Y",3,2,5,4,5,4,4,67258,6,29,2,3,2
"L303Y","Health","X3361V",2,3,3,4,4,5,5,45053,1,36,1,1,2
"D232U","Finance","Z5080X",1,4,3,2,3,5,5,54256,6,31,1,1,2
"U604W","R&D","V4203Y",4,2,5,6,6,4,3,120837,9,47,2,3,2
"J923B","DSI","Y7924Z",2,4,4,3,4,6,5,57599,0,49,2,2,2
"H352C","R&D","V4859W",4,5,6,7,6,7,,112827,0,43,2,3,2
"J331F","Health","V3988Z",4,1,6,5,5,3,3,153765,9,36,2,3,2
"O284G","Finance","Z4040W",3,5,5,4,5,7,6,55322,1,30,1,2,2
"R784N","Finance","Z4040W",4,5,5,6,7,6,6,65342,9,32,2,1,2
"C137Z","Health","Y9874X",2,3,2,4,3,5,5,70077,8,54,2,2,1
"D593W","R&D","X8503X",4,1,6,5,6,3,3,148196,9,55,1,3,2
"Z135Q","Health","X3361V",5,3,6,7,7,3,4,58079,1,29,1,2,2
"A542O","Finance","W7052V",2,5,4,3,4,7,7,57279,5,51,2,2,2
"S237G","R&D","X2508W",2,2,4,3,4,3,4,53359,5,22,2,2,1
"H670Y","Health","V3988Z",5,1,6,7,6,3,3,52897,3,44,1,1,2
"T682P","R&D","X2508W",3,4,4,3,5,6,5,56396,3,55,2,2,2
"A106H","Finance","Z5440X",4,4,7,6,5,6,5,54972,0,25,1,1,1
"O665R","Health","V3988Z",4,4,6,6,5,5,6,65558,9,33,1,1,2
"J142V","Finance","W7052V",2,3,3,4,5,5,5,46015,4,28,1,1,2
"A401X","Ethics","V5401Z",2,2,4,4,4,3,3,85910,5,22,2,3,2
"B212K","Ethics","V5401Z",2,5,4,4,4,6,6,74819,2,45,2,3,2
"V921R","Health","V3988Z",5,5,7,7,7,6,6,47229,5,41,1,1,2
"B342O","R&D","X8503X",5,4,7,7,6,6,5,56100,0,53,1,2,2
"K583U","Finance","W7052V",1,4,3,2,3,5,6,89393,9,22,1,3,2
"J771L","R&D","W6837Y",5,5,7,7,7,7,,56745,0,39,2,2,2
"U383E","Finance","W7052V",5,4,7,7,6,6,,45162,3,32,2,1,2
"D585U","Health","V3988Z",4,2,6,5,6,3,4,49606,6,32,1,1,2
"M145U","Ethics","V5401Z",5,1,6,6,6,2,,58001,0,29,1,2,1
"T178Y","Health","V3988Z",1,3,2,3,2,4,4,69162,9,26,1,2,2
"P417P","R&D","W6837Y",2,2,4,3,4,3,,45244,0,40,1,1,1
"U763I","Ethics","V5401Z",1,1,2,3,2,2,3,94014,10,32,2,3,2
"C855M","Finance","W7052V",1,3,2,3,3,4,5,46781,0,27,2,1,2
"V371A","Health","X3361V",5,2,7,6,6,4,3,56455,3,42,2,2,1
"P898S","Finance","Z5440X",4,3,6,6,5,4,4,111855,0,28,1,3,2
"W471L","R&D","V4859W",3,5,4,6,4,7,7,81802,10,48,2,2,2
"O730K","DSI","Y7924Z",3,1,4,4,4,2,3,79977,9,27,1,2,2
"J348N","Finance","W7052V",5,4,7,7,7,5,5,59226,6,49,1,2,1
"R430S","R&D","V4859W",4,4,6,6,5,6,6,107058,8,27,2,3,2
"G565H","Health","V3988Z",5,4,6,6,5,6,,107906,3,54,1,3,1
"P759C","Finance","Z5440X",5,2,6,6,7,4,4,89657,6,46,2,3,2
"O382F","R&D","W6837Y",3,2,4,4,5,3,3,48755,3,51,1,1,2
"P969B","Finance","Z5080X",4,3,4,6,4,5,4,59291,1,46,2,2,2
"D712B","R&D","V4203Y",1,2,2,2,3,3,3,59535,6,47,2,2,2
"P473E","Health","X3361V",5,3,7,6,6,4,5,80571,10,52,2,2,2
"V224V","Health","V3988Z",2,4,4,3,4,6,5,70190,9,33,1,1,1
"G352G","Finance","Z4040W",5,4,6,6,7,6,,46548,1,26,1,1,2
"B205H","R&D","X2508W",5,1,7,7,7,2,,69195,9,32,1,1,1
"R495D","R&D","X8503X",5,4,7,6,6,5,5,85250,8,42,2,3,1
"H429W","Finance","W7052V",5,5,6,7,7,7,,121174,10,23,2,3,2
"R740T","Health","V3988Z",2,4,4,2,4,6,6,53831,5,45,1,1,2
"V201V","R&D","X2508W",5,3,5,6,7,5,,49967,2,34,2,1,2
"E665E","Ethics","V5401Z",5,2,6,6,6,4,3,52073,2,35,2,1,2
"Q413U","Health","V3988Z",5,5,6,6,7,7,6,51457,5,42,2,1,2
"E428P","R&D","X8503X",3,4,5,5,4,5,6,54176,4,53,1,1,2
"I453S","R&D","X8503X",2,3,4,2,3,5,4,88785,1,42,2,3,2
"Y666C","R&D","V4203Y",3,5,4,4,5,6,,51037,6,30,1,1,2
"J788N","Health","V3988Z",4,1,5,5,5,3,2,68114,6,23,2,3,1
"Z276W","R&D","V4203Y",1,1,3,3,3,3,3,47275,1,34,1,1,2
"B236C","R&D","W6837Y",2,4,3,3,3,5,5,70868,8,49,1,1,2
"P813K","R&D","V4203Y",3,5,5,4,4,6,6,51286,1,36,1,1,2
"P896R","Finance","V1626X",5,2,7,7,7,4,4,58701,2,37,2,2,2
"A677D","Ethics","V5401Z",4,1,6,6,6,1,,95613,4,41,1,3,1
"U839X","Health","X3361V",1,4,2,3,3,5,6,63827,10,49,2,1,2
"E224E","Ethics","V5401Z",1,3,3,3,2,5,4,46631,2,38,1,1,2
"L393E","Ethics","V5401Z",5,5,6,7,6,7,6,49426,2,46,1,1,2
"R999N","DSI","Y7924Z",5,3,7,6,6,5,4,159375,8,32,1,3,2
"M172R","Finance","V1626X",5,2,6,7,7,4,,54642,6,45,1,1,2
"A611V","DSI","I511L",2,5,4,3,2,7,4,80813,9,40,2,2,2
"E184B","Ethics","V5401Z",4,1,5,6,5,3,2,56469,2,49,1,2,2
"W355O","Health","X3361V",3,5,5,4,4,7,7,55165,4,31,2,2,2
"I357Z","R&D","V4203Y",5,5,6,5,7,7,,50856,4,40,1,1,1
"G509Z","R&D","V4203Y",1,4,2,3,3,6,6,46721,5,55,2,1,2
"C340N","Finance","W7052V",2,3,3,5,3,5,5,96375,7,30,2,3,2
"J626Q","R&D","X8503X",1,4,3,3,2,6,5,50466,5,35,1,1,2
"Z781Z","Health","V3988Z",2,5,3,3,4,7,,82751,10,22,1,2,2
"G836H","Health","Y9874X",2,4,3,4,4,5,6,165356,8,44,2,3,2
"A583U","R&D","V4859W",1,3,3,2,3,4,5,53667,3,49,1,1,2
"H208W","DSI","Y7924Z",4,4,4,6,5,6,,50220,6,43,2,1,2
"B675I","R&D","X2508W",1,1,3,3,2,2,3,70418,10,54,1,1,2
"S642K","Health","Y9874X",3,4,4,4,5,6,6,113841,9,29,2,3,2
"F475P","R&D","V4859W",2,4,3,4,4,5,6,47914,4,24,2,1,2
"V933R","R&D","X2508W",3,4,4,4,5,5,5,102462,5,23,2,3,2
"X632O","Finance","V1626X",2,3,3,4,2,5,4,52488,2,43,1,1,1
"S790K","DSI","Y7924Z",2,5,3,3,4,6,6,58868,4,47,2,2,2
"O662F","Finance","Z4040W",2,4,3,3,4,6,6,167640,8,24,1,3,2
"P787R","DSI","Y7924Z",5,4,7,7,6,5,5,80657,9,53,1,2,2
"E194F","Finance","Z5440X",5,3,6,7,7,4,4,146609,8,54,2,3,2
"X767S","Finance","Z4040W",2,4,4,4,3,5,6,45723,1,46,1,1,2
"J666Q","Finance","Z5080X",2,3,4,4,4,4,5,85812,8,26,2,3,2
"Z344N","Finance","Z4040W",4,4,5,5,6,5,6,66044,8,22,1,1,2
"H573A","R&D","W6837Y",5,1,7,7,6,2,2,58879,2,42,1,2,2
"E510E","Finance","Z5440X",2,2,3,3,3,3,3,76501,0,27,2,3,2
"Q572M","Health","V3988Z",5,4,6,6,7,5,6,59689,2,29,1,2,2
"D857E","R&D","X2508W",4,3,6,5,6,4,5,49673,7,55,1,1,2
"P115L","Finance","Z4040W",4,3,5,6,5,4,5,119957,5,36,2,3,1
"D977B","Finance","V1626X",5,5,6,7,6,6,6,53443,4,32,2,1,1
"C656L","Finance","Z5080X",3,5,4,4,5,6,7,65898,3,22,2,3,1
"K203C","Finance","W7052V",3,1,4,5,5,3,2,55326,7,37,1,2,2
"S725Y","Finance","W7052V",4,2,6,5,5,4,4,53562,6,51,1,1,2
"U162J","Health","V3988Z",2,3,4,4,3,4,4,49550,4,36,1,1,2
"R715E","Finance","W7052V",5,2,6,6,7,3,4,100288,2,53,2,3,1
"I281W","Health","X3361V",3,3,5,4,3,6,5,123286,3,39,2,3,2
"S772F","R&D","X8503X",1,3,2,1,2,6,4,150983,8,47,2,3,2
"Z515S","R&D","W6837Y",4,4,6,6,7,5,6,45275,3,50,1,1,1
"Z374X","R&D","X2508W",1,2,3,3,2,3,4,49459,0,46,2,1,1
"L524Q","Finance","Z4040W",4,1,5,6,5,3,3,58581,0,47,2,2,2
"S999X","Health","Y9874X",3,1,4,3,5,3,3,76728,9,46,1,1,2
"N364A","DSI","I511L",2,3,4,3,4,4,2,54895,6,54,1,2,1
"O974A","Health","X3361V",5,4,7,6,6,6,5,145066,3,50,2,3,1
"E183N","Finance","V1626X",1,2,3,2,3,4,3,101382,2,27,2,3,2
"W449B","Ethics","W4935V",3,5,5,5,5,6,6,48608,6,24,1,1,1
"W575H","Finance","Z5440X",4,2,6,5,5,4,3,47279,1,32,2,1,2
"B818D","Ethics","V5401Z",3,5,5,5,5,6,6,51446,1,53,1,1,1
"U835A","Finance","Z5440X",4,4,6,5,5,5,5,146445,5,49,2,3,2
"Z637U","Ethics","V5401Z",1,2,3,2,2,2,3,51320,6,37,1,1,2
"J471C","Ethics","V1748V",4,4,5,5,5,6,5,70214,1,42,1,3,1
"L725G","Finance","Z5080X",2,2,3,4,4,3,4,57691,6,33,1,2,2
"F667X","Finance","V1626X",2,3,3,4,3,4,4,54310,3,40,1,1,1
"S549D","Health","X3361V",2,1,4,4,4,3,3,52699,5,54,1,1,2
"H463H","Health","X3361V",3,4,4,4,4,5,6,45802,4,31,2,1,2
"H375C","Finance","Z4040W",5,3,7,7,7,5,5,58938,3,32,2,2,1
"F381L","R&D","X2508W",5,3,6,7,6,4,5,96418,1,30,2,3,2
"T815N","DSI","Y7924Z",1,3,2,3,2,3,5,45459,0,47,1,1,1
"M559Y","Finance","W7052V",5,1,6,6,7,2,3,104295,4,50,2,3,2
"R142C","R&D","V4203Y",5,2,7,6,7,3,3,53132,2,49,2,1,1
"B751D","Finance","Z5080X",3,1,5,6,4,3,3,62173,6,32,2,3,2
"F623T","R&D","X2508W",1,4,2,3,3,6,6,136710,10,51,2,3,1
"U733E","Ethics","V5401Z",5,4,7,6,7,5,,50606,0,25,2,1,2
"Q594E","Finance","W7052V",2,2,3,3,3,3,4,54987,2,27,1,2,1
"R678Z","Finance","Z4040W",5,3,5,7,7,4,4,47931,1,43,1,1,2
"B675U","DSI","Y7924Z",1,5,2,4,2,7,5,49767,6,22,1,1,2
"Z285A","R&D","W6837Y",1,3,2,2,3,4,4,86568,10,39,1,3,2
"Q658H","R&D","V4203Y",3,3,4,4,4,4,5,70814,0,52,1,3,2
"I972K","Finance","Z4040W",4,1,5,5,5,3,3,77852,7,31,2,3,2
"F939B","DSI","Y7924Z",3,3,5,5,4,6,5,65344,10,29,1,1,2
"H458A","Finance","Z5440X",2,4,3,3,5,6,6,105812,4,54,2,3,1
"F318I","R&D","V4859W",3,3,5,5,5,5,4,56499,4,37,2,2,1
"U941Q","R&D","X2508W",4,4,5,6,6,6,6,69323,8,22,1,1,2
"R990J","R&D","V4859W",1,3,2,3,3,5,5,75446,8,41,1,2,2
"F211T","Finance","Z5080X",5,1,6,6,7,2,3,132404,8,38,1,3,2
"Q732N","Ethics","V1748V",2,1,3,3,4,3,2,53688,3,31,1,2,2
"T344I","Finance","W7052V",1,4,2,3,3,6,6,73036,7,26,2,3,2
"E747L","R&D","X8503X",1,2,3,3,2,3,3,50382,2,48,1,1,2
"Z985L","R&D","V4859W",4,5,6,5,6,6,,46948,5,25,2,1,2
"F802A","R&D","X8503X",2,4,4,4,3,6,,47168,1,33,1,1,2
"N433U","Finance","W7052V",4,2,6,6,6,3,4,72043,10,38,1,1,1
"Q963I","R&D","X8503X",4,2,5,5,6,4,,65278,8,48,2,1,2
"Q144N","DSI","I511L",2,4,4,4,4,5,3,54674,1,48,2,1,2
"W213Z","Finance","Z5080X",2,3,4,3,4,4,5,51870,1,51,1,1,2
"C567X","DSI","Y7924Z",5,5,7,7,7,7,6,49310,2,23,1,1,2
"S215V","R&D","V4859W",2,1,4,3,4,2,2,146424,8,45,1,3,2
"N901E","R&D","X8503X",4,3,6,6,5,5,4,54602,3,48,2,1,2
"N988U","Health","X3361V",2,5,4,4,3,7,7,61265,10,55,1,1,2
"N791A","Finance","W7052V",2,5,4,4,3,6,6,51534,4,25,1,1,1
"D568T","DSI","Y7924Z",3,5,4,5,5,6,6,54551,7,29,1,1,2
"H826R","R&D","X2508W",2,1,4,3,3,3,2,81600,8,45,1,2,2
"X306J","Ethics","V5401Z",1,2,2,2,2,3,4,50223,2,36,1,1,2
"Q738F","Ethics","W4935V",3,1,5,4,5,2,2,53311,0,52,2,1,2
"D743O","Finance","Z5440X",5,5,7,6,6,6,7,111278,6,50,1,3,2
"W472K","Ethics","V1748V",3,5,5,4,5,6,6,113820,4,33,2,3,2
"P242W","Health","V3988Z",1,5,2,2,2,6,7,45337,0,33,2,1,1
"N202M","Finance","Z5440X",3,4,5,5,5,5,5,76153,10,50,1,2,2
"V574E","R&D","X8503X",5,2,6,7,7,4,4,119299,0,37,2,3,2
"S481J","Health","Y9874X",1,3,3,3,3,5,4,137129,5,41,2,3,2
"J749N","Health","Y9874X",4,1,5,4,6,3,3,127659,4,34,2,3,2
"V903G","R&D","X8503X",2,2,4,3,3,4,3,45746,4,49,1,1,2
"M518G","R&D","V4203Y",4,1,6,5,5,3,2,59210,7,24,1,2,1
"R136V","Health","Y9874X",2,4,4,3,4,5,5,143115,8,22,2,3,2
"T997V","R&D","V4203Y",4,2,6,5,5,4,3,48632,0,37,1,1,1
"G137I","R&D","W6837Y",4,5,6,5,6,7,7,132730,9,30,1,3,2
"R164O","Finance","W7052V",5,1,7,7,7,3,2,54709,4,31,2,1,2
"C260T","Finance","Z4040W",1,3,2,2,2,5,5,57736,3,46,1,2,2
"S607Q","R&D","V4859W",5,3,7,6,7,4,4,111201,9,32,2,3,2
"W755K","R&D","X8503X",2,5,3,4,3,7,7,48175,0,30,2,1,1
"T101E","Finance","Z4040W",4,5,5,6,6,7,,71981,8,33,1,1,2
"C110O","Finance","Z4040W",5,3,7,6,7,3,4,48934,0,50,1,1,2
"U527H","R&D","X8503X",4,2,5,5,6,3,3,109740,2,32,2,3,1
"W645X","Ethics","V5401Z",3,3,5,4,5,4,4,86013,5,32,2,3,2
"A248T","R&D","W6837Y",1,5,2,2,2,6,6,84452,1,35,2,3,2
"Y490B","Ethics","V1748V",5,5,7,6,6,6,7,92518,7,54,2,3,2
"D561B","R&D","X2508W",3,1,4,4,4,3,2,68617,10,50,2,1,1
"F326P","R&D","X8503X",1,2,2,2,3,3,3,49313,4,23,1,1,2
"J165O","Ethics","W4935V",5,5,7,7,6,6,7,52767,7,31,1,1,2
"H801H","Health","X3361V",2,2,3,4,3,4,3,45789,5,49,1,1,2
"Q255O","R&D","V4859W",5,5,7,6,6,6,,83993,2,33,2,3,1
"G103K","Finance","Z5080X",4,2,6,6,5,4,3,53167,2,23,2,1,1
"C540C","Health","X3361V",5,5,7,7,7,6,,56927,6,31,1,2,2
"S431F","Finance","Z5440X",5,4,6,6,7,6,5,51766,4,35,1,1,2
"O505X","R&D","V4859W",5,4,6,6,7,6,,74009,10,24,1,1,2
"C451D","R&D","V4203Y",1,3,3,3,3,4,5,46649,1,35,1,1,2
"J829Z","Finance","Z5080X",5,5,7,7,7,6,,57879,7,53,1,2,2
"V121N","Health","X3361V",1,2,2,2,3,4,3,112922,4,33,1,3,2
"J981T","Finance","V1626X",2,2,4,3,5,4,3,88992,4,37,2,3,2
"Z687Z","Finance","Z5080X",4,1,5,5,6,2,3,67301,8,46,1,1,2
"Y391U","Finance","Z5440X",2,5,4,3,4,6,6,51313,5,36,1,1,2
"N577J","R&D","V4203Y",3,3,4,5,5,4,5,58065,7,32,2,2,2
"E832V","R&D","X2508W",2,5,3,3,4,7,7,57618,7,29,2,2,1
"Q618X","DSI","I511L",2,4,3,4,4,5,3,53429,0,31,1,2,2
"Q202U","Finance","Z4040W",4,1,5,6,5,2,3,79123,1,27,2,3,1
"J716P","DSI","Y7924Z",3,5,5,4,5,7,6,140748,5,37,1,3,1
"L139A","Health","Y9874X",2,3,4,4,3,4,4,160814,9,37,2,3,1
"J504V","R&D","W6837Y",5,4,7,6,7,6,6,167244,10,40,2,3,1
"D633K","R&D","V4859W",3,4,4,5,4,5,5,80891,6,37,2,3,2
"P414I","R&D","V4859W",2,1,4,4,4,3,2,53056,6,28,2,2,2
"S271O","Finance","Z4040W",5,5,7,6,6,7,7,46619,5,44,1,1,2
"U571P","DSI","Y7924Z",1,2,2,3,3,4,3,114150,3,47,1,3,1
"G821L","R&D","W6837Y",2,4,3,4,4,6,,47832,3,43,1,1,1
"U221Q","Health","X3361V",5,4,7,7,7,6,,50428,0,23,1,1,1
"T348Z","Ethics","W4935V",1,5,4,2,2,7,7,139447,1,39,2,3,2
"M628Q","Health","Y9874X",5,5,6,6,7,6,7,92701,4,29,2,3,2
"K926I","Finance","W7052V",5,5,6,5,6,6,,48832,0,40,1,1,2
"G660F","Finance","Z4040W",2,2,4,3,3,3,2,47778,1,50,1,1,2
"F878H","Finance","Z5440X",5,1,7,6,7,3,3,76870,9,37,2,2,2
"E436I","R&D","V4859W",1,5,2,3,2,6,7,165689,8,28,2,3,1
"N189H","Health","Y9874X",4,5,6,6,5,6,7,59433,4,40,1,2,2
"N745S","Finance","Z5080X",3,2,4,4,4,4,3,76212,10,48,1,2,2
"S379S","Finance","W7052V",4,3,6,5,5,4,,46749,4,51,1,1,1
"P965O","Finance","Z4040W",2,3,4,4,5,5,5,98500,0,55,2,3,2
"B311T","Finance","Z5080X",4,5,6,5,6,7,6,56348,0,51,2,2,2
"S131R","R&D","W6837Y",2,2,3,3,3,4,4,143777,9,46,2,3,2
"N295O","R&D","V4859W",5,5,6,6,6,6,6,108513,0,52,2,3,2
"F709T","Ethics","V1748V",4,4,5,5,5,5,6,57150,2,53,1,2,2
"V369E","Finance","Z4040W",1,4,2,3,2,5,5,51191,7,38,1,1,2
"X996U","Ethics","V5401Z",4,1,4,5,6,2,,54540,5,53,1,2,1
"X169W","Finance","Z5440X",5,5,6,6,6,7,7,57202,1,41,1,2,2
"C194M","Finance","V1626X",1,3,3,3,3,5,4,51967,4,51,1,1,2
"P517U","Ethics","W4935V",3,1,4,4,4,3,2,54050,2,54,1,1,2
"J634E","R&D","W6837Y",4,4,6,6,6,5,6,53199,3,26,2,1,2
"M656L","Finance","Z5080X",4,3,6,5,5,5,5,68622,9,30,1,1,1
"L217H","Finance","Z4040W",5,2,6,6,6,4,4,65369,8,40,1,1,2
"A117X","Ethics","W4935V",1,1,3,2,3,2,2,80579,1,54,1,3,2
"F569E","Finance","Z5080X",4,1,6,5,6,3,3,101250,7,33,2,3,2
"J172N","R&D","V4203Y",1,2,2,3,2,5,4,56403,4,29,2,2,2
"G769W","Finance","Z4040W",2,3,4,3,3,4,3,147934,2,39,2,3,2
"B356C","DSI","Y7924Z",1,3,2,3,2,4,5,65707,6,38,2,3,2
"D871Q","Finance","Z5440X",5,2,7,6,7,3,3,70365,6,34,2,3,2
"L271M","Finance","V1626X",4,5,5,6,6,7,,54512,5,35,1,2,2
"S900E","Finance","Z5080X",2,4,3,4,3,6,5,54358,0,44,1,1,2
"U136H","R&D","X8503X",4,1,5,5,5,4,3,54702,6,38,2,2,2
"Y948E","R&D","W6837Y",2,3,3,4,3,5,4,57540,5,51,1,2,2
"G833F","Finance","W7052V",2,3,3,4,3,5,5,162504,10,44,2,3,1
"S838X","R&D","W6837Y",5,5,6,6,6,6,7,55916,7,35,2,2,2
"U684X","Health","V3988Z",1,4,3,2,3,5,6,75533,10,52,1,1,2
"A609Z","R&D","V4203Y",5,2,7,7,7,3,3,105538,7,31,2,3,2
"O673Q","R&D","X8503X",5,2,7,7,7,4,3,117968,3,28,2,3,2
"E145E","R&D","X2508W",2,4,4,4,3,5,5,46047,3,42,1,1,2
"X328D","R&D","X2508W",4,5,5,7,6,7,,120392,4,51,2,3,2
"B293R","Finance","Z4040W",5,2,7,5,6,4,3,45450,3,41,1,1,2
"F378E","DSI","Y7924Z",1,2,3,1,2,3,4,128790,1,48,2,3,1
"W320L","Finance","Z5080X",3,3,4,5,5,4,4,77412,8,36,1,3,2
"W469W","Health","Y9874X",5,5,6,6,7,7,,53329,4,45,2,1,1
"V789O","Health","Y9874X",1,1,2,2,2,3,2,73979,3,46,2,3,2
"P756S","DSI","I511L",5,5,7,7,6,6,,80017,10,41,2,2,2
"P782Y","Finance","Z5440X",5,2,6,6,7,4,,71559,9,43,1,1,2
"X214U","Health","X3361V",5,2,7,6,6,4,2,59173,0,27,2,2,2
"K996K","Ethics","V5401Z",5,3,6,7,6,5,5,167799,8,53,2,3,2
"A416E","Finance","Z5440X",5,2,6,7,7,4,4,47845,7,27,1,1,2
"W885T","DSI","Y7924Z",5,2,6,7,7,4,4,73963,8,36,1,1,1
"M929L","Finance","V1626X",3,3,4,4,4,4,5,57712,4,41,1,2,2
"I807F","Health","X3361V",4,1,5,6,5,1,,53153,1,48,1,1,1
"O947A","Finance","V1626X",5,1,7,7,6,2,2,73997,8,48,1,1,2
"O950J","Health","X3361V",3,2,4,4,5,3,3,50074,7,55,1,1,1
"I723O","R&D","W6837Y",5,3,7,7,7,5,6,56176,0,40,1,2,2
"E367C","Finance","V1626X",2,5,3,4,4,6,6,50213,2,38,1,1,2
"Z392I","R&D","W6837Y",1,1,3,2,3,2,3,56132,0,39,1,2,2
"N930Y","Finance","V1626X",2,2,4,3,3,4,4,78958,9,45,2,2,1
"M170Q","Finance","Z5080X",1,3,2,3,2,3,4,104256,2,46,2,3,2
"X477B","R&D","X8503X",2,4,4,3,4,5,6,124543,8,52,2,3,2
"H227U","Ethics","W4935V",3,2,5,4,5,4,2,48295,5,30,2,1,2
"Y799F","Health","X3361V",5,4,6,7,6,5,,79374,0,39,2,3,2
"C911E","Ethics","V1748V",1,1,3,2,2,2,3,54312,7,47,2,2,2
"X654C","Health","Y9874X",1,3,2,3,2,4,4,123809,6,28,1,3,2
"B265S","Health","V3988Z",2,1,4,4,3,2,3,64223,8,35,1,1,2
"W133T","R&D","X8503X",4,5,5,5,6,7,7,109352,6,37,2,3,2
"A161R","Finance","W7052V",5,4,6,6,7,6,,71252,8,35,1,1,2
"U450S","Finance","Z4040W",2,2,3,3,3,4,4,72753,8,51,1,1,2
"R755E","R&D","V4203Y",1,5,3,3,3,7,6,57008,3,50,1,2,2
"K172N","Finance","Z4040W",3,5,5,5,5,7,6,76245,6,42,2,3,2
"R997T","Ethics","W4935V",5,4,7,6,6,6,,135756,9,46,1,3,2
"H497R","Health","Y9874X",2,2,3,4,3,4,3,146200,0,39,2,3,2
"F794A","R&D","V4859W",2,4,4,3,4,6,5,80658,8,49,1,2,2
"Q681O","Ethics","V1748V",1,5,3,2,1,6,6,66774,5,34,2,3,2
"H194I","Finance","Z4040W",1,3,3,4,2,5,4,73268,0,27,1,3,2
"R481E","R&D","V4859W",2,4,3,4,3,7,5,118210,1,29,2,3,2
"C450D","Health","V3988Z",3,3,4,4,4,5,4,67174,1,39,2,3,2
"C926M","R&D","W6837Y",5,3,6,6,7,5,,53414,5,29,1,2,1
"V378W","Finance","Z5080X",2,4,3,3,3,5,6,76577,9,41,2,2,2
"N454C","Health","X3361V",5,5,7,6,6,7,,52414,0,44,1,1,2
"B762I","DSI","Y7924Z",2,5,3,4,3,6,7,49522,1,32,2,1,2
"F420U","Finance","W7052V",4,3,6,5,6,4,,54465,0,36,2,1,2
"B102F","Finance","Z5440X",2,1,3,4,4,3,3,52666,6,27,1,1,2
"X637N","Finance","Z5440X",5,5,6,6,7,6,6,50112,3,54,1,1,2
"Z172D","R&D","V4203Y",4,1,6,6,6,3,3,58237,0,54,2,2,2
"E905A","Ethics","W4935V",2,1,3,4,4,3,2,54646,7,23,1,1,1
"V795Y","Finance","V1626X",3,3,5,5,4,5,5,55752,0,29,1,2,2
"V146F","Finance","Z5080X",3,2,5,4,4,4,4,135446,6,38,1,3,2
"R683O","Finance","W7052V",5,4,7,7,6,6,6,71797,10,32,1,1,2
"W776V","DSI","Y7924Z",4,4,5,6,6,5,5,137417,10,49,2,3,2
"E858J","R&D","V4859W",1,4,2,2,2,6,6,51514,2,27,1,1,1
"T616X","R&D","X8503X",3,3,4,5,4,4,5,58639,3,22,1,2,2
"Y952N","DSI","Y7924Z",3,4,5,5,5,6,6,117345,1,45,2,3,2
"W359Q","Ethics","V5401Z",4,3,6,5,6,5,5,56696,2,32,2,2,1
