,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
342,2/14/2017 0:00,Country_01,Local_03,Mining,IV,V,Male,Third Party,Pressed,"In the Nv. 3370, CX 212 - South, when the Mechanic loosens a through bolt of the intermediate cardan protector of the Dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (Position 2) ."
343,2/15/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/15/2017 at 3:27 pm, when performing the Magnetometric using GPS, the collaborator Antônio bumped the top of the field hat on a branch and was attacked by maribondos. He was bitten behind the ear and another on the shoulder, but he continued his activity because he felt no pain or swelling."
344,2/16/2017 0:00,Country_01,Local_03,Mining,I,II,Female,Third Party (Remote),Fall,"By averaging 8:23 am at the offices of Ajani, Liliana prepares to store folders in the warehouse, to go to the place it comes out of the iglu, when going down the two steps it does so diagonally so it sits the left foot on the edge of the second step causing the foot to bend Left inward, it stabilizes quickly avoiding falling to the ground."
345,2/17/2017 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party,Projection/Manual Tools,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury."
346,2/17/2017 0:00,Country_01,Local_01,Mining,I,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury."
347,2/17/2017 0:00,Country_01,Local_01,Mining,I,IV,Male,Third Party,Projection,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges."
348,2/23/2017 0:00,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Vehicles and Mobile Equipment,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg."
349,2/23/2017 0:00,Country_02,Local_07,Mining,I,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion."
350,2/25/2017 0:00,Country_01,Local_01,Mining,IV,IV,Male,Third Party (Remote),Fall,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury."
351,2/25/2017 0:00,Country_01,Local_01,Mining,I,III,Male,Employee,Projection,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury."
352,2/25/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/25/2017 at 13:05 p.m., when assisting with GPS in the Magnetometric collaborator Gilvânio bumped the top of the field hat on a branch and was attacked by maribondos. The moths went towards his eyes, but due to the use of sunglasses, the attack in that region was prevented. The insects moved to the side of the face, getting caught between the ear and the back of the field hat, making the helper get two bites behind the ear. Gilvânio is allergic to Marimbondos bites, soon the activity was immediately paralyzed, we drove to the car, where the accident took his medicine (antiallergic already used in other situations out of work, indicated by another doctor) to avoid further swelling. Marcelo responsible for the project was also on the field in the mapping activity, was called on the radio immediately. The assistant felt good, but was taken to the emergency of the Hospital of Lavras do Sul, where he consulted the doctor, took antiallergic and was released around 15:20."
353,2/26/2017 0:00,Country_01,Local_01,Mining,I,III,Male,Third Party,Fall,"In moments when the staff of the IMPROMEC company was heading towards the 447 pique to support shotcrete casting jobs; One of the electricians does not identify a lane and water in the road, so his right leg enters the gutter of 0.8 m depth causing the injury. The service of the litorina was paralyzed for the entrance of this personnel."
354,2/26/2017 0:00,Country_02,Local_07,Mining,I,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact)."
355,2/27/2017 0:00,Country_01,Local_03,Mining,II,IV,Male,Third Party,remains of choco,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury"
356,2/27/2017 0:00,Country_02,Local_02,Mining,III,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him."
357,3/1/2017 0:00,Country_01,Local_06,Metals,I,I,Male,Third Party (Remote),Others,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties."
358,3/2/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site."
359,3/2/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site."
360,3/2/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site."
361,3/4/2017 0:00,Country_02,Local_02,Mining,I,V,Male,Employee,Vehicles and Mobile Equipment,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right."
362,3/6/2017 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party (Remote),Fall,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described."
363,3/8/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities."
364,3/9/2017 0:00,Country_01,Local_03,Mining,I,V,Male,Third Party,Vehicles and Mobile Equipment,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle."
365,3/8/2017 0:00,Country_01,Local_01,Mining,V,V,Male,Third Party,Vehicles and Mobile Equipment,"When the scoop was heading from Rpa 910 to the cut-off point of the Cro 861 South to be unloaded, it visualizes a truck that was parked with the lights and the engine ignited inside the thrust - where the Scoop found accumulating dismount-; the operator stops the Scoop and gets off to tell the driver of the truck to leave and when he finds no one he decides to go and look for the driver at the top of Cro 861 South, where he can not find it; Then he returns to his Scoop and at 15 to 20 meters visualizes the light of a lamp shining in the direction of the gable, when approaching, he finds the deceased lying on the side of the Scoop and proceeds to give immediate notice to the supervisory of the shift, control center and emergency center."
366,3/9/2017 0:00,Country_02,Local_05,Metals,I,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand."
367,3/10/2017 0:00,Country_01,Local_03,Mining,II,IV,Male,Third Party,Individual protection equipment,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye."
368,3/15/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape."
369,3/15/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape."
370,3/15/2017 0:00,Country_02,Local_08,Metals,II,IV,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs."
371,3/18/2017 0:00,Country_01,Local_03,Mining,V,V,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area."
372,3/22/2017 0:00,Country_01,Local_06,Metals,V,V,Male,Third Party (Remote),Power lock,"Being approximately 20:57 hours of 03/22/2017; during the change of cables between the Z-332 power cell (locked cabinet) and the Z014 transformer; there is a loud noise followed by an oscillation of the electrical system. At that moment the collaborator Queneche of the company EISSA is found on the floor with his head inside an adjoining cell Z-132 (cabinet Not blocked - where he was not assigned to do any work), after having received an electric shock ."
373,3/25/2017 0:00,Country_01,Local_03,Mining,II,V,Male,Third Party,Vehicles and Mobile Equipment,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected."
374,3/25/2017 0:00,Country_03,Local_10,Others,I,I,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke."
375,3/31/2017 0:00,Country_02,Local_05,Metals,I,IV,Male,Third Party,Fall prevention,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor."
376,4/4/2017 0:00,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn."
377,4/5/2017 0:00,Country_02,Local_05,Metals,I,IV,Male,Employee,Suspended Loads,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.
378,4/7/2017 0:00,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle."
379,4/4/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally."
380,4/6/2017 0:00,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand."
381,4/7/2017 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level."
382,4/10/2017 0:00,Country_02,Local_02,Mining,I,II,Male,Third Party,Chemical substances,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning."
383,4/8/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity."
384,4/11/2017 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers."
385,4/11/2017 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers."
386,4/11/2017 0:00,Country_02,Local_07,Mining,I,II,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma."
387,4/13/2017 0:00,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"During the marking of the management points, the supervision and the breeders enter the work to carry out the ventilation inspection, for which the surveying work stops to turn on the fan and proceed with the air flow measurements. When the fan is turned on due to pressure, it breaks the fastening points of the toe and the sleeve falls to the floor generating a chicoteo from gable to gable, product of the chicoteo a fragment of the aggregate of the shocrete is projected on the face of the injured person producing the injury."
388,4/12/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the service of opening of pricked for the future works of IP, around 15:30, the employee Pedro second in the line of the equipment, was stung by a wasp in the right portion of the neck. The beetle, being of small size, was not seen by the employees in the bite, causing the employee's shock against the insects that were manifested. The employee used all the PPE's required for the activity to be developed. The bite occurred over the collar of the shirt and over the face shield. The technician responsible for performing the work evaluated the sting and, together with the injured employee, found that because it was a localized swelling and that there was no allergy, there would be no need to paralyze the activity, which it followed normally."
389,4/23/2017 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable."
390,4/19/2017 0:00,Country_03,Local_10,Others,I,IV,Male,Third Party,Others,"On 04/19/2017, the employee de Lima da Silva was composing the team of opening of bite to survey of IP. The team consisted of one mining technician and three assistants. When was moving in the bite he touched his left foot on a stump of Tucum that was on the ground covered with dry leaves of vegetation near drainage. When he felt the thorn piercing on his foot, he told the mining technician what had happened and the teammate removed the thorn that pierced the top of the boot. After removal of the spine the foot was washed and it was verified that there was no other injury. After the event the technician waxed the activity and returned to the city of Porangatu / GO. It was not necessary to take the employee to the health unit."
391,4/23/2017 0:00,Country_01,Local_06,Metals,I,II,Male,Third Party,Projection,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain."
392,4/25/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task, in the Potions area, around 3:00 pm Pablo was moving on the bite and was bitten by a right elbow wasp over the sleeve uniform. He was using at the time of the incident all the PPE needed for the activity. The employee was evaluated by the team who found it to be a mild injury with localized swelling. The employee reported that he did not feel any pain and that he could continue the activity."
393,4/25/2017 0:00,Country_02,Local_07,Mining,IV,V,Male,Employee,remains of choco,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu."
394,4/25/2017 0:00,Country_01,Local_01,Mining,IV,IV,Male,Employee,Pressed,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves."
395,4/24/2017 0:00,Country_01,Local_03,Mining,I,V,Male,Employee,Others,"In circumstances that Mr. Efraín OSORIO FELIX - Mina 2nd. He entered the interior of Pocket 2 at level 2865 (Before -1205). It activated the compressed air gun that is installed in the lower part of the structure with a nozzle that communicates the air lung with the internal part of the pocket, projecting a violent flow of air that blows the left leg of the worker and generates a stun by the noise produced."
396,4/28/2017 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Others,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector."
397,4/29/2017 0:00,Country_02,Local_02,Mining,II,III,Male,Employee,Manual Tools,The employee used a lever to remove the sealing ring from the front tire of the wheel loader (LHD 05) when the lever came to release from the fulcrum in the ring and press the left ring finger against the loader shell causing traumatism at the tip of the said finger.
398,4/30/2017 0:00,Country_02,Local_05,Metals,I,II,Male,Employee,Others,"The employee reports that he performed his routine activities in the area of ​​Electrolysis when, when trying to position one of the cathode sheets on the easel, it hit his sleeve and caused a cut in the same and superficially in the left hand."
399,5/5/2017 0:00,Country_02,Local_02,Mining,I,II,Male,Third Party (Remote),Others,"Employee was engaged in adjusting metallic shapes using a tether, and striking the shape, the tether cable hit the lifeline, projecting its hand into the metal structure of the shape, causing a superficial injury to the ring finger of the right hand."
400,5/6/2017 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Manual Tools,"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps."
401,5/6/2017 0:00,Country_02,Local_07,Mining,IV,V,Male,Employee,Projection,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries."
402,5/6/2017 0:00,Country_02,Local_07,Mining,II,V,Male,Employee,Projection,"The employees Márcio and Sérgio performed the pump pipe clearing activity FZ1.031.4 and during the removal of the suction spool flange bolts, there was projection of pulp over them causing injuries."
403,5/10/2017 0:00,Country_01,Local_04,Mining,V,V,Male,Third Party,Fall,"When performing shotcrete casting for resane on Cruise 791 Nv. 1940 at 02:50 p.m. approximately, the operator was placed on the left side of the equipment and started the release of 02 cubic meters, at that time decided to paralyze the task for a few minutes due to a leak of water in the roof box that did not allow the adhesion of the shotcrete to the rock (setting). When restarting the shotcrete launch the operator that was on the left side moved to the right side of the equipment, while the assistant and the operator mixkret to see that there was no pumping went to verify what happened and when they returned they realized that the operator was not, so they assume that he had fallen down the chimney, they left the job to ask for help immediately. The emergency response brigade and the medical service are activated, who verify the death of the collaborator. The accident investigation begins."
404,5/16/2017 0:00,Country_02,Local_05,Metals,I,III,Female,Third Party (Remote),Cut,"The maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand."
405,5/16/2017 0:00,Country_01,Local_03,Mining,IV,IV,Male,Employee,Others,"In the area of ​​machine tools of the Maestranza the mechanic (injured) was operating the bench drill drilling a metal jacket of 25 ""x 26"" x 3/4 ""(lining) to install in the Skip; this moment he was accompanied by the mechanic Albino who manipulated the jacket and directed the maneuvers on the right side of the drill. Mr. Albino tells him to stop the drill to verify the depth of the drill, Luis lifts the Chuck and Albino pulls the iron and verifies that everything is fine and communicates that they will restart with the drilling of the other holes. that moment, the victim without apparent reason crosses his left arm with the drill on and is caught by the drill in his work clothes causing the injury described."
406,5/16/2017 0:00,Country_02,Local_12,Others,I,I,Male,Employee,Others,"The employee, as he passed the corner of the front door for not seeing the virdro, had a slight swelling in the frontal region due to the closing of the glass door."
407,5/17/2017 0:00,Country_02,Local_07,Mining,I,I,Male,Employee,Cut,"ACTIVITY: maintenance on scaller 07 - breaker arm extension cylinder LOCAL: underground mine (level 316) During the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment."
408,5/18/2017 0:00,Country_01,Local_06,Metals,IV,IV,Male,Third Party,Pressed,"Being 10:20 hours on 05/18/2017; At the end of the concentrate truck cleaning, the driver is instructed to close the gate; At that moment, Mr. Carlos who was in the back of the vehicle, reported having an injury to his left hand. He is transferred to the medical center for his attention and later evacuation to the clinic."
409,5/19/2017 0:00,Country_01,Local_06,Metals,I,II,Male,Employee,Projection,"At 04:00 h on 05/19/17, the mechanic on duty of section 40 Antonio is observed in the activity of withdrawal check out of POM D071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. The mechanic is referred to the medical center for evaluation."
410,5/23/2017 0:00,Country_01,Local_04,Mining,I,IV,Male,Third Party,Projection of fragments,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post."
411,5/23/2017 0:00,Country_01,Local_04,Mining,I,IV,Male,Third Party,Projection of fragments,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post."
412,5/23/2017 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"In circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. After the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event."
413,5/30/2017 0:00,Country_02,Local_12,Others,I,II,Female,Employee,Others,"Upon entering the building, the maid slipped and fell just behind the automatic door, in front of the entry mat. The floor was wet and slippery."
414,6/4/2017 0:00,Country_02,Local_05,Metals,I,IV,Male,Employee,Others,Employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face.
415,6/9/2017 0:00,Country_01,Local_03,Mining,I,IV,Male,Third Party,Projection,"At Level 2930 in the guide wire chamber, during the preparation activity of mix for the shocrete the worker performs the emptying of a bag of cement towards a bucket to complete the dosage, at that moment the dust generated by the cement enters by the lower part of the lenses to the left eye causing irritation."
416,6/9/2017 0:00,Country_01,Local_06,Metals,I,III,Male,Third Party,Fall,"Mr. Emerson was moving trays; when climbing the staircase that gives access to the former dining room and finding himself on the last step, he slips and falls to the floor; supporting the body forward, suffering blows to the right knee with the floor, as well as in the nose with the metal trays it was carrying, causing a cut in the nose and ematoma in the knee."
417,6/11/2017 0:00,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"In circumstances that the worker prepared food in the electric pot, by not ensuring the lid falls on his head causing the injury described."
418,6/11/2017 0:00,Country_01,Local_04,Mining,I,II,Male,Employee,Pressed,"In circumstances where the worker and two partners were placing a killer bomb in the basket of a Manitou team, the bomb hits the index finger of the right hand against the basket."
